,index,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,1460,2203.51105085517,2675.0941731860166,1316.014619783271,350.50393428957733,0.0,0.0
1,1461,2408.935469603709,2349.7595132889246,1180.7419016147396,238.96770384332015,0.0,18.747309213336308
2,1462,2253.248598559019,2499.545456471339,906.8550114434247,329.9305672614242,0.0,0.0
3,1463,2715.296039359019,2400.9410199125823,868.7340633068567,311.0421439554971,0.0,0.0
4,1464,2101.248011463122,2652.3213200813216,1137.0178761211355,346.28169129623353,0.0,0.0
5,1465,2237.71283983108,2546.4869481371256,1525.8511116403704,345.30500089552453,0.0,0.0
6,1466,3226.7055694047162,2655.6300910938057,1273.527654212054,194.28631657113633,0.0,22.60876524166391
7,1467,1918.9074720343588,2652.115928349455,1090.7317972089904,427.72381078308547,0.0,2.750926633440318
8,1468,1014.1005301186093,2402.702264286512,1060.5481031444963,390.95975644803985,0.0,56.872907988244584
9,1469,1613.9683721924914,2560.774654833403,841.4448091879332,292.117365956566,0.0,0.0
10,1470,1077.0394327518152,2560.589984629435,844.4310136484039,296.95967764803163,0.0,60.54424453252192
11,1471,1019.0191248444294,2361.5946372461894,1178.4064468529684,358.8331179610698,0.0,47.33481574659728
12,1472,2065.152438183551,2190.7535263586706,981.8349264917157,380.30373816346525,0.0,0.0
13,1473,1628.8991252933126,2095.7464232035827,1537.3781314939663,355.1842806546245,0.0,0.0
14,1474,1933.6289758157395,2202.815847276286,1370.9249471453472,402.92535032348144,0.0,0.0
15,1475,769.6157666221653,1992.6796985999956,1366.1413523142833,317.01978479018464,0.0,80.23347752640186
16,1476,1567.8696884239855,2191.786207141676,882.0414436773546,324.9824554025804,0.0,43.25056399848332
17,1477,1666.0583877646204,2340.0374986702436,934.5518408599924,328.48970772247867,0.0,0.0
18,1478,1890.1511760740927,2452.4638976437027,952.6350651593277,386.59267254039423,0.0,64.44313889101811
19,1479,1874.213101033932,2208.146264336845,907.005717208412,370.065049313425,0.0,48.68870765491885
20,1480,2290.105836331291,2564.6058203555745,1066.2620396111856,330.0342043630364,0.0,0.0
21,1481,2082.2377078042223,2437.9230823444145,1259.8555727869016,193.9569446588729,0.0,0.0
22,1482,2288.8799346959727,2569.02875744033,1013.5003470416533,196.88893152809212,0.0,41.697250178941566
23,1483,2295.4381980392363,2532.957397605848,989.9012700137064,245.34153017954804,0.0,128.98588791798517
24,1484,2503.320294252437,2644.4159393478153,500.9149977521412,215.0078118657471,0.0,20.668801897018298
25,1485,2251.9677419386426,2566.7765073308815,952.0744783102699,189.49868237053082,0.0,0.0
26,1486,3735.4051700489103,2225.536153768243,883.0521078645723,216.30945820956367,0.0,0.0
27,1487,3115.476608248825,2260.6398981347857,948.2449897057137,191.80444589251618,0.0,0.0
28,1488,3642.662250816617,2489.751417374919,1135.413006023358,190.24948331179652,0.0,1.1025181355526217
29,1489,1940.961232557809,2316.989803374281,902.458945248158,219.06313201334564,0.0,50.606846268117565
30,1490,2363.689017795901,2161.709181423932,913.5754686134213,186.1543515020224,0.0,54.36439357324544
31,1491,3175.7801268787566,2274.8746270234024,1569.179302610353,188.65049026788685,57.32744013709213,99.5572357540397
32,1492,3953.709327968931,2144.376560045925,1459.9049253038854,178.51114945239826,48.84288451925704,21.144386508579537
33,1493,3236.2927177595866,2526.218083368848,1557.2583248530887,192.72033771056832,49.3059820739062,0.0
34,1494,3173.7221506931874,2376.0474777106847,1466.7553948286547,202.87817905335308,0.0,323.58881113074057
