,Path3,Path8,Path14,Path65,Path66
0,850.9196549312701,0.0,0.0,450.8823369986926,2839.9996084329
1,936.0982736690314,0.0,0.0,178.84786110944566,2629.4515323353053
2,1097.12235987145,0.0,0.0,17.688909030603465,2347.453586008783
3,995.1863181967003,0.0,0.0,26.657932981987265,1759.53948120916
4,1135.3675354659774,0.0,0.0,35.62695868719087,1206.2736246263094
5,943.2276531330709,0.0,0.0,44.59598263857467,1166.128687064428
6,788.654493454651,0.0,0.0,53.56500658995847,1368.024129339971
7,1119.544343214537,0.0,0.0,62.534030541342034,1634.3938412839198
8,1535.6145036614184,0.0,0.0,71.83643809914324,1483.3857695363715
9,984.3480103145375,0.0,0.0,76.85601068189888,1303.9037933043144
10,1348.3187301572134,0.0,0.0,84.45271623648092,1801.1472650423784
11,1417.153639499168,0.0,0.0,85.56393646387976,2155.333443160218
12,1760.9609873407326,0.0,0.0,85.73230316500099,2318.814945122981
13,2124.7409064822946,0.0,0.0,86.23066860031929,2242.178029520914
14,2069.7823761448635,0.0,0.0,86.24582160342008,1719.4538059224624
15,2154.909602360548,0.0,0.0,81.82619569899225,1513.454085920661
16,2146.870143343559,0.0,0.0,77.71804819163884,1194.406001191766
17,1308.3784651529375,0.0,0.0,86.23066860031929,1993.3587327253217
18,455.23391654405543,0.0,0.0,692.2557657817069,2866.2493606994794
19,772.3385169705049,0.0,0.0,1000.978428191993,3841.6980404258848
20,510.70824397827016,0.0,0.0,887.4076106002271,3764.223334844808
21,541.3799483252131,0.0,0.0,647.514201532149,3310.377467644763
22,1094.4200084819845,0.0,0.0,463.1196628950035,2976.4359933525093
23,1631.6974450685748,0.0,0.0,330.505624737474,2782.93339403602
24,778.7986463672858,0.0,110.41806847712718,580.8918689170737,1808.2825163560594
25,856.7578198191692,0.0,140.7814899471976,230.41769385609882,1534.1431209513134
26,1004.1340610896825,0.0,99.47015507442919,22.78941218742207,1752.5090227300782
27,910.8377659432897,0.0,379.97833724951727,34.344606653814395,1506.038083538319
28,1039.1377078035462,0.0,16.371500445267547,45.899803379731175,1213.2471861758481
29,863.28293772408,0.0,89.12443975440044,57.454997846123504,1222.1352154986114
30,721.8108647444153,0.0,435.8252908152484,69.01019231251583,1327.5094387338745
31,1024.6556346310485,0.0,534.0134905200235,80.56538677890785,1362.3555491926593
32,1405.4611265150304,0.0,581.9927817082857,92.55009424748879,1541.1472473333656
33,900.9180755722616,0.0,625.7810039909697,99.01703397764342,1923.5592093106457
34,1234.039895344656,0.0,581.9882314688405,108.80420931165233,2314.815620457207
35,1297.0405957135517,0.0,545.688136837424,110.23584400146726,2709.16350684987
36,1611.708021196589,0.0,384.18816656854654,110.45275834840915,2854.160437315648
37,1944.6552118757518,0.0,161.8169392027035,111.09482481535653,2636.7549403375992
38,1894.3547765936642,0.0,34.35616334080517,111.11434710658116,2406.944651154829
39,1972.2669133759928,0.0,113.86169528396867,105.42034549936176,2403.457193965699
40,1964.908851115153,0.0,153.4696927768021,100.12763543398506,2557.69292311326
41,1197.4848291399703,0.0,423.54859560335717,111.09482481535653,2281.703709505391
42,416.6498633923606,0.0,790.5336868194667,891.864046461243,2886.064096352504
43,706.8777740273608,0.0,1002.4114093259125,1289.6052521565239,3265.3938375328935
44,467.4223785922728,0.0,591.2574794866288,1143.2868913077327,3181.172436832636
45,495.4944553021546,0.0,196.8823338200172,834.2214893182818,3086.6484595721004
46,1001.6607516627253,0.0,18.49776766283547,596.6577628701916,2754.5163222541587
47,1493.400409940003,0.0,50.85961140572838,425.8051697463434,1973.7030689964438
48,813.0251699541925,0.0,0.0,1577.593176737117,1544.6912984932587
49,336.2410480250595,0.0,0.0,625.7711651301771,1506.044501087255
50,275.4788670765528,0.0,0.0,61.89176177616492,1284.488523161657
51,322.0454788539971,0.0,0.0,93.27349893154141,1175.7851702969497
