,Path42,Path24,Path45,Path66
0,0.0,16.23480413136818,0.0,0.0
1,0.0,53.08117634271008,0.0,0.0
2,0.0,58.576669293839345,0.0,0.0
3,0.0,53.76845919286016,0.0,0.0
4,0.0,56.73055222033453,0.0,0.0
5,0.0,51.933392717039595,0.0,0.0
6,0.0,43.0070252153024,0.0,0.0
7,0.0,41.43747551120692,0.0,0.0
8,0.0,33.88151413422973,0.0,0.0
9,0.0,20.420731650634796,0.0,0.0
10,0.0,38.366134220440934,0.0,0.0
11,0.0,41.48310843109657,0.0,0.0
12,0.0,46.18622264367421,0.0,0.0
13,0.0,41.12079572031665,0.0,0.0
14,0.0,18.401750970436545,0.0,0.0
15,0.0,5.290831873655846,0.0,0.0
16,0.0,5.221687031032648,0.0,0.0
17,0.0,3.0492115928242196,0.0,0.0
18,0.0,32.903831465831516,0.0,0.0
19,0.0,25.891334354590846,0.0,0.0
20,0.0,29.0650016836872,0.0,0.0
21,0.0,35.7774165025142,0.0,0.0
22,0.0,24.935774483511395,0.0,0.0
23,0.0,16.25139802951978,0.0,0.0
24,0.0,26.041728573444324,0.0,0.0
25,0.0,34.75562040840258,0.0,0.0
26,0.0,38.34734229825198,0.0,0.0
27,0.0,39.69889368912585,0.0,0.0
28,0.0,28.36422641130444,0.0,0.0
29,0.0,30.530956204288866,0.0,0.0
30,0.0,27.04405928303828,0.0,0.0
31,0.0,27.86906158638042,0.0,0.0
32,0.0,23.03952234418022,0.0,0.0
33,0.0,33.78862395748379,0.0,0.0
34,0.0,58.122082494926616,0.0,0.0
35,0.0,16.75751009200532,0.0,0.0
36,0.0,15.902768182215237,0.0,0.0
37,0.0,16.2070931388491,0.0,0.0
38,0.0,19.335837446116052,0.0,0.0
39,0.0,29.36998504080624,0.0,0.0
40,0.0,15.01121153830752,0.0,0.0
41,0.0,11.051695593621508,0.0,0.0
42,0.0,38.807141536001886,0.0,0.0
43,0.0,14.159481792980646,0.0,0.0
44,0.0,23.62945236730328,0.0,0.0
45,0.0,18.158997313224972,0.0,0.0
46,0.0,20.977158562075147,0.0,0.0
47,0.0,32.85427476280384,0.0,0.0
48,0.0,36.443374309016576,29.477336743905674,0.0
49,0.0,56.24687067994485,33.158061585398116,0.0
50,0.0,47.35948741454418,18.41624666346165,0.0
51,0.0,48.773036626549995,21.61894531840227,0.0
52,0.0,38.71375405498664,38.022216244753324,0.0
53,0.0,38.69544710307474,41.69345786874966,0.0
54,0.0,27.673355640774865,25.902394228615247,0.0
55,0.0,28.592877317654022,22.727129073997958,0.0
56,0.0,12.560834729114926,29.255426579207484,0.0
57,0.0,18.36219007127022,25.14156960059827,0.0
58,0.0,54.72749078941984,21.07605436434099,0.0
59,0.0,10.927368334871739,36.266729477865084,0.0
60,0.0,6.101048726178789,25.611774741810144,0.0
61,0.0,6.182449499904862,14.20154548177679,0.0
62,0.0,10.692616555018182,22.92908608762109,0.0
63,0.0,22.474870305163964,22.30381640414401,0.0
64,0.0,24.10938269001427,19.062338828504956,0.0
65,0.0,20.40155353217487,16.90385174077863,0.0
66,0.0,45.730903433259066,29.925431609813565,0.0
67,0.0,17.934769828842708,40.22080320446482,0.0
68,0.0,12.04620291633279,30.775683318339283,0.0
69,0.0,17.754033790102742,30.619830237482283,0.0
70,0.0,19.788045983972925,19.88538328235143,0.0
71,0.0,23.273450035098293,22.515290577847715,0.0
72,0.0,79.8656172200383,42.573998778269974,0.0
73,0.0,55.96680640847333,47.890054847590584,0.0
74,0.0,36.49924685631621,26.598510908982803,0.0
75,0.0,44.555951036606416,31.2241556816843,0.0
76,0.0,35.20991689183612,54.91533383815337,0.0
77,0.0,24.61428082647675,60.217693334625466,0.0
78,0.0,55.51882389717913,37.41072369678464,0.0
79,0.0,16.105534059903096,32.82470101814804,0.0
80,0.0,19.935603162721726,42.253494820845816,0.0
81,0.0,53.54762140068323,36.31186774975377,0.0
82,0.0,71.30022639113932,30.440060462508253,0.0
83,0.0,28.614352891123556,52.37989136863581,0.0
84,0.0,18.34813692357604,36.99098314207731,0.0
85,0.0,28.653987743474097,20.511234961405144,0.0
86,0.0,20.11842336636942,33.1163867198094,0.0
87,0.0,43.82888110740095,32.2133122334094,0.0
88,0.0,19.314974635998148,27.53165922167393,0.0
89,0.0,54.44422860875295,24.41416501132024,0.0
90,0.0,41.79841033236832,43.22118038899183,0.0
91,0.0,33.931619065288665,58.090744132166094,0.0
92,0.0,40.560635868644084,44.449195508352304,0.0
93,0.0,43.62311376353527,44.22409753116251,0.0
94,0.0,68.22988248684452,28.72037901264236,0.0
95,0.0,71.80498643104836,32.51874353105736,0.0
96,0.0,14.529452919589145,41.53432537958295,0.0
97,0.0,37.058223698901855,46.72056131831197,0.0
98,0.0,24.421547264894578,25.94896505869095,0.0
99,0.0,20.642519304745996,30.46164980978395,0.0
100,0.0,17.153626579434132,53.57428029820056,0.0
101,0.0,10.512378088547878,58.74715413964955,0.0
102,0.0,16.644856880073455,36.497139458298,0.0
103,0.0,9.719379172843079,32.02310921451784,0.0
104,0.0,15.145158521102891,41.22164825187341,0.0
105,0.0,22.437256324833342,35.42511799545705,0.0
106,0.0,27.809251754198094,29.6967024969547,0.0
107,0.0,8.212537814829954,51.100754307404856,0.0
108,0.0,11.48399712679418,36.08764912911804,0.0
109,0.0,9.68312041145138,20.01034272728227,0.0
110,0.0,26.228288578936187,32.30767183933659,0.0
111,0.0,20.19034075617426,31.426650778677335,0.0
112,0.0,8.139175319351814,26.85932553125488,0.0
113,0.0,14.320018626424993,23.817961726643567,0.0
114,0.0,18.88617128487293,42.165702566851635,0.0
115,0.0,17.202991287091614,56.672145853468024,0.0
116,0.0,23.491303552005718,43.36372908543645,0.0
117,0.0,15.679741240595064,43.144128087287825,0.0
118,0.0,32.529119089288265,28.019016328456487,0.0
119,0.0,40.252510969722195,31.724623326750354,0.0
120,0.0,35.292310010207906,0.0,0.0
121,0.0,41.731385895117725,0.0,0.0
122,0.0,45.90445741216235,0.0,0.0
123,0.0,48.068556608187805,0.0,0.0
124,0.0,32.78745421708975,0.0,0.0
125,0.0,41.3337456332677,0.0,0.0
126,0.0,33.60247697622689,0.0,0.0
127,0.0,29.774954689088467,0.0,0.0
128,0.0,5.049999927741419,0.0,0.0
129,0.0,27.39364362101913,0.0,0.0
130,0.0,50.13125384184089,0.0,0.0
131,0.0,10.436721665905702,0.0,0.0
132,0.0,14.125224319573885,0.0,0.0
133,0.0,18.787178417114234,0.0,0.0
134,0.0,27.58352002324859,0.0,0.0
135,0.0,22.61981790961228,0.0,0.0
136,0.0,14.510247084215568,0.0,0.0
137,0.0,32.66143153831294,0.0,0.0
138,0.0,38.30124246928477,0.0,0.0
139,0.0,21.393849022115127,0.0,0.0
140,0.0,23.35706166714371,0.0,0.0
141,0.0,20.02180007451971,0.0,0.0
142,0.0,24.11427262642923,0.0,0.0
143,0.0,30.554124918316443,0.0,0.0
144,0.0,57.09848013282693,62.56324998725542,0.0
145,0.0,71.99248828178006,70.37528912746716,0.0
146,0.0,60.155795931114824,39.086985837393144,0.0
147,0.0,64.58131335029734,45.884453272246226,0.0
148,0.0,43.88047828312183,80.69906181337068,0.0
149,0.0,53.755793159527045,88.49097359567193,0.0
150,0.0,49.56842932898441,54.975725231633675,0.0
151,0.0,29.83215868389741,48.2364831701807,0.0
152,0.0,5.442012053598125,62.09226370958241,0.0
153,0.0,28.128197489552647,53.36093683291827,0.0
154,0.0,52.12536619818292,44.732211372991955,0.0
155,0.0,16.08636637155648,76.97318391604487,0.0
156,0.0,13.065893471448245,54.35890900559132,0.0
157,0.0,12.810465221884646,30.14162534088063,0.0
158,0.0,9.281751914290906,48.66512050739183,0.0
159,0.0,26.170018195268938,47.33803645442302,0.0
160,0.0,13.470827530017758,40.458263914092825,0.0
161,0.0,21.729010740632127,35.87705060988872,0.0
162,0.0,33.262840887022485,63.51429489871937,0.0
163,0.0,31.670860556276544,85.36538383473132,0.0
164,0.0,26.574838650962306,65.31888500313521,0.0
165,0.0,14.263150750977935,64.9880995138065,0.0
166,0.0,29.54064768356438,42.20510883308866,0.0
167,0.0,20.59949475961553,47.786873189919774,0.0
168,0.0,9.170123666227022,0.0,0.0
169,0.0,12.873498297873596,0.0,0.0
170,0.0,19.441337538259994,0.0,0.0
171,0.0,19.416701449259243,0.0,0.0
172,0.0,12.63732940281497,0.0,0.0
173,0.0,16.093968418297905,0.0,0.0
174,0.0,15.377024818865818,0.0,0.0
175,0.0,15.272248148591974,0.0,0.0
176,0.0,4.290487749106571,0.0,0.0
177,0.0,5.938343400518539,0.0,0.0
178,0.0,4.212870615955316,0.0,0.0
179,0.0,7.408442735607721,0.0,0.0
180,0.0,13.586199794290032,0.0,0.0
181,0.0,8.54376890523304,0.0,0.0
182,0.0,6.082797866976218,0.0,0.0
183,0.0,14.677677329928777,0.0,0.0
184,0.0,18.431945931146338,0.0,0.0
185,0.0,6.872035183213969,0.0,0.0
186,0.0,7.6290219764946166,0.0,0.0
187,0.0,5.717680411859467,0.0,0.0
188,0.0,2.90396648718207,0.0,0.0
189,0.0,4.262884997698158,0.0,0.0
190,0.0,1.0210444748737095,0.0,0.0
191,0.0,1.1614481283376004,0.0,0.0
192,0.0,16.621108521129784,0.0,0.0
193,0.0,23.333579790595525,0.0,0.0
194,0.0,35.2379741845167,0.0,0.0
195,0.0,35.19332057637337,0.0,0.0
196,0.0,22.905516988286575,0.0,0.0
197,0.0,29.170772974561817,0.0,0.0
198,0.0,27.871292421908258,0.0,0.0
199,0.0,27.681381743438564,0.0,0.0
200,0.0,7.776630401301799,0.0,0.0
