,index,Path3,Path8,Path14,Path65,Path66
0,1460,0.0,1720.5585356027814,600.6331026400538,0.0,0.0
1,1461,0.0,1301.5730579814556,0.0,0.0,0.0
2,1462,0.0,1326.906274491156,433.2081998797001,0.0,0.0
3,1463,0.0,1534.27996502041,163.2672983646386,0.0,0.0
4,1464,0.0,1082.3976674085725,0.0,0.0,0.0
5,1465,231.39628346071208,1605.5126136829745,531.9586940870022,255.4101479715541,0.0
6,1466,0.0,1185.6709839901168,0.0,0.0,0.0
7,1467,0.0,1698.5246270734488,82.0089391995358,0.0,0.0
8,1468,0.0,1358.3991161094714,761.4231198418553,1338.3589178185093,0.0
9,1469,0.0,676.4091697626562,646.1672078487762,241.4874056158978,0.0
10,1470,0.0,1461.4771496930252,592.5013507503147,928.2691023129919,0.0
11,1471,0.0,1291.92764277581,660.2976810015391,63.134566667196964,0.0
12,1472,0.0,1206.1707398949895,208.13045737745244,0.0,0.0
13,1473,313.6099098872817,1628.6641060215466,398.36080199718737,0.0,0.0
14,1474,78.20651954536442,1621.3857709318133,2.0534271434224958,0.0,0.0
15,1475,0.0,1569.135308143385,441.12677599559936,304.8879006472578,0.0
16,1476,0.0,1470.8823694981409,629.5174098516361,734.680312664402,0.0
17,1477,0.0,1317.960106532384,272.9244991698804,0.0,0.0
18,1478,0.0,1229.085752143321,0.0,0.0,0.0
19,1479,0.0,932.1087352896581,306.4456736841844,0.0,0.0
20,1480,0.0,1271.7598117077855,377.96050721440463,0.0,0.0
21,1481,0.0,723.9557278800818,36.456585384460666,0.0,0.0
22,1482,0.0,776.1293609648861,854.7213665178781,0.0,0.0
23,1483,0.0,1164.9712813192773,576.5278494397163,0.0,0.0
24,1484,0.0,1307.5295426875996,0.0,0.0,0.0
25,1485,0.0,1312.5867985812345,84.76882265770921,0.0,0.0
26,1486,0.0,1070.330259173425,0.0,0.0,0.0
27,1487,0.0,882.8774413290538,0.0,0.0,0.0
28,1488,0.0,1329.832121001172,0.0,0.0,0.0
29,1489,0.0,1311.2889931726982,612.3390734021393,0.0,0.0
30,1490,0.0,1119.9622638728176,177.86368083674802,0.0,0.0
31,1491,0.0,1124.428355337242,692.3310315126784,0.0,0.0
32,1492,0.0,1186.6404589898284,724.4761625746708,0.0,0.0
33,1493,0.0,1650.9373302520464,586.9677912857452,0.0,0.0
34,1494,0.0,1950.4407665282708,767.8993093199484,0.0,0.0
35,1495,0.0,1294.9364719570458,693.9515385508064,0.0,0.0
36,1496,0.0,1011.7325912601666,259.6526287010728,0.0,0.0
37,1497,0.0,1188.540461977599,783.7444254511305,0.0,0.0
38,1498,0.0,1286.8962485983095,993.594549896176,0.0,0.0
39,1499,0.0,1392.1848192465104,860.6826147855917,0.0,0.0
40,1500,0.0,1570.9374300264553,720.4839507673703,0.0,0.0
41,1501,0.0,1029.389321121249,655.1265822884702,0.0,0.0
42,1502,0.0,893.7798221587567,470.53029685749163,0.0,0.0
43,1503,0.0,1006.7689230591817,257.0008408536946,0.0,0.0
44,1504,0.0,1246.0422936428408,750.9983825061514,0.0,0.0
45,1505,0.0,1046.4604703291677,604.3465968149125,0.0,0.0
46,1506,0.0,1185.894436228641,973.7492085566776,0.0,0.0
47,1507,0.0,1145.7156363231038,854.0082405867531,0.0,0.0
48,1508,0.0,1311.4933002442274,450.98192481294296,0.0,0.0
49,1509,0.0,1330.8075211788496,676.8561899718666,0.0,0.0
50,1510,0.0,781.1655807385372,518.5669009614232,0.0,0.0
51,1511,0.0,701.1083890971561,238.8336236716976,0.0,0.0
52,1512,0.0,1050.4462213959116,31.99451472570341,0.0,0.0
53,1513,0.0,1234.0309273465582,148.28950024523903,0.0,0.0
54,1514,0.0,1247.9128200414934,157.5823884596592,0.0,0.0
55,1515,0.0,1385.92476898785,247.0917579888863,271.01380252214244,0.0
56,1516,0.0,1367.920738656041,727.8057658085736,0.0,0.0
57,1517,0.0,510.1372790510456,111.44790145464904,0.0,0.0
58,1518,0.0,686.9958345597963,111.5253008490244,0.0,0.0
59,1519,0.0,1162.7407198967435,537.6796864491763,0.0,0.0
60,1520,0.0,1333.0825192848642,390.95358508278025,0.0,0.0
61,1521,0.0,536.5529392621552,0.0,0.0,0.0
62,1522,0.0,940.4830342655107,353.53200466787155,0.0,0.0
63,1523,0.0,879.2469810797476,338.52237333282744,0.0,0.0
64,1524,27.75377885165648,1166.2134032681681,1208.0317034295244,0.0,0.0
65,1525,0.0,394.8431329436946,73.63941146309651,0.0,0.0
66,1526,0.0,1077.5412026774056,335.8232577061383,0.0,0.0
67,1527,0.0,951.4907354903186,734.7377382188245,0.0,0.0
68,1528,0.0,566.3332855106681,280.60620476482717,0.0,0.0
69,1529,436.4946918685151,1136.1396104854168,673.8524442981508,0.0,0.0
70,1530,651.7146981747502,741.5625403002626,308.95874389088976,0.0,1627.1524634900754
71,1531,0.0,286.6120119997776,90.652332454993,0.0,0.0
72,1532,667.8702512730737,496.84487888444085,406.1171199274829,0.0,0.0
73,1533,0.0,648.5245582842722,382.2894513919249,0.0,0.0
74,1534,0.0,1071.4380652812156,478.2596698994964,0.0,0.0
75,1535,0.0,1037.5473446613203,619.0865958581483,0.0,0.0
76,1536,0.0,802.5586852323266,317.56636296320715,0.0,0.0
77,1537,0.0,617.3812448063823,328.5728268027261,0.0,0.0
78,1538,0.0,504.64707253883705,657.1375551650934,0.0,0.0
79,1539,0.0,562.6210958023935,0.0,0.0,0.0
80,1540,7.843220951771513,644.551073334439,678.7352580354682,0.0,0.0
81,1541,640.4783518779169,627.8836404042203,117.79440663473964,0.0,0.0
82,1542,0.0,218.21999543056992,142.84796814810738,0.0,0.0
83,1543,302.99250886603267,0.0,436.75163611575715,0.0,0.0
84,1544,0.0,376.89126541942414,361.5059897302544,0.0,0.0
85,1545,0.0,583.4005364354108,754.707524905772,0.0,0.0
86,1546,0.0,554.0268542491062,559.9335660047815,0.0,0.0
87,1547,0.0,1236.4957546984974,67.40165618315416,0.0,0.0
88,1548,0.0,1038.2505752368859,0.0,0.0,0.0
