,Path3,Path8,Path14,Path65,Path66
0,0.0,0.0,0.0,367.9926098361913,2782.1744640985803
1,0.0,0.0,0.0,145.96866138377118,2575.9133508771442
2,0.0,0.0,0.0,14.436998891233161,2299.657156028296
3,0.0,0.0,0.0,21.757167060878277,1723.7135521629948
4,0.0,0.0,0.0,29.07733666192285,1181.712724602387
5,0.0,0.0,0.0,36.39750483156797,1142.385176874615
6,0.0,0.0,0.0,43.717673001213086,1340.169832284076
7,0.0,0.0,0.0,51.037841170858016,1601.1159987480482
8,0.0,0.0,0.0,58.63010406086583,1453.1825976865528
9,0.0,0.0,0.0,62.72688378234736,1277.3550484305454
10,0.0,0.0,0.0,68.92701910323008,1764.4741611943427
11,0.0,0.0,0.0,69.83395379112504,2111.44876547602
12,0.0,0.0,0.0,69.97136813777594,2271.6016256252706
13,0.0,0.0,0.0,70.3781146038622,2196.5251118953975
14,0.0,0.0,0.0,70.39048189506069,1684.4440600730518
15,0.0,0.0,0.0,66.7833552954779,1482.6386940093857
16,0.0,0.0,0.0,63.43044523719942,1170.086737482148
17,0.0,0.0,0.0,70.3781146038622,1952.7720171188635
18,0.0,0.0,0.0,564.9922053276179,2807.889745969795
19,0.0,0.0,0.0,816.9596232845292,3763.477345248015
20,0.0,0.0,0.0,724.2675434727067,3687.580099755025
21,0.0,0.0,0.0,528.475882452907,3242.9749742432705
22,0.0,0.0,0.0,377.9802388126897,2915.8328719976985
23,0.0,0.0,0.0,269.74582376030537,2726.2701731309553
24,647.4917165505844,0.0,0.0,0.0,1390.0824661603672
25,712.3068254040468,0.0,0.0,0.0,1179.3430693077873
26,834.8351526990775,0.0,0.0,0.0,1347.207663763772
27,757.2687899762811,0.0,0.0,0.0,1157.7378614018276
28,863.9371181454853,0.0,0.0,0.0,932.6604805204931
29,717.7317960465268,0.0,0.0,0.0,939.4929824158216
30,600.1121830633108,0.0,0.0,0.0,1020.4973933857307
31,851.896749994602,0.0,0.0,0.0,1047.284671769783
32,1168.4977132371164,0.0,0.0,0.0,1184.7273569876138
33,749.021578227844,0.0,0.0,0.0,1478.699210603617
34,1025.978426973007,0.0,0.0,0.0,1779.4700647086815
35,1078.3570896941378,0.0,0.0,0.0,2082.6174310541196
36,1339.9709900507105,0.0,0.0,0.0,2194.0810374676344
37,1616.78265249918,0.0,0.0,0.0,2026.9547357628185
38,1574.9629660680857,0.0,0.0,0.0,1850.2924882175848
39,1639.7389687237485,0.0,0.0,0.0,1847.6115724612
40,1633.6214897245486,0.0,0.0,0.0,1966.1773279801607
41,995.5866143062836,0.0,0.0,0.0,1754.0159188996872
42,346.40190568751655,0.0,0.0,0.0,2218.6063628149486
43,587.6968397818443,0.0,0.0,0.0,2510.2088183707274
44,388.6140784663555,0.0,0.0,0.0,2445.4652335990204
45,411.95314976649865,0.0,0.0,0.0,2372.801740901876
46,832.7788479354634,0.0,0.0,0.0,2117.481537140569
