,index,Path3,Path8,Path14,Path65,Path66
0,0,1392.4643500123302,18564.777755152947,0.0,0.0,0.0
1,24,10111.032559493528,30212.9209730607,0.0,0.0,0.0
2,48,0.0,26023.33575980649,12400.865584283107,0.0,0.0
3,72,9937.437649671323,17945.41585523238,9845.557097278404,0.0,0.0
4,96,0.0,11145.002658325338,18619.841467053902,1000.2898755163774,0.0
5,120,0.0,3007.3385635375816,743.9945177071336,0.0,0.0
6,144,0.0,3563.0088191399973,9048.065026393688,0.0,0.0
7,168,0.0,4219.025237363287,2784.62699492897,7087.125869181104,0.0
8,192,0.0,5203.237066045114,0.0,0.0,0.0
9,216,0.0,16669.335509774068,979.9564205180127,0.0,0.0
10,240,0.0,13134.097251395015,0.0,0.0,0.0
11,264,0.0,9566.037561257082,0.0,0.0,0.0
12,288,0.0,18172.930247591346,5827.093312298661,0.0,0.0
13,312,0.0,17331.40671058224,19497.449520777805,0.0,0.0
14,336,0.0,16844.78299742221,4930.65916332766,0.0,0.0
15,360,0.0,27731.55353483261,14087.809561468395,0.0,0.0
16,384,0.0,26102.71966370737,6081.177716312664,0.0,0.0
17,408,0.0,17644.033215676616,0.0,0.0,0.0
18,432,0.0,24438.103964350452,10816.79127535747,0.0,0.0
19,456,0.0,28181.945521860638,14010.304623854983,0.0,0.0
20,480,0.0,22629.09179948437,16971.38559128685,5037.559750244778,0.0
21,504,0.0,18351.583799765816,11783.829901268773,8479.44401613809,0.0
22,528,0.0,9037.159646785392,6994.962835624384,0.0,0.0
23,552,0.0,9584.351105473801,11229.400652949505,0.0,0.0
24,576,0.0,15510.433350114876,19428.326310879995,0.0,0.0
25,600,0.0,12975.640951124737,15815.480518696218,5425.380805935445,0.0
26,624,0.0,9763.532720886888,16078.203472781977,0.0,0.0
27,648,0.0,8989.964609932962,9499.456091495405,0.0,0.0
28,672,0.0,11813.02888321595,13819.816183408202,0.0,0.0
29,696,0.0,17278.072942779167,10224.103156670171,0.0,0.0
30,720,0.0,7974.028079303001,13668.054151458055,0.0,0.0
31,744,0.0,22747.125892845987,9073.258358994857,0.0,0.0
32,768,0.0,15440.39000847538,10784.686114036273,0.0,0.0
33,792,0.0,15520.549007135722,3401.935849908985,0.0,0.0
34,816,1156.3867304632433,3155.563416617131,13338.990665140689,7156.808963440444,0.0
35,840,8584.299400080788,12874.247769234022,7228.827621515925,0.0,0.0
36,864,0.0,19630.45461562885,385.9769073384073,3030.363738497126,0.0
37,888,17139.194825685172,10320.77336235418,0.0,10148.79262559113,0.0
38,912,15721.970944847997,27967.015050450795,5309.843004735914,0.0,0.0
39,936,0.0,10598.142262506968,0.0,0.0,0.0
40,960,0.0,0.0,0.0,0.0,0.0
41,984,0.0,0.0,0.0,0.0,0.0
42,1008,0.0,5514.826387123518,4761.14901226389,0.0,0.0
43,1032,0.0,16188.359869916632,31816.261134975288,0.0,16608.336678726457
44,1056,0.0,8935.321684842926,15170.686270538306,0.0,23675.465264438913
45,1080,0.0,0.0,8511.527306328113,0.0,21304.25441092662
46,1104,0.0,1494.6777359727148,11374.563773057731,0.0,10870.446556519526
47,1128,0.0,0.0,0.0,0.0,0.0
48,1152,0.0,0.0,0.0,32902.55647283018,0.0
49,1176,0.0,170.82191659268756,12028.80727174665,0.0,19410.54447033807
50,1200,0.0,18889.252950114304,10529.97488662848,3504.993815931879,0.0
51,1224,0.0,4581.604930115359,11810.09589764578,0.0,0.0
52,1248,0.0,3775.2367655383496,4975.144980557174,0.0,0.0
53,1272,0.0,9264.550088289423,0.0,0.0,0.0
54,1296,0.0,11271.930946206874,0.0,55.012823354079956,0.0
55,1320,0.0,6965.121632298526,159.2985754867891,3454.540208495986,0.0
56,1344,0.0,17294.951297201955,7585.017253224045,0.0,0.0
57,1368,0.0,21962.006549145735,4716.483570994489,0.0,0.0
58,1392,0.0,31014.03865056774,1873.459240298831,0.0,0.0
59,1416,0.0,3444.655009288398,6529.426826837735,0.0,0.0
60,1440,0.0,0.0,5010.68552365902,0.0,0.0
61,1464,0.0,5666.509011836078,3413.692194599717,0.0,0.0
62,1488,0.0,0.0,2576.37624445154,0.0,0.0
63,1512,0.0,6588.430621601257,1207.279142232021,0.0,0.0
64,1536,0.0,3615.566308993175,5243.864535153301,0.0,0.0
65,1560,0.0,8379.07287851217,8890.533577023121,0.0,0.0
66,1584,0.0,5483.1893047766525,1090.7494880043946,0.0,0.0
67,1608,0.0,10821.00040824819,2535.851229485059,0.0,0.0
68,1632,0.0,0.0,3370.136272251655,0.0,0.0
69,1656,0.0,7776.891178141568,9633.916584552044,0.0,0.0
70,1680,0.0,0.0,6921.058209173789,0.0,0.0
71,1704,0.0,0.0,8196.895198940598,0.0,0.0
72,1728,0.0,0.0,5415.798188479752,0.0,0.0
73,1752,0.0,0.0,0.0,0.0,0.0
74,1776,0.0,12325.828774271644,9366.88623821145,0.0,0.0
75,1800,0.0,11321.872893128108,11958.491576197435,0.0,0.0
76,1824,0.0,1094.0812644927073,10206.566681391592,0.0,0.0
77,1848,0.0,6277.760932176325,7654.6554759670225,0.0,0.0
78,1872,0.0,9241.544226196278,10769.518496328059,0.0,0.0
79,1896,0.0,10660.359802642724,20457.138670856082,0.0,0.0
80,1920,0.0,10282.659285279475,6219.487769764206,0.0,0.0
81,1944,0.0,17409.12372875408,6272.928105130265,0.0,0.0
82,1968,0.0,19450.28433661374,11826.1482637037,0.0,0.0
83,1992,0.0,20110.65725710282,14418.165821053877,0.0,0.0
84,2016,0.0,6948.0524858171075,12141.467675355681,0.0,0.0
85,2040,0.0,17986.03531437166,7474.0177649809275,0.0,0.0
86,2064,0.0,26712.195682017995,13449.894457386974,0.0,0.0
87,2088,8284.024720484707,27201.77447384795,19337.608208041904,0.0,0.0
88,2112,2933.0975703221593,19012.55147372164,16917.200316405317,0.0,0.0
