,Source,Sink,Time,Value
369,PGE_bay,PGE_bay,10,0.0
370,PGE_bay,PGE_bay,11,0.0
371,PGE_bay,PGE_bay,12,0.0
372,PGE_bay,PGE_bay,13,0.0
373,PGE_bay,PGE_bay,14,0.0
374,PGE_bay,PGE_bay,15,0.0
375,PGE_bay,PGE_bay,16,0.0
376,PGE_bay,PGE_bay,17,0.0
377,PGE_bay,PGE_bay,18,0.0
378,PGE_bay,PGE_bay,19,0.0
379,PGE_bay,PGE_bay,20,0.0
380,PGE_bay,PGE_bay,21,0.0
381,PGE_bay,PGE_bay,22,0.0
382,PGE_bay,PGE_bay,23,0.0
383,PGE_bay,PGE_bay,24,0.0
384,PGE_valley,PGE_valley,25,0.0
385,PGE_valley,PGE_valley,26,0.0
386,PGE_valley,PGE_valley,27,0.0
387,PGE_valley,PGE_valley,28,0.0
388,PGE_valley,PGE_valley,29,0.0
389,PGE_valley,PGE_valley,30,0.0
390,PGE_valley,PGE_valley,31,0.0
391,PGE_valley,PGE_valley,32,0.0
392,PGE_valley,PGE_valley,33,0.0
393,PGE_valley,PGE_valley,34,0.0
394,PGE_valley,PGE_valley,35,0.0
395,PGE_valley,PGE_valley,36,0.0
396,PGE_valley,PGE_valley,37,0.0
397,PGE_valley,PGE_valley,38,0.0
398,PGE_valley,PGE_valley,39,0.0
399,PGE_valley,PGE_valley,40,0.0
400,PGE_valley,PGE_valley,41,0.0
401,PGE_valley,PGE_valley,42,0.0
402,PGE_valley,PGE_valley,43,0.0
403,PGE_valley,PGE_valley,44,0.0
404,PGE_valley,PGE_valley,45,0.0
405,PGE_valley,PGE_valley,46,0.0
406,PGE_valley,PGE_valley,47,0.0
407,PGE_valley,PGE_valley,48,0.0
408,PGE_valley,SDGE,25,0.0
409,PGE_valley,SDGE,26,0.0
410,PGE_valley,SDGE,27,0.0
411,PGE_valley,SDGE,28,0.0
412,PGE_valley,SDGE,29,0.0
413,PGE_valley,SDGE,30,0.0
414,PGE_valley,SDGE,31,0.0
415,PGE_valley,SDGE,32,0.0
416,PGE_valley,SDGE,33,0.0
417,PGE_valley,SDGE,34,0.0
418,PGE_valley,SDGE,35,0.0
419,PGE_valley,SDGE,36,0.0
420,PGE_valley,SDGE,37,0.0
421,PGE_valley,SDGE,38,0.0
422,PGE_valley,SDGE,39,0.0
423,PGE_valley,SDGE,40,0.0
424,PGE_valley,SDGE,41,0.0
425,PGE_valley,SDGE,42,0.0
426,PGE_valley,SDGE,43,0.0
427,PGE_valley,SDGE,44,0.0
428,PGE_valley,SDGE,45,0.0
429,PGE_valley,SDGE,46,0.0
430,PGE_valley,SDGE,47,0.0
431,PGE_valley,SDGE,48,0.0
432,PGE_valley,SCE,25,0.0
433,PGE_valley,SCE,26,0.0
434,PGE_valley,SCE,27,0.0
435,PGE_valley,SCE,28,0.0
436,PGE_valley,SCE,29,0.0
437,PGE_valley,SCE,30,0.0
438,PGE_valley,SCE,31,0.0
439,PGE_valley,SCE,32,0.0
440,PGE_valley,SCE,33,0.0
441,PGE_valley,SCE,34,0.0
442,PGE_valley,SCE,35,0.0
443,PGE_valley,SCE,36,0.0
444,PGE_valley,SCE,37,0.0
445,PGE_valley,SCE,38,0.0
446,PGE_valley,SCE,39,0.0
447,PGE_valley,SCE,40,0.0
448,PGE_valley,SCE,41,0.0
449,PGE_valley,SCE,42,432.53239273858077
450,PGE_valley,SCE,43,876.1912184784601
451,PGE_valley,SCE,44,451.1021285443836
452,PGE_valley,SCE,45,1970.729424048392
453,PGE_valley,SCE,46,1143.8786679234668
454,PGE_valley,SCE,47,0.0
455,PGE_valley,SCE,48,123.73535317078779
456,PGE_valley,PGE_bay,25,2660.9940952475536
457,PGE_valley,PGE_bay,26,2481.993486385719
458,PGE_valley,PGE_bay,27,2314.2608054865113
459,PGE_valley,PGE_bay,28,2150.3456027893762
460,PGE_valley,PGE_bay,29,2170.2161984943314
461,PGE_valley,PGE_bay,30,2247.6956841230012
462,PGE_valley,PGE_bay,31,2469.3524097212094
463,PGE_valley,PGE_bay,32,2891.0610755760863
464,PGE_valley,PGE_bay,33,3025.2419209254103
465,PGE_valley,PGE_bay,34,3732.7799054520315
466,PGE_valley,PGE_bay,35,3762.8405661390307
467,PGE_valley,PGE_bay,36,3658.01967175833
468,PGE_valley,PGE_bay,37,3618.799672824518
469,PGE_valley,PGE_bay,38,3552.721937262535
470,PGE_valley,PGE_bay,39,3095.598358716047
471,PGE_valley,PGE_bay,40,3078.073126478441
472,PGE_valley,PGE_bay,41,3316.603595234603
473,PGE_valley,PGE_bay,42,3464.917039001097
474,PGE_valley,PGE_bay,43,3981.046358434841
475,PGE_valley,PGE_bay,44,3913.869598594393
476,PGE_valley,PGE_bay,45,3799.8996741240044
477,PGE_valley,PGE_bay,46,3537.004640520062
478,PGE_valley,PGE_bay,47,3223.1818162060717
479,PGE_valley,PGE_bay,48,2899.5239096837113
480,SDGE,PGE_valley,25,0.0
481,SDGE,PGE_valley,26,0.0
482,SDGE,PGE_valley,27,0.0
483,SDGE,PGE_valley,28,0.0
484,SDGE,PGE_valley,29,0.0
485,SDGE,PGE_valley,30,0.0
486,SDGE,PGE_valley,31,0.0
487,SDGE,PGE_valley,32,0.0
488,SDGE,PGE_valley,33,0.0
489,SDGE,PGE_valley,34,0.0
490,SDGE,PGE_valley,35,0.0
491,SDGE,PGE_valley,36,0.0
492,SDGE,PGE_valley,37,0.0
493,SDGE,PGE_valley,38,0.0
494,SDGE,PGE_valley,39,0.0
495,SDGE,PGE_valley,40,0.0
496,SDGE,PGE_valley,41,0.0
497,SDGE,PGE_valley,42,0.0
498,SDGE,PGE_valley,43,0.0
499,SDGE,PGE_valley,44,0.0
500,SDGE,PGE_valley,45,0.0
501,SDGE,PGE_valley,46,0.0
502,SDGE,PGE_valley,47,0.0
503,SDGE,PGE_valley,48,0.0
504,SDGE,SDGE,25,0.0
505,SDGE,SDGE,26,0.0
506,SDGE,SDGE,27,0.0
507,SDGE,SDGE,28,0.0
508,SDGE,SDGE,29,0.0
509,SDGE,SDGE,30,0.0
510,SDGE,SDGE,31,0.0
511,SDGE,SDGE,32,0.0
512,SDGE,SDGE,33,0.0
513,SDGE,SDGE,34,0.0
514,SDGE,SDGE,35,0.0
515,SDGE,SDGE,36,0.0
516,SDGE,SDGE,37,0.0
517,SDGE,SDGE,38,0.0
518,SDGE,SDGE,39,0.0
519,SDGE,SDGE,40,0.0
520,SDGE,SDGE,41,0.0
521,SDGE,SDGE,42,0.0
522,SDGE,SDGE,43,0.0
523,SDGE,SDGE,44,0.0
524,SDGE,SDGE,45,0.0
525,SDGE,SDGE,46,0.0
526,SDGE,SDGE,47,0.0
527,SDGE,SDGE,48,0.0
528,SDGE,SCE,25,0.0
529,SDGE,SCE,26,0.0
530,SDGE,SCE,27,0.0
531,SDGE,SCE,28,0.0
532,SDGE,SCE,29,0.0
533,SDGE,SCE,30,0.0
534,SDGE,SCE,31,0.0
535,SDGE,SCE,32,0.0
536,SDGE,SCE,33,0.0
537,SDGE,SCE,34,0.0
538,SDGE,SCE,35,0.0
539,SDGE,SCE,36,0.0
540,SDGE,SCE,37,67.66527852383757
541,SDGE,SCE,38,0.0
542,SDGE,SCE,39,0.0
543,SDGE,SCE,40,0.0
544,SDGE,SCE,41,0.0
545,SDGE,SCE,42,0.0
546,SDGE,SCE,43,0.0
547,SDGE,SCE,44,0.0
548,SDGE,SCE,45,0.0
549,SDGE,SCE,46,0.0
550,SDGE,SCE,47,0.0
551,SDGE,SCE,48,0.0
552,SDGE,PGE_bay,25,0.0
553,SDGE,PGE_bay,26,0.0
554,SDGE,PGE_bay,27,0.0
555,SDGE,PGE_bay,28,0.0
556,SDGE,PGE_bay,29,0.0
557,SDGE,PGE_bay,30,0.0
558,SDGE,PGE_bay,31,0.0
559,SDGE,PGE_bay,32,0.0
560,SDGE,PGE_bay,33,0.0
561,SDGE,PGE_bay,34,0.0
562,SDGE,PGE_bay,35,0.0
563,SDGE,PGE_bay,36,0.0
564,SDGE,PGE_bay,37,0.0
565,SDGE,PGE_bay,38,0.0
566,SDGE,PGE_bay,39,0.0
567,SDGE,PGE_bay,40,0.0
568,SDGE,PGE_bay,41,0.0
569,SDGE,PGE_bay,42,0.0
570,SDGE,PGE_bay,43,0.0
571,SDGE,PGE_bay,44,0.0
572,SDGE,PGE_bay,45,0.0
573,SDGE,PGE_bay,46,0.0
574,SDGE,PGE_bay,47,0.0
575,SDGE,PGE_bay,48,0.0
576,SCE,PGE_valley,25,0.0
577,SCE,PGE_valley,26,0.0
578,SCE,PGE_valley,27,0.0
579,SCE,PGE_valley,28,0.0
580,SCE,PGE_valley,29,0.0
581,SCE,PGE_valley,30,0.0
582,SCE,PGE_valley,31,0.0
583,SCE,PGE_valley,32,0.0
584,SCE,PGE_valley,33,725.5128075416492
585,SCE,PGE_valley,34,3000.0
586,SCE,PGE_valley,35,3000.0
587,SCE,PGE_valley,36,3000.0
588,SCE,PGE_valley,37,2894.0762381769637
589,SCE,PGE_valley,38,2778.1535730218757
590,SCE,PGE_valley,39,1149.0788372052734
591,SCE,PGE_valley,40,0.0
592,SCE,PGE_valley,41,0.0
593,SCE,PGE_valley,42,0.0
594,SCE,PGE_valley,43,0.0
595,SCE,PGE_valley,44,0.0
596,SCE,PGE_valley,45,0.0
597,SCE,PGE_valley,46,0.0
598,SCE,PGE_valley,47,0.0
599,SCE,PGE_valley,48,0.0
600,SCE,SDGE,25,190.5468380471538
601,SCE,SDGE,26,0.0
602,SCE,SDGE,27,0.0
603,SCE,SDGE,28,0.0
604,SCE,SDGE,29,0.0
605,SCE,SDGE,30,0.0
606,SCE,SDGE,31,0.0
607,SCE,SDGE,32,0.0
608,SCE,SDGE,33,248.24665771967977
609,SCE,SDGE,34,0.0
610,SCE,SDGE,35,0.0
611,SCE,SDGE,36,0.0
612,SCE,SDGE,37,0.0
613,SCE,SDGE,38,0.0
614,SCE,SDGE,39,295.95762783031853
615,SCE,SDGE,40,0.0
616,SCE,SDGE,41,229.59714408413066
617,SCE,SDGE,42,428.30149940973087
618,SCE,SDGE,43,467.8423420960653
619,SCE,SDGE,44,600.0
620,SCE,SDGE,45,498.4115315601693
621,SCE,SDGE,46,311.36982003131493
622,SCE,SDGE,47,154.96981081161613
623,SCE,SDGE,48,0.0
624,SCE,SCE,25,0.0
625,SCE,SCE,26,0.0
626,SCE,SCE,27,0.0
627,SCE,SCE,28,0.0
628,SCE,SCE,29,0.0
629,SCE,SCE,30,0.0
630,SCE,SCE,31,0.0
631,SCE,SCE,32,0.0
632,SCE,SCE,33,0.0
633,SCE,SCE,34,0.0
634,SCE,SCE,35,0.0
635,SCE,SCE,36,0.0
636,SCE,SCE,37,0.0
637,SCE,SCE,38,0.0
638,SCE,SCE,39,0.0
639,SCE,SCE,40,0.0
640,SCE,SCE,41,0.0
641,SCE,SCE,42,0.0
642,SCE,SCE,43,0.0
643,SCE,SCE,44,0.0
644,SCE,SCE,45,0.0
645,SCE,SCE,46,0.0
646,SCE,SCE,47,0.0
647,SCE,SCE,48,0.0
648,SCE,PGE_bay,25,0.0
649,SCE,PGE_bay,26,0.0
650,SCE,PGE_bay,27,0.0
651,SCE,PGE_bay,28,0.0
652,SCE,PGE_bay,29,0.0
653,SCE,PGE_bay,30,0.0
654,SCE,PGE_bay,31,0.0
655,SCE,PGE_bay,32,0.0
656,SCE,PGE_bay,33,0.0
657,SCE,PGE_bay,34,0.0
658,SCE,PGE_bay,35,0.0
659,SCE,PGE_bay,36,0.0
660,SCE,PGE_bay,37,0.0
661,SCE,PGE_bay,38,0.0
662,SCE,PGE_bay,39,0.0
663,SCE,PGE_bay,40,0.0
664,SCE,PGE_bay,41,0.0
665,SCE,PGE_bay,42,0.0
666,SCE,PGE_bay,43,0.0
667,SCE,PGE_bay,44,0.0
668,SCE,PGE_bay,45,0.0
669,SCE,PGE_bay,46,0.0
670,SCE,PGE_bay,47,0.0
671,SCE,PGE_bay,48,0.0
672,PGE_bay,PGE_valley,25,0.0
673,PGE_bay,PGE_valley,26,0.0
674,PGE_bay,PGE_valley,27,0.0
675,PGE_bay,PGE_valley,28,0.0
676,PGE_bay,PGE_valley,29,0.0
677,PGE_bay,PGE_valley,30,0.0
678,PGE_bay,PGE_valley,31,0.0
679,PGE_bay,PGE_valley,32,0.0
680,PGE_bay,PGE_valley,33,0.0
681,PGE_bay,PGE_valley,34,0.0
682,PGE_bay,PGE_valley,35,0.0
683,PGE_bay,PGE_valley,36,0.0
684,PGE_bay,PGE_valley,37,0.0
685,PGE_bay,PGE_valley,38,0.0
686,PGE_bay,PGE_valley,39,0.0
687,PGE_bay,PGE_valley,40,0.0
688,PGE_bay,PGE_valley,41,0.0
689,PGE_bay,PGE_valley,42,0.0
690,PGE_bay,PGE_valley,43,0.0
691,PGE_bay,PGE_valley,44,0.0
692,PGE_bay,PGE_valley,45,0.0
