,Generator,Zone,Time,NOX lb,SO2 lb,CO2 lb,N2O lb,CO2_equivelent lb
25,CHEVCD_6_UNIT,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
26,CHEVCD_6_UNIT,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
27,CHEVCD_6_UNIT,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
28,CHEVCD_6_UNIT,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
29,CHEVCD_6_UNIT,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
30,CHEVCD_6_UNIT,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
31,CHEVCD_6_UNIT,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
32,CHEVCD_6_UNIT,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
33,CHEVCD_6_UNIT,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
34,CHEVCD_6_UNIT,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
35,CHEVCD_6_UNIT,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
36,CHEVCD_6_UNIT,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
37,CHEVCD_6_UNIT,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
38,CHEVCD_6_UNIT,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
39,CHEVCD_6_UNIT,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
40,CHEVCD_6_UNIT,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
41,CHEVCD_6_UNIT,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
42,CHEVCD_6_UNIT,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
43,CHEVCD_6_UNIT,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
44,CHEVCD_6_UNIT,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
45,CHEVCD_6_UNIT,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
46,CHEVCD_6_UNIT,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
47,CHEVCD_6_UNIT,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
48,KINGCO_1_KINGBR,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
49,KINGCO_1_KINGBR,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
50,KINGCO_1_KINGBR,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
51,KINGCO_1_KINGBR,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
52,KINGCO_1_KINGBR,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
53,KINGCO_1_KINGBR,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
54,KINGCO_1_KINGBR,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
55,KINGCO_1_KINGBR,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
56,KINGCO_1_KINGBR,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
57,KINGCO_1_KINGBR,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
58,KINGCO_1_KINGBR,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
59,KINGCO_1_KINGBR,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
60,KINGCO_1_KINGBR,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
61,KINGCO_1_KINGBR,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
62,KINGCO_1_KINGBR,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
63,KINGCO_1_KINGBR,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
64,KINGCO_1_KINGBR,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
65,KINGCO_1_KINGBR,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
66,KINGCO_1_KINGBR,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
67,KINGCO_1_KINGBR,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
68,KINGCO_1_KINGBR,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
69,KINGCO_1_KINGBR,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
70,KINGCO_1_KINGBR,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
71,KINGCO_1_KINGBR,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
72,MALAGA_1_PL1X2,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
73,MALAGA_1_PL1X2,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
74,MALAGA_1_PL1X2,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
75,MALAGA_1_PL1X2,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
76,MALAGA_1_PL1X2,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
77,MALAGA_1_PL1X2,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
78,MALAGA_1_PL1X2,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
79,MALAGA_1_PL1X2,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
80,MALAGA_1_PL1X2,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
81,MALAGA_1_PL1X2,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
82,MALAGA_1_PL1X2,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
83,MALAGA_1_PL1X2,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
84,MALAGA_1_PL1X2,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
85,MALAGA_1_PL1X2,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
86,MALAGA_1_PL1X2,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
87,MALAGA_1_PL1X2,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
88,MALAGA_1_PL1X2,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
89,MALAGA_1_PL1X2,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
90,MALAGA_1_PL1X2,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
91,MALAGA_1_PL1X2,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
92,MALAGA_1_PL1X2,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
93,MALAGA_1_PL1X2,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
94,MALAGA_1_PL1X2,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
95,MALAGA_1_PL1X2,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
96,WOLFSK_1_UNITA1,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
97,WOLFSK_1_UNITA1,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
98,WOLFSK_1_UNITA1,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
99,WOLFSK_1_UNITA1,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
100,WOLFSK_1_UNITA1,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
101,WOLFSK_1_UNITA1,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
102,WOLFSK_1_UNITA1,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
103,WOLFSK_1_UNITA1,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
104,WOLFSK_1_UNITA1,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
105,WOLFSK_1_UNITA1,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
106,WOLFSK_1_UNITA1,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
107,WOLFSK_1_UNITA1,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
108,WOLFSK_1_UNITA1,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
109,WOLFSK_1_UNITA1,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
110,WOLFSK_1_UNITA1,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
111,WOLFSK_1_UNITA1,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
112,WOLFSK_1_UNITA1,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
113,WOLFSK_1_UNITA1,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
114,WOLFSK_1_UNITA1,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
115,WOLFSK_1_UNITA1,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
116,WOLFSK_1_UNITA1,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
117,WOLFSK_1_UNITA1,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
118,WOLFSK_1_UNITA1,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
119,WOLFSK_1_UNITA1,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
120,DALYCT_1_FCELL,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
121,DALYCT_1_FCELL,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
122,DALYCT_1_FCELL,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
123,DALYCT_1_FCELL,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
124,DALYCT_1_FCELL,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
125,DALYCT_1_FCELL,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
126,DALYCT_1_FCELL,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
127,DALYCT_1_FCELL,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
128,DALYCT_1_FCELL,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
129,DALYCT_1_FCELL,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
130,DALYCT_1_FCELL,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
131,DALYCT_1_FCELL,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
132,DALYCT_1_FCELL,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
133,DALYCT_1_FCELL,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
134,DALYCT_1_FCELL,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
135,DALYCT_1_FCELL,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
136,DALYCT_1_FCELL,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
137,DALYCT_1_FCELL,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
138,DALYCT_1_FCELL,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
139,DALYCT_1_FCELL,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
140,DALYCT_1_FCELL,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
141,DALYCT_1_FCELL,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
142,DALYCT_1_FCELL,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
143,DALYCT_1_FCELL,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
144,PNCHEG_2_PL1X4,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
145,PNCHEG_2_PL1X4,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
146,PNCHEG_2_PL1X4,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
147,PNCHEG_2_PL1X4,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
148,PNCHEG_2_PL1X4,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
149,PNCHEG_2_PL1X4,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
150,PNCHEG_2_PL1X4,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
151,PNCHEG_2_PL1X4,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
152,PNCHEG_2_PL1X4,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
153,PNCHEG_2_PL1X4,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
154,PNCHEG_2_PL1X4,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
155,PNCHEG_2_PL1X4,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
156,PNCHEG_2_PL1X4,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
157,PNCHEG_2_PL1X4,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
158,PNCHEG_2_PL1X4,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
159,PNCHEG_2_PL1X4,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
160,PNCHEG_2_PL1X4,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
161,PNCHEG_2_PL1X4,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
162,PNCHEG_2_PL1X4,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
163,PNCHEG_2_PL1X4,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
164,PNCHEG_2_PL1X4,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
165,PNCHEG_2_PL1X4,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
166,PNCHEG_2_PL1X4,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
167,PNCHEG_2_PL1X4,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
168,HENRTA_6_UNITA1,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
169,HENRTA_6_UNITA1,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
170,HENRTA_6_UNITA1,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
171,HENRTA_6_UNITA1,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
172,HENRTA_6_UNITA1,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
173,HENRTA_6_UNITA1,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
174,HENRTA_6_UNITA1,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
175,HENRTA_6_UNITA1,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
176,HENRTA_6_UNITA1,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
177,HENRTA_6_UNITA1,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
178,HENRTA_6_UNITA1,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
179,HENRTA_6_UNITA1,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
180,HENRTA_6_UNITA1,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
181,HENRTA_6_UNITA1,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
182,HENRTA_6_UNITA1,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
183,HENRTA_6_UNITA1,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
184,HENRTA_6_UNITA1,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
185,HENRTA_6_UNITA1,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
186,HENRTA_6_UNITA1,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
187,HENRTA_6_UNITA1,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
188,HENRTA_6_UNITA1,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
189,HENRTA_6_UNITA1,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
190,HENRTA_6_UNITA1,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
191,HENRTA_6_UNITA1,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
192,HENRTA_6_UNITA2,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
193,HENRTA_6_UNITA2,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
194,HENRTA_6_UNITA2,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
195,HENRTA_6_UNITA2,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
196,HENRTA_6_UNITA2,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
197,HENRTA_6_UNITA2,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
198,HENRTA_6_UNITA2,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
199,HENRTA_6_UNITA2,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
200,HENRTA_6_UNITA2,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
201,HENRTA_6_UNITA2,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
202,HENRTA_6_UNITA2,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
203,HENRTA_6_UNITA2,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
204,HENRTA_6_UNITA2,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
205,HENRTA_6_UNITA2,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
206,HENRTA_6_UNITA2,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
207,HENRTA_6_UNITA2,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
208,HENRTA_6_UNITA2,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
209,HENRTA_6_UNITA2,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
210,HENRTA_6_UNITA2,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
211,HENRTA_6_UNITA2,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
212,HENRTA_6_UNITA2,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
213,HENRTA_6_UNITA2,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
214,HENRTA_6_UNITA2,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
215,HENRTA_6_UNITA2,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
216,OILDAL_1_UNIT1,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
217,OILDAL_1_UNIT1,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
218,OILDAL_1_UNIT1,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
219,OILDAL_1_UNIT1,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
220,OILDAL_1_UNIT1,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
221,OILDAL_1_UNIT1,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
222,OILDAL_1_UNIT1,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
223,OILDAL_1_UNIT1,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
224,OILDAL_1_UNIT1,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
225,OILDAL_1_UNIT1,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
226,OILDAL_1_UNIT1,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
227,OILDAL_1_UNIT1,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
228,OILDAL_1_UNIT1,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
229,OILDAL_1_UNIT1,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
230,OILDAL_1_UNIT1,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
231,OILDAL_1_UNIT1,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
232,OILDAL_1_UNIT1,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
233,OILDAL_1_UNIT1,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
234,OILDAL_1_UNIT1,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
235,OILDAL_1_UNIT1,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
236,OILDAL_1_UNIT1,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
237,OILDAL_1_UNIT1,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
238,OILDAL_1_UNIT1,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
239,OILDAL_1_UNIT1,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
240,CHALK_1_UNIT,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
241,CHALK_1_UNIT,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
242,CHALK_1_UNIT,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
243,CHALK_1_UNIT,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
244,CHALK_1_UNIT,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
245,CHALK_1_UNIT,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
246,CHALK_1_UNIT,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
247,CHALK_1_UNIT,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
248,CHALK_1_UNIT,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
249,CHALK_1_UNIT,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
250,CHALK_1_UNIT,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
251,CHALK_1_UNIT,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
252,CHALK_1_UNIT,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
253,CHALK_1_UNIT,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
254,CHALK_1_UNIT,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
255,CHALK_1_UNIT,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
256,CHALK_1_UNIT,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
257,CHALK_1_UNIT,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
258,CHALK_1_UNIT,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
259,CHALK_1_UNIT,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
260,CHALK_1_UNIT,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
261,CHALK_1_UNIT,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
262,CHALK_1_UNIT,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
263,CHALK_1_UNIT,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
264,MIDSET_1_UNIT1,PGE_valley,1,11.2677,0.3174,63465.188,0.1058,63526.1817
265,MIDSET_1_UNIT1,PGE_valley,2,11.2677,0.3174,63465.188,0.1058,63526.1817
266,MIDSET_1_UNIT1,PGE_valley,3,11.2677,0.3174,63465.188,0.1058,63526.1817
267,MIDSET_1_UNIT1,PGE_valley,4,11.2677,0.3174,63465.188,0.1058,63526.1817
268,MIDSET_1_UNIT1,PGE_valley,5,11.2677,0.3174,63465.188,0.1058,63526.1817
269,MIDSET_1_UNIT1,PGE_valley,6,11.2677,0.3174,63465.188,0.1058,63526.1817
270,MIDSET_1_UNIT1,PGE_valley,7,11.2677,0.3174,63465.188,0.1058,63526.1817
271,MIDSET_1_UNIT1,PGE_valley,8,11.2677,0.3174,63465.188,0.1058,63526.1817
272,MIDSET_1_UNIT1,PGE_valley,9,11.2677,0.3174,63465.188,0.1058,63526.1817
273,MIDSET_1_UNIT1,PGE_valley,10,11.2677,0.3174,63465.188,0.1058,63526.1817
274,MIDSET_1_UNIT1,PGE_valley,11,4.047,0.114,22794.68,0.038,22816.587
275,MIDSET_1_UNIT1,PGE_valley,12,4.047,0.114,22794.68,0.038,22816.587
276,MIDSET_1_UNIT1,PGE_valley,13,4.047,0.114,22794.68,0.038,22816.587
277,MIDSET_1_UNIT1,PGE_valley,14,5.953595179310499,0.1677069064594507,33533.554969588695,0.05590230215315022,33565.78264677998
278,MIDSET_1_UNIT1,PGE_valley,15,11.2677,0.3174,63465.188,0.1058,63526.1817
279,MIDSET_1_UNIT1,PGE_valley,16,11.2677,0.3174,63465.188,0.1058,63526.1817
280,MIDSET_1_UNIT1,PGE_valley,17,11.2677,0.3174,63465.188,0.1058,63526.1817
281,MIDSET_1_UNIT1,PGE_valley,18,11.2677,0.3174,63465.188,0.1058,63526.1817
282,MIDSET_1_UNIT1,PGE_valley,19,11.2677,0.3174,63465.188,0.1058,63526.1817
283,MIDSET_1_UNIT1,PGE_valley,20,11.2677,0.3174,63465.188,0.1058,63526.1817
284,MIDSET_1_UNIT1,PGE_valley,21,11.2677,0.3174,63465.188,0.1058,63526.1817
285,MIDSET_1_UNIT1,PGE_valley,22,11.2677,0.3174,63465.188,0.1058,63526.1817
286,MIDSET_1_UNIT1,PGE_valley,23,11.2677,0.3174,63465.188,0.1058,63526.1817
287,MIDSET_1_UNIT1,PGE_valley,24,11.2677,0.3174,63465.188,0.1058,63526.1817
288,LAPLMA_2_UNIT4,PGE_valley,1,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
289,LAPLMA_2_UNIT4,PGE_valley,2,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
290,LAPLMA_2_UNIT4,PGE_valley,3,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
291,LAPLMA_2_UNIT4,PGE_valley,4,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
292,LAPLMA_2_UNIT4,PGE_valley,5,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
293,LAPLMA_2_UNIT4,PGE_valley,6,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
294,LAPLMA_2_UNIT4,PGE_valley,7,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
295,LAPLMA_2_UNIT4,PGE_valley,8,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
296,LAPLMA_2_UNIT4,PGE_valley,9,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
297,LAPLMA_2_UNIT4,PGE_valley,10,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
298,LAPLMA_2_UNIT4,PGE_valley,11,15.053320000000003,1.0381600000000004,225466.2911000001,0.5190800000000002,225690.53366000004
