,Zone,Time,Value
0,PGE_valley,1,51.87953752639388
1,PGE_valley,2,63.12278095316655
2,PGE_valley,3,67.2988427973964
3,PGE_valley,4,64.64864970394284
4,PGE_valley,5,55.734363844144525
5,PGE_valley,6,44.73204706223126
6,PGE_valley,7,48.50656449836208
7,PGE_valley,8,38.146718769407265
8,PGE_valley,9,35.09498126785468
9,PGE_valley,10,39.271043112084534
10,PGE_valley,11,42.403089495256914
11,PGE_valley,12,53.24478851393056
12,PGE_valley,13,41.27876515257966
13,PGE_valley,14,28.99150626474952
14,PGE_valley,15,30.99922830524464
15,PGE_valley,16,24.413900012420648
16,PGE_valley,17,18.149807246075877
17,PGE_valley,18,9.556756912756768
18,PGE_valley,19,6.023166121485358
19,PGE_valley,20,4.577606252328872
20,PGE_valley,21,4.818532897188286
21,PGE_valley,22,3.7745174361308242
22,PGE_valley,23,2.4895753302139485
23,PGE_valley,24,2.730501975073363
24,SDGE,1,58.173746123346085
25,SDGE,2,70.78105952469043
26,SDGE,3,75.46377593090405
27,SDGE,4,72.49205205773002
28,SDGE,5,62.49625357523559
29,SDGE,6,50.15909688963432
30,SDGE,7,54.391552102942775
31,SDGE,8,42.77481332598977
32,SDGE,9,39.35282825991058
33,SDGE,10,44.0355446661242
34,SDGE,11,47.54758197078441
35,SDGE,12,59.7046341792236
36,SDGE,13,46.28685063064999
37,SDGE,14,32.50885812775222
38,SDGE,15,34.760164092277996
39,SDGE,16,27.37588052863345
40,SDGE,17,20.351805919313026
41,SDGE,18,10.7162163911427
42,SDGE,19,6.753917893577332
43,SDGE,20,5.132977599118773
44,SDGE,21,5.403134314861864
45,SDGE,22,4.232455213308461
46,SDGE,23,2.7916193960119644
47,SDGE,24,3.0617761117550573
48,SCE,1,366.2085001863098
49,SCE,2,445.5725714341168
50,SCE,3,475.0506550404452
51,SCE,4,456.3434096748906
52,SCE,5,393.4190388998437
53,SCE,6,315.75562632163246
54,SCE,7,342.39927881196763
55,SCE,8,269.2709560193454
56,SCE,9,247.72927953779777
57,SCE,10,277.20736314412613
58,SCE,11,299.3159258488723
59,SCE,12,375.8455659806863
60,SCE,13,291.3795187240917
61,SCE,14,204.64592657470251
62,SCE,15,218.81808215466805
63,SCE,16,172.33341185238106
64,SCE,17,128.11628644288857
65,SCE,18,67.45946056063602
66,SCE,19,42.51646673989664
67,SCE,20,32.31251472232145
68,SCE,21,34.01317339191731
69,SCE,22,26.64365249033523
70,SCE,23,17.573472919157286
71,SCE,24,19.27413158875315
72,PGE_bay,1,97.27413286198853
73,PGE_bay,2,118.35521428718728
74,PGE_bay,3,126.18533024511825
75,PGE_bay,4,121.21621819489282
76,PGE_bay,5,104.50193220777099
77,PGE_bay,6,83.87258824168362
78,PGE_bay,7,90.9498084344289
79,PGE_bay,8,71.52509769263862
80,PGE_bay,9,65.80308987722752
81,PGE_bay,10,73.6332058351585
82,PGE_bay,11,79.50579280360672
83,PGE_bay,12,99.8339784636198
84,PGE_bay,13,77.39768466108686
85,PGE_bay,14,54.359074246405356
86,PGE_bay,15,58.1235530723337
87,PGE_bay,16,45.776062523288715
88,PGE_bay,17,34.03088858639227
89,PGE_bay,18,17.91891921141894
90,PGE_bay,19,11.293436477785045
91,PGE_bay,20,8.583011723116636
92,PGE_bay,21,9.034749182228035
93,PGE_bay,22,7.077220192745296
94,PGE_bay,23,4.667953744151154
95,PGE_bay,24,5.119691203262555
96,PGE_valley,25,72.70556431027583
97,PGE_valley,26,90.35333551310566
98,PGE_valley,27,107.26917150475819
99,PGE_valley,28,118.65483034529356
100,PGE_valley,29,115.40178496228347
101,PGE_valley,30,115.32045882770818
102,PGE_valley,31,102.79623410311929
103,PGE_valley,32,95.31422972219607
104,PGE_valley,33,94.09433770356726
105,PGE_valley,34,77.34115398106522
106,PGE_valley,35,69.12721438896473
107,PGE_valley,36,72.9495427140016
