,Generator,Time,Value,Zones,Type,$/MWh
0,DISCOV_1_CHEVRN,1,0.0,PGE_valley,Gas,37.3732
1,DISCOV_1_CHEVRN,2,0.0,PGE_valley,Gas,37.3732
2,DISCOV_1_CHEVRN,3,0.0,PGE_valley,Gas,37.3732
3,DISCOV_1_CHEVRN,4,0.0,PGE_valley,Gas,37.3732
4,DISCOV_1_CHEVRN,5,0.0,PGE_valley,Gas,37.3732
5,DISCOV_1_CHEVRN,6,0.0,PGE_valley,Gas,37.3732
6,DISCOV_1_CHEVRN,7,0.0,PGE_valley,Gas,37.3732
7,DISCOV_1_CHEVRN,8,0.0,PGE_valley,Gas,37.3732
8,DISCOV_1_CHEVRN,9,0.0,PGE_valley,Gas,37.3732
9,DISCOV_1_CHEVRN,10,0.0,PGE_valley,Gas,37.3732
10,DISCOV_1_CHEVRN,11,0.0,PGE_valley,Gas,37.3732
11,DISCOV_1_CHEVRN,12,0.0,PGE_valley,Gas,37.3732
12,DISCOV_1_CHEVRN,13,0.0,PGE_valley,Gas,37.3732
13,DISCOV_1_CHEVRN,14,0.0,PGE_valley,Gas,37.3732
14,DISCOV_1_CHEVRN,15,0.0,PGE_valley,Gas,37.3732
15,DISCOV_1_CHEVRN,16,0.0,PGE_valley,Gas,37.3732
16,DISCOV_1_CHEVRN,17,0.0,PGE_valley,Gas,37.3732
17,DISCOV_1_CHEVRN,18,0.0,PGE_valley,Gas,37.3732
18,DISCOV_1_CHEVRN,19,0.0,PGE_valley,Gas,37.3732
19,DISCOV_1_CHEVRN,20,0.0,PGE_valley,Gas,37.3732
20,DISCOV_1_CHEVRN,21,0.0,PGE_valley,Gas,37.3732
21,DISCOV_1_CHEVRN,22,0.0,PGE_valley,Gas,37.3732
22,DISCOV_1_CHEVRN,23,0.0,PGE_valley,Gas,37.3732
23,DISCOV_1_CHEVRN,24,0.0,PGE_valley,Gas,37.3732
24,CHEVCD_6_UNIT,1,0.0,PGE_valley,Gas,37.3732
25,CHEVCD_6_UNIT,2,0.0,PGE_valley,Gas,37.3732
26,CHEVCD_6_UNIT,3,0.0,PGE_valley,Gas,37.3732
27,CHEVCD_6_UNIT,4,0.0,PGE_valley,Gas,37.3732
28,CHEVCD_6_UNIT,5,0.0,PGE_valley,Gas,37.3732
29,CHEVCD_6_UNIT,6,0.0,PGE_valley,Gas,37.3732
30,CHEVCD_6_UNIT,7,0.0,PGE_valley,Gas,37.3732
31,CHEVCD_6_UNIT,8,0.0,PGE_valley,Gas,37.3732
32,CHEVCD_6_UNIT,9,0.0,PGE_valley,Gas,37.3732
33,CHEVCD_6_UNIT,10,0.0,PGE_valley,Gas,37.3732
34,CHEVCD_6_UNIT,11,0.0,PGE_valley,Gas,37.3732
35,CHEVCD_6_UNIT,12,0.0,PGE_valley,Gas,37.3732
36,CHEVCD_6_UNIT,13,0.0,PGE_valley,Gas,37.3732
37,CHEVCD_6_UNIT,14,0.0,PGE_valley,Gas,37.3732
38,CHEVCD_6_UNIT,15,0.0,PGE_valley,Gas,37.3732
39,CHEVCD_6_UNIT,16,0.0,PGE_valley,Gas,37.3732
40,CHEVCD_6_UNIT,17,0.0,PGE_valley,Gas,37.3732
41,CHEVCD_6_UNIT,18,0.0,PGE_valley,Gas,37.3732
42,CHEVCD_6_UNIT,19,0.0,PGE_valley,Gas,37.3732
43,CHEVCD_6_UNIT,20,0.0,PGE_valley,Gas,37.3732
44,CHEVCD_6_UNIT,21,0.0,PGE_valley,Gas,37.3732
45,CHEVCD_6_UNIT,22,0.0,PGE_valley,Gas,37.3732
46,CHEVCD_6_UNIT,23,0.0,PGE_valley,Gas,37.3732
47,CHEVCD_6_UNIT,24,0.0,PGE_valley,Gas,37.3732
48,KINGCO_1_KINGBR,1,0.0,PGE_valley,Gas,37.3732
49,KINGCO_1_KINGBR,2,0.0,PGE_valley,Gas,37.3732
50,KINGCO_1_KINGBR,3,0.0,PGE_valley,Gas,37.3732
51,KINGCO_1_KINGBR,4,0.0,PGE_valley,Gas,37.3732
52,KINGCO_1_KINGBR,5,0.0,PGE_valley,Gas,37.3732
53,KINGCO_1_KINGBR,6,0.0,PGE_valley,Gas,37.3732
54,KINGCO_1_KINGBR,7,0.0,PGE_valley,Gas,37.3732
55,KINGCO_1_KINGBR,8,0.0,PGE_valley,Gas,37.3732
56,KINGCO_1_KINGBR,9,0.0,PGE_valley,Gas,37.3732
57,KINGCO_1_KINGBR,10,0.0,PGE_valley,Gas,37.3732
58,KINGCO_1_KINGBR,11,0.0,PGE_valley,Gas,37.3732
59,KINGCO_1_KINGBR,12,0.0,PGE_valley,Gas,37.3732
60,KINGCO_1_KINGBR,13,0.0,PGE_valley,Gas,37.3732
61,KINGCO_1_KINGBR,14,0.0,PGE_valley,Gas,37.3732
62,KINGCO_1_KINGBR,15,0.0,PGE_valley,Gas,37.3732
63,KINGCO_1_KINGBR,16,0.0,PGE_valley,Gas,37.3732
64,KINGCO_1_KINGBR,17,0.0,PGE_valley,Gas,37.3732
65,KINGCO_1_KINGBR,18,0.0,PGE_valley,Gas,37.3732
66,KINGCO_1_KINGBR,19,0.0,PGE_valley,Gas,37.3732
67,KINGCO_1_KINGBR,20,0.0,PGE_valley,Gas,37.3732
68,KINGCO_1_KINGBR,21,0.0,PGE_valley,Gas,37.3732
69,KINGCO_1_KINGBR,22,0.0,PGE_valley,Gas,37.3732
70,KINGCO_1_KINGBR,23,0.0,PGE_valley,Gas,37.3732
71,KINGCO_1_KINGBR,24,0.0,PGE_valley,Gas,37.3732
72,MALAGA_1_PL1X2,1,0.0,PGE_valley,Gas,35.4626
73,MALAGA_1_PL1X2,2,0.0,PGE_valley,Gas,35.4626
74,MALAGA_1_PL1X2,3,0.0,PGE_valley,Gas,35.4626
75,MALAGA_1_PL1X2,4,0.0,PGE_valley,Gas,35.4626
76,MALAGA_1_PL1X2,5,0.0,PGE_valley,Gas,35.4626
77,MALAGA_1_PL1X2,6,0.0,PGE_valley,Gas,35.4626
78,MALAGA_1_PL1X2,7,0.0,PGE_valley,Gas,35.4626
79,MALAGA_1_PL1X2,8,0.0,PGE_valley,Gas,35.4626
80,MALAGA_1_PL1X2,9,0.0,PGE_valley,Gas,35.4626
81,MALAGA_1_PL1X2,10,0.0,PGE_valley,Gas,35.4626
82,MALAGA_1_PL1X2,11,0.0,PGE_valley,Gas,35.4626
83,MALAGA_1_PL1X2,12,0.0,PGE_valley,Gas,35.4626
84,MALAGA_1_PL1X2,13,0.0,PGE_valley,Gas,35.4626
85,MALAGA_1_PL1X2,14,0.0,PGE_valley,Gas,35.4626
86,MALAGA_1_PL1X2,15,0.0,PGE_valley,Gas,35.4626
87,MALAGA_1_PL1X2,16,0.0,PGE_valley,Gas,35.4626
88,MALAGA_1_PL1X2,17,0.0,PGE_valley,Gas,35.4626
89,MALAGA_1_PL1X2,18,0.0,PGE_valley,Gas,35.4626
90,MALAGA_1_PL1X2,19,0.0,PGE_valley,Gas,35.4626
91,MALAGA_1_PL1X2,20,0.0,PGE_valley,Gas,35.4626
92,MALAGA_1_PL1X2,21,0.0,PGE_valley,Gas,35.4626
93,MALAGA_1_PL1X2,22,0.0,PGE_valley,Gas,35.4626
94,MALAGA_1_PL1X2,23,0.0,PGE_valley,Gas,35.4626
95,MALAGA_1_PL1X2,24,0.0,PGE_valley,Gas,35.4626
96,WOLFSK_1_UNITA1,1,0.0,PGE_valley,Gas,43.384600000000006
97,WOLFSK_1_UNITA1,2,0.0,PGE_valley,Gas,43.384600000000006
98,WOLFSK_1_UNITA1,3,0.0,PGE_valley,Gas,43.384600000000006
99,WOLFSK_1_UNITA1,4,0.0,PGE_valley,Gas,43.384600000000006
100,WOLFSK_1_UNITA1,5,0.0,PGE_valley,Gas,43.384600000000006
101,WOLFSK_1_UNITA1,6,0.0,PGE_valley,Gas,43.384600000000006
102,WOLFSK_1_UNITA1,7,0.0,PGE_valley,Gas,43.384600000000006
103,WOLFSK_1_UNITA1,8,0.0,PGE_valley,Gas,43.384600000000006
104,WOLFSK_1_UNITA1,9,0.0,PGE_valley,Gas,43.384600000000006
105,WOLFSK_1_UNITA1,10,0.0,PGE_valley,Gas,43.384600000000006
106,WOLFSK_1_UNITA1,11,0.0,PGE_valley,Gas,43.384600000000006
107,WOLFSK_1_UNITA1,12,0.0,PGE_valley,Gas,43.384600000000006
108,WOLFSK_1_UNITA1,13,0.0,PGE_valley,Gas,43.384600000000006
109,WOLFSK_1_UNITA1,14,0.0,PGE_valley,Gas,43.384600000000006
110,WOLFSK_1_UNITA1,15,0.0,PGE_valley,Gas,43.384600000000006
111,WOLFSK_1_UNITA1,16,0.0,PGE_valley,Gas,43.384600000000006
112,WOLFSK_1_UNITA1,17,0.0,PGE_valley,Gas,43.384600000000006
113,WOLFSK_1_UNITA1,18,0.0,PGE_valley,Gas,43.384600000000006
114,WOLFSK_1_UNITA1,19,0.0,PGE_valley,Gas,43.384600000000006
115,WOLFSK_1_UNITA1,20,0.0,PGE_valley,Gas,43.384600000000006
