,Zone,Time,Value
180,PGE_bay,37,39.21466829681637
181,PGE_bay,38,34.046180282544896
182,PGE_bay,39,27.95592370521865
183,PGE_bay,40,16.24287889325822
184,PGE_bay,41,0.0
185,PGE_bay,42,0.0
186,PGE_bay,43,0.0
187,PGE_bay,44,0.0
188,PGE_bay,45,0.0
189,PGE_bay,46,0.0
190,PGE_bay,47,0.0
191,PGE_bay,48,0.0
192,PGE_valley,49,0.0
193,PGE_valley,50,0.0
194,PGE_valley,51,0.0
195,PGE_valley,52,0.0
196,PGE_valley,53,0.0
197,PGE_valley,54,0.0
198,PGE_valley,55,0.0
199,PGE_valley,56,549.858967215915
200,PGE_valley,57,2432.2355579850896
201,PGE_valley,58,3657.9085480982903
202,PGE_valley,59,3848.1441149549814
203,PGE_valley,60,3619.687703615667
204,PGE_valley,61,3387.7566700506613
205,PGE_valley,62,3339.980614447383
206,PGE_valley,63,2967.3273807418095
207,PGE_valley,64,1904.9616352361793
208,PGE_valley,65,0.8686555564232464
209,PGE_valley,66,0.0
210,PGE_valley,67,0.0
211,PGE_valley,68,0.0
212,PGE_valley,69,0.0
213,PGE_valley,70,0.0
214,PGE_valley,71,0.0
215,PGE_valley,72,0.0
216,SDGE,49,0.0
217,SDGE,50,0.0
218,SDGE,51,0.0
219,SDGE,52,0.0
220,SDGE,53,0.0
221,SDGE,54,0.0
222,SDGE,55,0.0
223,SDGE,56,269.16026514231936
224,SDGE,57,1190.5983292235294
225,SDGE,58,1790.5748444143865
226,SDGE,59,1883.696642307227
227,SDGE,60,1771.8654420980167
228,SDGE,61,1658.3333871327734
229,SDGE,62,1634.9466342373112
230,SDGE,63,1452.5299616527057
231,SDGE,64,932.4936199954285
232,SDGE,65,0.42521368900840334
233,SDGE,66,0.0
234,SDGE,67,0.0
235,SDGE,68,0.0
236,SDGE,69,0.0
237,SDGE,70,0.0
238,SDGE,71,0.0
239,SDGE,72,0.0
240,SCE,49,0.0
241,SCE,50,0.0
242,SCE,51,0.0
243,SCE,52,0.0
244,SCE,53,0.0
245,SCE,54,0.0
246,SCE,55,0.0
247,SCE,56,1153.8436931276356
248,SCE,57,5103.889953803126
249,SCE,58,7675.885926951773
250,SCE,59,8075.083034052805
251,SCE,60,7595.6819419634385
252,SCE,61,7108.989578511499
253,SCE,62,7008.73459727608
254,SCE,63,6226.7457436398145
255,SCE,64,3997.4395245322344
256,SCE,65,1.822817840643974
257,SCE,66,0.0
258,SCE,67,0.0
259,SCE,68,0.0
260,SCE,69,0.0
261,SCE,70,0.0
262,SCE,71,0.0
263,SCE,72,0.0
264,PGE_bay,49,0.0
265,PGE_bay,50,0.0
266,PGE_bay,51,0.0
267,PGE_bay,52,0.0
268,PGE_bay,53,0.0
269,PGE_bay,54,0.0
270,PGE_bay,55,0.0
271,PGE_bay,56,5.664323584444756
272,PGE_bay,57,25.05545977321535
273,PGE_bay,58,37.6816218232178
274,PGE_bay,59,39.64131671262286
275,PGE_bay,60,37.2878931696387
276,PGE_bay,61,34.89867611269281
277,PGE_bay,62,34.40651529571894
278,PGE_bay,63,30.567660923322723
279,PGE_bay,64,19.62379402952188
280,PGE_bay,65,0.008948378490434054
281,PGE_bay,66,0.0
282,PGE_bay,67,0.0
283,PGE_bay,68,0.0
284,PGE_bay,69,0.0
285,PGE_bay,70,0.0
286,PGE_bay,71,0.0
287,PGE_bay,72,0.0
288,PGE_valley,73,0.0
289,PGE_valley,74,0.0
290,PGE_valley,75,0.0
291,PGE_valley,76,0.0
292,PGE_valley,77,0.0
293,PGE_valley,78,0.0
294,PGE_valley,79,0.0
295,PGE_valley,80,518.269570515906
296,PGE_valley,81,2168.126480869515
297,PGE_valley,82,3423.661809690576
298,PGE_valley,83,3682.4754861687793
299,PGE_valley,84,3830.8277424131097
300,PGE_valley,85,3825.0477843776166
301,PGE_valley,86,3320.907000170693
302,PGE_valley,87,2726.855757633875
303,PGE_valley,88,1584.3507192846841
304,PGE_valley,89,0.0
305,PGE_valley,90,0.0
306,PGE_valley,91,0.0
307,PGE_valley,92,0.0
308,PGE_valley,93,0.0
309,PGE_valley,94,0.0
310,PGE_valley,95,0.0
311,PGE_valley,96,0.0
312,SDGE,73,0.0
313,SDGE,74,0.0
314,SDGE,75,0.0
315,SDGE,76,0.0
316,SDGE,77,0.0
317,SDGE,78,0.0
318,SDGE,79,0.0
319,SDGE,80,253.6970083830246
320,SDGE,81,1061.3148702615752
321,SDGE,82,1675.9092338164858
322,SDGE,83,1802.6005527487769
323,SDGE,84,1875.2201425089738
324,SDGE,85,1872.3908078429922
325,SDGE,86,1625.6099508657
326,SDGE,87,1334.8172213064715
327,SDGE,88,775.5520689974246
328,SDGE,89,0.0
329,SDGE,90,0.0
330,SDGE,91,0.0
331,SDGE,92,0.0
332,SDGE,93,0.0
333,SDGE,94,0.0
334,SDGE,95,0.0
335,SDGE,96,0.0
336,SCE,73,0.0
337,SCE,74,0.0
338,SCE,75,0.0
339,SCE,76,0.0
340,SCE,77,0.0
341,SCE,78,0.0
342,SCE,79,0.0
343,SCE,80,1087.555374985686
344,SCE,81,4549.674034636526
345,SCE,82,7184.334205760461
346,SCE,83,7727.438067122582
347,SCE,84,8038.7457395162555
348,SCE,85,8026.616869163256
349,SCE,86,6968.709843929346
350,SCE,87,5722.131502093214
351,SCE,88,3324.658128983504
352,SCE,89,0.0
