,PGE_valley,SCE
274,36626.967703453774,813.1078141793801
275,34983.438906508556,3246.011097374912
276,34944.33310149812,16.463513056295596
277,35463.87932557783,0.0
278,31936.95114945742,0.0
279,25032.969424109153,0.0
280,26307.751531920298,0.0
281,26216.197580232303,3073.5223384576293
282,24019.99723970528,0.0
283,19731.611043697958,2085.008062465855
284,14741.898304566155,0.0
285,21076.677146261416,526.674294545593
286,19481.297588535024,0.0
287,16569.634270692364,901.6892616795299
288,17137.822806123037,0.0
289,22543.008601168738,384.90729576410104
290,19352.181099166075,0.0
291,10342.685382615084,0.0
292,24310.50808232819,0.0
293,13226.548635333253,0.0
294,14175.390596538226,2394.4742477925934
295,16688.173371997298,3875.6381677947825
296,16300.687192110687,0.0
297,10409.117227524399,0.0
298,14625.46140242337,0.0
299,16779.502540565423,104.93123145824757
300,7779.909937493783,2887.2097305228262
301,8657.72329980884,0.0
302,12930.486205734709,297.5738157629953
303,17889.919038699485,2908.89510124445
304,20573.531443182805,2271.2585937741214
305,15867.907854897869,3274.5002909325576
306,12674.028962691846,4009.9613536027828
307,29041.310535665994,5459.895216113691
308,23405.99606641298,4119.501491696838
309,31663.399732172715,1625.536943841771
310,21685.846080221476,1155.7255941493315
311,24942.293431593404,4664.424354162025
312,27823.815111131593,4222.475863651398
313,30942.989934809186,4323.205247609893
314,13778.712146304531,0.0
315,23847.859444769376,6915.8757714225285
316,24377.10244990191,3375.2870004415
317,24955.077522947562,0.0
318,21678.11416843394,8094.556530489736
319,21794.09121427714,7904.178707206483
320,22049.46167628874,5137.786372879898
321,39483.271419068595,4739.297514712645
322,33834.1205474412,3896.034144330978
323,39430.35985137608,2673.4506511978675
324,44814.35917652014,5247.762139231616
325,48727.19843447162,895.6406297863286
326,42686.341093190415,0.0
327,49417.69706250286,1607.700730752585
328,52145.33440737716,4712.04710417961
329,48935.156961889625,1478.8250905573982
330,52768.72786362723,3167.6088472428837
331,52672.452407871126,0.0
332,50656.13383559476,3642.9851728035396
333,53549.73361946318,1788.7217246939622
334,49816.94532348944,1840.1960741092876
335,44276.52784493138,0.0
336,39893.24384691742,0.0
337,42600.7889993358,1972.5490290095013
338,36331.14183825378,1059.1892603220708
339,19349.107251610254,0.0
340,27158.09718466439,0.0
341,26347.872310928524,2000.1595961101389
342,32923.8625275559,417.36650726906464
343,27450.260339723016,0.0
344,30531.681467077167,2105.966873429826
345,36535.590374508356,5360.6851746614075
346,33762.56981152974,0.0
347,40508.01583243277,5881.045329426011
348,34241.60472350312,30.328265864598052
349,38393.58306903392,657.34940574963
350,40781.74152632314,0.0
351,37455.30382167602,684.4921933791884
352,33190.70796410569,0.0
353,31901.568260637596,5536.111399850125
354,34818.53375006403,477.78021757891884
355,32869.607054359716,0.0
356,33184.44041731933,7002.824301838762
357,40783.99785044239,606.8670877523882
358,38695.66901174873,857.9258740573982
359,38838.86006316943,0.0
360,37423.44787465836,1183.4395625694292
361,34823.27799108923,3502.081423793674
362,33568.308198329294,575.996112367241
363,45709.65780534937,483.14882812459973
364,38015.21640427473,0.0
