,Generator,Time,Value,Zones
0,battery1,673,191.03966463290055,PGE_valley
1,battery1,674,0.0,PGE_valley
2,battery1,675,0.0,PGE_valley
3,battery1,676,0.0,PGE_valley
4,battery1,677,0.0,PGE_valley
5,battery1,678,0.0,PGE_valley
6,battery1,679,0.0,PGE_valley
7,battery1,680,0.0,PGE_valley
8,battery1,681,0.0,PGE_valley
9,battery1,682,0.0,PGE_valley
10,battery1,683,0.0,PGE_valley
11,battery1,684,0.0,PGE_valley
12,battery1,685,0.0,PGE_valley
13,battery1,686,0.0,PGE_valley
14,battery1,687,0.0,PGE_valley
15,battery1,688,0.0,PGE_valley
16,battery1,689,422.931229374783,PGE_valley
17,battery1,690,0.0,PGE_valley
18,battery1,691,0.0,PGE_valley
19,battery1,692,0.0,PGE_valley
20,battery1,693,0.0,PGE_valley
21,battery1,694,0.0,PGE_valley
22,battery1,695,0.0,PGE_valley
23,battery1,696,0.0,PGE_valley
24,battery1,697,0.0,PGE_valley
25,battery1,698,0.0,PGE_valley
26,battery1,699,0.0,PGE_valley
27,battery1,700,0.0,PGE_valley
28,battery1,701,0.0,PGE_valley
29,battery1,702,92.87586513404824,PGE_valley
30,battery1,703,764.1586585316018,PGE_valley
31,battery1,704,0.0,PGE_valley
32,battery1,705,0.0,PGE_valley
33,battery1,706,0.0,PGE_valley
34,battery1,707,0.0,PGE_valley
35,battery1,708,0.0,PGE_valley
36,battery1,709,0.0,PGE_valley
37,battery1,710,0.0,PGE_valley
38,battery1,711,0.0,PGE_valley
39,battery1,712,0.0,PGE_valley
40,battery1,713,0.0,PGE_valley
41,battery1,714,0.0,PGE_valley
42,battery1,715,764.1586585316018,PGE_valley
43,battery1,716,191.03966463290055,PGE_valley
44,battery1,717,0.0,PGE_valley
45,battery1,718,0.0,PGE_valley
46,battery1,719,0.0,PGE_valley
47,battery1,720,0.0,PGE_valley
48,battery2,673,0.0,PGE_bay
49,battery2,674,0.0,PGE_bay
50,battery2,675,0.0,PGE_bay
51,battery2,676,0.0,PGE_bay
52,battery2,677,0.0,PGE_bay
53,battery2,678,0.0,PGE_bay
54,battery2,679,0.0,PGE_bay
55,battery2,680,0.0,PGE_bay
56,battery2,681,0.0,PGE_bay
57,battery2,682,0.0,PGE_bay
58,battery2,683,0.0,PGE_bay
59,battery2,684,0.0,PGE_bay
60,battery2,685,0.0,PGE_bay
61,battery2,686,0.0,PGE_bay
62,battery2,687,0.0,PGE_bay
63,battery2,688,0.0,PGE_bay
64,battery2,689,206.5714265956335,PGE_bay
65,battery2,690,2251.092650342431,PGE_bay
66,battery2,691,2082.040627127729,PGE_bay
67,battery2,692,0.0,PGE_bay
68,battery2,693,0.0,PGE_bay
69,battery2,694,0.0,PGE_bay
70,battery2,695,0.0,PGE_bay
71,battery2,696,0.0,PGE_bay
72,battery2,697,0.0,PGE_bay
73,battery2,698,0.0,PGE_bay
74,battery2,699,0.0,PGE_bay
75,battery2,700,0.0,PGE_bay
76,battery2,701,0.0,PGE_bay
77,battery2,702,0.0,PGE_bay
78,battery2,703,0.0,PGE_bay
79,battery2,704,0.0,PGE_bay
80,battery2,705,0.0,PGE_bay
81,battery2,706,0.0,PGE_bay
82,battery2,707,0.0,PGE_bay
83,battery2,708,0.0,PGE_bay
84,battery2,709,0.0,PGE_bay
85,battery2,710,0.0,PGE_bay
86,battery2,711,0.0,PGE_bay
87,battery2,712,0.0,PGE_bay
88,battery2,713,0.0,PGE_bay
89,battery2,714,0.0,PGE_bay
90,battery2,715,0.0,PGE_bay
91,battery2,716,0.0,PGE_bay
92,battery2,717,789.0629107491886,PGE_bay
93,battery2,718,1945.4705027895557,PGE_bay
94,battery2,719,1962.8820080412866,PGE_bay
95,battery2,720,0.0,PGE_bay
96,battery3,673,975.4635625489038,SCE
97,battery3,674,0.0,SCE
98,battery3,675,302.12235729334384,SCE
99,battery3,676,0.0,SCE
100,battery3,677,0.0,SCE
101,battery3,678,0.0,SCE
102,battery3,679,677.627183933972,SCE
103,battery3,680,0.0,SCE
104,battery3,681,0.0,SCE
105,battery3,682,0.0,SCE
106,battery3,683,0.0,SCE
107,battery3,684,0.0,SCE
108,battery3,685,0.0,SCE
109,battery3,686,0.0,SCE
110,battery3,687,0.0,SCE
111,battery3,688,0.0,SCE
112,battery3,689,0.0,SCE
113,battery3,690,0.0,SCE
114,battery3,691,97.89051979507076,SCE
115,battery3,692,0.0,SCE
116,battery3,693,0.0,SCE
117,battery3,694,0.0,SCE
118,battery3,695,0.0,SCE
119,battery3,696,0.0,SCE
120,battery3,697,1723.5961175066896,SCE
121,battery3,698,660.5519259633681,SCE
122,battery3,699,0.0,SCE
123,battery3,700,0.0,SCE
124,battery3,701,0.0,SCE
125,battery3,702,0.0,SCE
126,battery3,703,169.5820102171915,SCE
127,battery3,704,0.0,SCE
128,battery3,705,0.0,SCE
129,battery3,706,0.0,SCE
130,battery3,707,0.0,SCE
131,battery3,708,0.0,SCE
132,battery3,709,0.0,SCE
133,battery3,710,0.0,SCE
134,battery3,711,0.0,SCE
135,battery3,712,0.0,SCE
136,battery3,713,0.0,SCE
137,battery3,714,0.0,SCE
138,battery3,715,1763.686477424828,SCE
139,battery3,716,190.61919673901275,SCE
140,battery3,717,697.3148993184791,SCE
141,battery3,718,0.0,SCE
142,battery3,719,0.0,SCE
143,battery3,720,0.0,SCE
144,battery4,673,44.353586453337996,SDGE
145,battery4,674,0.0,SDGE
146,battery4,675,0.0,SDGE
147,battery4,676,0.0,SDGE
148,battery4,677,0.0,SDGE
149,battery4,678,0.0,SDGE
150,battery4,679,0.0,SDGE
151,battery4,680,0.0,SDGE
152,battery4,681,0.0,SDGE
153,battery4,682,0.0,SDGE
154,battery4,683,0.0,SDGE
155,battery4,684,0.0,SDGE
156,battery4,685,0.0,SDGE
157,battery4,686,0.0,SDGE
158,battery4,687,0.0,SDGE
159,battery4,688,0.0,SDGE
160,battery4,689,0.0,SDGE
161,battery4,690,454.1406516869972,SDGE
162,battery4,691,104.3764946646601,SDGE
163,battery4,692,234.96640164812658,SDGE
164,battery4,693,175.89991165382926,SDGE
165,battery4,694,42.66310609298961,SDGE
166,battery4,695,0.0,SDGE
167,battery4,696,0.0,SDGE
168,battery4,697,436.00064824186217,SDGE
169,battery4,698,398.7776198016076,SDGE
170,battery4,699,151.55060546197905,SDGE
171,battery4,700,0.0,SDGE
172,battery4,701,0.0,SDGE
173,battery4,702,0.0,SDGE
174,battery4,703,0.0,SDGE
175,battery4,704,0.0,SDGE
176,battery4,705,0.0,SDGE
177,battery4,706,0.0,SDGE
178,battery4,707,0.0,SDGE
179,battery4,708,0.0,SDGE
180,battery4,709,0.0,SDGE
181,battery4,710,0.0,SDGE
182,battery4,711,0.0,SDGE
183,battery4,712,0.0,SDGE
184,battery4,713,0.0,SDGE
185,battery4,714,240.49208487230155,SDGE
186,battery4,715,61.98504572481069,SDGE
187,battery4,716,310.84561078336014,SDGE
188,battery4,717,190.54250445434934,SDGE
189,battery4,718,659.5279765856287,SDGE
190,battery4,719,389.22019314892776,SDGE
191,battery4,720,145.7620236826736,SDGE
