,Zone,Time,Value
0,PGE_valley,1,102.64197298267959
1,PGE_valley,2,131.22381469016418
2,PGE_valley,3,141.48801198843213
3,PGE_valley,4,127.118135770857
4,PGE_valley,5,107.22138408498373
5,PGE_valley,6,94.4306151440652
6,PGE_valley,7,93.32524005040557
7,PGE_valley,8,99.79957988469766
8,PGE_valley,9,86.06134657778512
9,PGE_valley,10,81.00820329248401
10,PGE_valley,11,98.06256188037514
11,PGE_valley,12,102.64197298267936
12,PGE_valley,13,89.21956113109809
13,PGE_valley,14,92.69359713974336
14,PGE_valley,15,72.95475618153523
15,PGE_valley,16,70.27027381121908
16,PGE_valley,17,90.64075768008932
17,PGE_valley,18,81.7977569308123
18,PGE_valley,19,69.16489871755945
19,PGE_valley,20,57.3215941426349
20,PGE_valley,21,54.637111772318654
21,PGE_valley,22,49.58396848701751
22,PGE_valley,23,36.319467363102
23,PGE_valley,24,33.63498499278575
24,PGE_bay,1,192.45369934252426
25,PGE_bay,2,246.0446525440578
26,PGE_bay,3,265.2900224783103
27,PGE_bay,4,238.34650457035687
28,PGE_bay,5,201.0400951593445
29,PGE_bay,6,177.05740339512224
30,PGE_bay,7,174.98482509451046
31,PGE_bay,8,187.1242122838081
32,PGE_bay,9,161.36502483334718
33,PGE_bay,10,151.89038117340755
34,PGE_bay,11,183.86730352570385
35,PGE_bay,12,192.45369934252426
36,PGE_bay,13,167.2866771208095
37,PGE_bay,14,173.80049463701795
38,PGE_bay,15,136.7901678403787
39,PGE_bay,16,131.75676339603578
40,PGE_bay,17,169.9514206501675
41,PGE_bay,18,153.37079424527306
42,PGE_bay,19,129.684185095424
43,PGE_bay,20,107.47798901744045
44,PGE_bay,21,102.44458457309747
45,PGE_bay,22,92.96994091315783
46,PGE_bay,23,68.09900130581624
47,PGE_bay,24,63.06559686147329
48,SCE,1,724.5315739953854
49,SCE,2,926.2857507541
50,SCE,3,998.7389081536387
51,SCE,4,897.3044877942847
52,SCE,5,756.8568288351793
53,SCE,6,666.5690480757544
54,SCE,7,658.7664003558041
55,SCE,8,704.467622715513
56,SCE,9,607.4918581961306
57,SCE,10,571.8226114763584
58,SCE,11,692.2063191555909
59,SCE,12,724.5315739953854
60,SCE,13,629.7851373959886
61,SCE,14,654.3077445158323
62,SCE,15,514.9747495167198
63,SCE,16,496.02546219684064
64,SCE,17,639.8171130359246
65,SCE,18,577.3959312763221
66,SCE,19,488.22281447689033
67,SCE,20,404.6230174774229
68,SCE,21,385.67373015754345
69,SCE,22,350.00448343777066
70,SCE,23,256.37271079836705
71,SCE,24,237.42342347848768
72,SDGE,1,115.09485941072529
73,SDGE,2,147.14435103125027
74,SDGE,3,158.6538369723228
75,SDGE,4,142.54055665482127
76,SDGE,5,120.22986083058838
77,SDGE,6,105.88727065786723
78,SDGE,7,104.64778755652095
79,SDGE,8,111.9076171501205
80,SDGE,9,96.50261289053128
81,SDGE,10,90.83640442723392
82,SDGE,11,0.0
83,SDGE,12,0.0
84,SDGE,13,0.0
85,SDGE,14,103.93951149860877
86,SDGE,15,81.80588468885394
87,SDGE,16,78.79571144272734
88,SDGE,17,101.63761431039428
89,SDGE,18,91.7217494996241
90,SDGE,19,77.55622834138101
91,SDGE,20,64.27605225552811
92,SDGE,21,61.26587900940143
93,SDGE,22,55.59967054610419
94,SDGE,23,40.72587332994893
95,SDGE,24,37.71570008382226
96,PGE_valley,25,1.99616619362512
97,PGE_valley,26,0.49904154840628
98,PGE_valley,27,0.49904154840628
99,PGE_valley,28,0.6653887312083733
100,PGE_valley,29,1.4971246452188396
101,PGE_valley,30,3.160596473239773
102,PGE_valley,31,4.9904154840628
103,PGE_valley,32,2.4952077420314
104,PGE_valley,33,0.49904154840628
105,PGE_valley,34,0.4990415484062396
106,PGE_valley,35,0.6653887312086226
107,PGE_valley,36,0.99808309681256
108,PGE_valley,37,0.0
109,PGE_valley,38,2.9942492904374376
110,PGE_valley,39,3.6596380216460527
