,Constraint,Time,Value
751,Bal4Constraint,176,47.8172
752,Bal4Constraint,177,37.1342
753,Bal4Constraint,178,26.837199999999996
754,Bal4Constraint,179,12.5242
755,Bal4Constraint,180,0.01
756,Bal4Constraint,181,0.01
757,Bal4Constraint,182,12.5242
758,Bal4Constraint,183,37.1342
759,Bal4Constraint,184,39.458600000000004
760,Bal4Constraint,185,56.6759
761,Bal4Constraint,186,56.9441
762,Bal4Constraint,187,56.9441
763,Bal4Constraint,188,56.9441
764,Bal4Constraint,189,53.272400000000005
765,Bal4Constraint,190,53.272400000000005
766,Bal4Constraint,191,53.272400000000005
767,Bal4Constraint,192,53.272400000000005
768,Bal1Constraint,193,30.932499999999997
769,Bal1Constraint,194,30.932499999999997
770,Bal1Constraint,195,30.932499999999997
771,Bal1Constraint,196,30.932499999999997
772,Bal1Constraint,197,30.932499999999997
773,Bal1Constraint,198,30.932499999999997
774,Bal1Constraint,199,30.932499999999997
775,Bal1Constraint,200,30.932499999999997
776,Bal1Constraint,201,9.97
777,Bal1Constraint,202,0.01
778,Bal1Constraint,203,0.01
779,Bal1Constraint,204,0.01
780,Bal1Constraint,205,0.01
781,Bal1Constraint,206,0.01
782,Bal1Constraint,207,0.01
783,Bal1Constraint,208,16.322299999999977
784,Bal1Constraint,209,35.319
785,Bal1Constraint,210,35.319
786,Bal1Constraint,211,35.319
787,Bal1Constraint,212,32.3832
788,Bal1Constraint,213,30.932499999999997
789,Bal1Constraint,214,30.932499999999997
790,Bal1Constraint,215,30.932499999999997
791,Bal1Constraint,216,30.932499999999997
792,Bal2Constraint,193,30.932499999999997
793,Bal2Constraint,194,30.932499999999997
794,Bal2Constraint,195,30.932499999999997
795,Bal2Constraint,196,30.932499999999997
796,Bal2Constraint,197,30.932499999999997
797,Bal2Constraint,198,30.932499999999997
798,Bal2Constraint,199,30.932499999999997
799,Bal2Constraint,200,30.932499999999997
800,Bal2Constraint,201,9.97
801,Bal2Constraint,202,0.01
802,Bal2Constraint,203,0.01
803,Bal2Constraint,204,0.01
804,Bal2Constraint,205,0.01
805,Bal2Constraint,206,0.01
806,Bal2Constraint,207,0.01
807,Bal2Constraint,208,16.322299999999977
808,Bal2Constraint,209,35.319
809,Bal2Constraint,210,35.319
810,Bal2Constraint,211,35.319
811,Bal2Constraint,212,32.3832
812,Bal2Constraint,213,30.932499999999997
813,Bal2Constraint,214,30.932499999999997
814,Bal2Constraint,215,30.932499999999997
815,Bal2Constraint,216,30.932499999999997
816,Bal3Constraint,193,36.6425
817,Bal3Constraint,194,36.6425
818,Bal3Constraint,195,36.6425
819,Bal3Constraint,196,36.64249999999999
820,Bal3Constraint,197,36.6425
821,Bal3Constraint,198,36.6425
822,Bal3Constraint,199,36.6425
823,Bal3Constraint,200,36.6425
824,Bal3Constraint,201,0.01
825,Bal3Constraint,202,0.01
826,Bal3Constraint,203,0.01
827,Bal3Constraint,204,0.01
828,Bal3Constraint,205,0.01
829,Bal3Constraint,206,0.01
830,Bal3Constraint,207,0.01
831,Bal3Constraint,208,0.01
832,Bal3Constraint,209,36.6425
833,Bal3Constraint,210,41.029
834,Bal3Constraint,211,41.029
835,Bal3Constraint,212,38.0932
836,Bal3Constraint,213,36.6425
837,Bal3Constraint,214,36.6425
838,Bal3Constraint,215,36.6425
839,Bal3Constraint,216,36.6425
840,Bal4Constraint,193,46.6025
841,Bal4Constraint,194,46.6025
842,Bal4Constraint,195,46.6025
843,Bal4Constraint,196,39.511100000000006
844,Bal4Constraint,197,39.511100000000006
845,Bal4Constraint,198,39.511100000000006
846,Bal4Constraint,199,46.6025
847,Bal4Constraint,200,38.93
848,Bal4Constraint,201,0.01
849,Bal4Constraint,202,0.01
850,Bal4Constraint,203,0.01
851,Bal4Constraint,204,0.01
852,Bal4Constraint,205,0.01
853,Bal4Constraint,206,0.01
854,Bal4Constraint,207,0.01
855,Bal4Constraint,208,0.01
856,Bal4Constraint,209,38.3489
857,Bal4Constraint,210,50.989000000000004
858,Bal4Constraint,211,50.989000000000004
859,Bal4Constraint,212,48.053200000000004
860,Bal4Constraint,213,46.6025
861,Bal4Constraint,214,46.6025
862,Bal4Constraint,215,46.6025
863,Bal4Constraint,216,46.6025
864,Bal1Constraint,217,46.9154
865,Bal1Constraint,218,46.9154
866,Bal1Constraint,219,46.9154
867,Bal1Constraint,220,46.915400000000005
868,Bal1Constraint,221,46.91539999999999
869,Bal1Constraint,222,46.9154
870,Bal1Constraint,223,46.9154
871,Bal1Constraint,224,46.9154
872,Bal1Constraint,225,9.97
873,Bal1Constraint,226,9.97
874,Bal1Constraint,227,0.01
875,Bal1Constraint,228,0.01
876,Bal1Constraint,229,0.01
877,Bal1Constraint,230,0.01
878,Bal1Constraint,231,0.01
879,Bal1Constraint,232,31.031800000000004
880,Bal1Constraint,233,46.16360000000004
881,Bal1Constraint,234,47.66719999999998
882,Bal1Constraint,235,46.91539999999999
883,Bal1Constraint,236,46.91539999999999
884,Bal1Constraint,237,46.91539999999999
885,Bal1Constraint,238,46.9154
886,Bal1Constraint,239,46.9154
887,Bal1Constraint,240,46.9154
888,Bal2Constraint,217,46.9154
889,Bal2Constraint,218,46.9154
890,Bal2Constraint,219,46.9154
891,Bal2Constraint,220,46.915400000000005
892,Bal2Constraint,221,46.91539999999999
893,Bal2Constraint,222,46.9154
894,Bal2Constraint,223,46.9154
895,Bal2Constraint,224,46.9154
896,Bal2Constraint,225,9.97
897,Bal2Constraint,226,9.97
898,Bal2Constraint,227,0.01
899,Bal2Constraint,228,0.01
900,Bal2Constraint,229,0.01
901,Bal2Constraint,230,0.01
902,Bal2Constraint,231,0.01
903,Bal2Constraint,232,31.031800000000004
904,Bal2Constraint,233,46.16360000000004
905,Bal2Constraint,234,47.66719999999998
906,Bal2Constraint,235,46.91539999999999
907,Bal2Constraint,236,46.91539999999999
908,Bal2Constraint,237,46.91539999999999
909,Bal2Constraint,238,46.9154
910,Bal2Constraint,239,46.9154
911,Bal2Constraint,240,46.9154
912,Bal3Constraint,217,52.62539999999999
913,Bal3Constraint,218,52.62539999999999
914,Bal3Constraint,219,52.62539999999999
915,Bal3Constraint,220,52.625400000000006
916,Bal3Constraint,221,52.62539999999999
917,Bal3Constraint,222,52.62539999999999
918,Bal3Constraint,223,52.62539999999999
919,Bal3Constraint,224,36.9554
920,Bal3Constraint,225,0.01
921,Bal3Constraint,226,0.01
922,Bal3Constraint,227,0.01
923,Bal3Constraint,228,0.01
924,Bal3Constraint,229,0.01
925,Bal3Constraint,230,0.01
926,Bal3Constraint,231,0.01
927,Bal3Constraint,232,21.071800000000003
928,Bal3Constraint,233,51.8736
929,Bal3Constraint,234,53.37719999999998
930,Bal3Constraint,235,52.62539999999999
931,Bal3Constraint,236,52.62539999999999
932,Bal3Constraint,237,52.62539999999999
933,Bal3Constraint,238,52.62539999999999
934,Bal3Constraint,239,52.62539999999999
935,Bal3Constraint,240,52.62539999999999
936,Bal4Constraint,217,62.58539999999999
937,Bal4Constraint,218,62.58539999999999
938,Bal4Constraint,219,62.58539999999999
939,Bal4Constraint,220,62.58539999999999
940,Bal4Constraint,221,62.58539999999999
941,Bal4Constraint,222,46.91539999999999
942,Bal4Constraint,223,62.58539999999999
943,Bal4Constraint,224,38.93
944,Bal4Constraint,225,0.01
945,Bal4Constraint,226,0.01
946,Bal4Constraint,227,0.01
947,Bal4Constraint,228,0.01
948,Bal4Constraint,229,0.01
949,Bal4Constraint,230,0.01
950,Bal4Constraint,231,0.01
951,Bal4Constraint,232,15.361800000000002
952,Bal4Constraint,233,46.1636
953,Bal4Constraint,234,62.58539999999999
954,Bal4Constraint,235,62.58539999999999
955,Bal4Constraint,236,62.58539999999999
956,Bal4Constraint,237,62.58539999999999
957,Bal4Constraint,238,62.58539999999999
958,Bal4Constraint,239,62.58539999999999
959,Bal4Constraint,240,62.58539999999999
960,Bal1Constraint,241,41.0508
961,Bal1Constraint,242,41.0508
962,Bal1Constraint,243,41.0508
963,Bal1Constraint,244,41.0508
964,Bal1Constraint,245,41.0508
965,Bal1Constraint,246,41.0508
966,Bal1Constraint,247,41.0508
967,Bal1Constraint,248,41.0508
968,Bal1Constraint,249,9.97
969,Bal1Constraint,250,0.01
970,Bal1Constraint,251,0.01
971,Bal1Constraint,252,0.01
972,Bal1Constraint,253,0.01
973,Bal1Constraint,254,0.01
974,Bal1Constraint,255,0.01
975,Bal1Constraint,256,9.97
976,Bal1Constraint,257,41.0508
977,Bal1Constraint,258,49.774499999999996
978,Bal1Constraint,259,49.774499999999996
979,Bal1Constraint,260,45.960500000000025
980,Bal1Constraint,261,49.774499999999996
981,Bal1Constraint,262,41.0508
982,Bal1Constraint,263,41.0508
983,Bal1Constraint,264,41.0508
984,Bal2Constraint,241,41.0508
985,Bal2Constraint,242,41.0508
986,Bal2Constraint,243,41.0508
987,Bal2Constraint,244,41.0508
988,Bal2Constraint,245,41.0508
989,Bal2Constraint,246,41.0508
990,Bal2Constraint,247,41.0508
991,Bal2Constraint,248,41.0508
992,Bal2Constraint,249,9.97
993,Bal2Constraint,250,0.01
994,Bal2Constraint,251,0.01
995,Bal2Constraint,252,0.01
996,Bal2Constraint,253,0.01
997,Bal2Constraint,254,0.01
998,Bal2Constraint,255,0.01
999,Bal2Constraint,256,9.97
1000,Bal2Constraint,257,41.0508
1001,Bal2Constraint,258,49.774499999999996
1002,Bal2Constraint,259,49.774499999999996
1003,Bal2Constraint,260,45.960500000000025
1004,Bal2Constraint,261,49.774499999999996
1005,Bal2Constraint,262,41.0508
1006,Bal2Constraint,263,41.0508
1007,Bal2Constraint,264,41.0508
1008,Bal3Constraint,241,36.695
1009,Bal3Constraint,242,36.695
1010,Bal3Constraint,243,36.695
1011,Bal3Constraint,244,36.695
1012,Bal3Constraint,245,36.695
1013,Bal3Constraint,246,36.695
1014,Bal3Constraint,247,36.695
1015,Bal3Constraint,248,35.7932
1016,Bal3Constraint,249,0.01
1017,Bal3Constraint,250,0.01
1018,Bal3Constraint,251,0.01
1019,Bal3Constraint,252,0.01
1020,Bal3Constraint,253,0.01
1021,Bal3Constraint,254,0.01
1022,Bal3Constraint,255,0.01
1023,Bal3Constraint,256,0.01
1024,Bal3Constraint,257,36.248000000000005
1025,Bal3Constraint,258,55.4845
1026,Bal3Constraint,259,45.86625
1027,Bal3Constraint,260,45.86625
1028,Bal3Constraint,261,45.86625
1029,Bal3Constraint,262,45.86625
1030,Bal3Constraint,263,45.86625
1031,Bal3Constraint,264,40.6208
1032,Bal4Constraint,241,46.655
1033,Bal4Constraint,242,45.0014
1034,Bal4Constraint,243,46.655
1035,Bal4Constraint,244,46.655
1036,Bal4Constraint,245,46.655
1037,Bal4Constraint,246,46.655
1038,Bal4Constraint,247,46.655
1039,Bal4Constraint,248,38.93
1040,Bal4Constraint,249,0.01
1041,Bal4Constraint,250,0.01
1042,Bal4Constraint,251,0.01
1043,Bal4Constraint,252,0.01
1044,Bal4Constraint,253,0.01
1045,Bal4Constraint,254,0.01
1046,Bal4Constraint,255,0.01
1047,Bal4Constraint,256,0.01
1048,Bal4Constraint,257,39.458600000000004
1049,Bal4Constraint,258,65.4445
1050,Bal4Constraint,259,55.82625
1051,Bal4Constraint,260,55.82625
1052,Bal4Constraint,261,55.82625
1053,Bal4Constraint,262,55.82625
1054,Bal4Constraint,263,55.82625
1055,Bal4Constraint,264,50.5808
1056,Bal1Constraint,265,47.549
1057,Bal1Constraint,266,47.549
1058,Bal1Constraint,267,47.549
1059,Bal1Constraint,268,47.549
1060,Bal1Constraint,269,47.549
1061,Bal1Constraint,270,47.549
1062,Bal1Constraint,271,47.549
1063,Bal1Constraint,272,47.549
1064,Bal1Constraint,273,9.97
1065,Bal1Constraint,274,0.01
1066,Bal1Constraint,275,0.01
1067,Bal1Constraint,276,0.01
1068,Bal1Constraint,277,0.01
1069,Bal1Constraint,278,0.01
1070,Bal1Constraint,279,9.97
1071,Bal1Constraint,280,37.6024
1072,Bal1Constraint,281,47.549
1073,Bal1Constraint,282,47.549
1074,Bal1Constraint,283,47.549
1075,Bal1Constraint,284,47.549
1076,Bal1Constraint,285,47.549
1077,Bal1Constraint,286,47.549
1078,Bal1Constraint,287,47.549
1079,Bal1Constraint,288,47.549
1080,Bal2Constraint,265,47.549
1081,Bal2Constraint,266,47.549
1082,Bal2Constraint,267,47.549
1083,Bal2Constraint,268,47.549
1084,Bal2Constraint,269,47.549
1085,Bal2Constraint,270,47.549
1086,Bal2Constraint,271,47.549
1087,Bal2Constraint,272,47.549
1088,Bal2Constraint,273,9.97
1089,Bal2Constraint,274,0.01
1090,Bal2Constraint,275,0.01
1091,Bal2Constraint,276,0.01
1092,Bal2Constraint,277,0.01
1093,Bal2Constraint,278,0.01
1094,Bal2Constraint,279,9.97
1095,Bal2Constraint,280,37.6024
1096,Bal2Constraint,281,47.549
1097,Bal2Constraint,282,47.549
1098,Bal2Constraint,283,47.549
1099,Bal2Constraint,284,47.549
1100,Bal2Constraint,285,47.549
1101,Bal2Constraint,286,47.549
1102,Bal2Constraint,287,47.549
1103,Bal2Constraint,288,47.549
1104,Bal3Constraint,265,46.85485
1105,Bal3Constraint,266,46.85485
1106,Bal3Constraint,267,46.85485
1107,Bal3Constraint,268,46.85485
1108,Bal3Constraint,269,46.85485
1109,Bal3Constraint,270,46.85485
1110,Bal3Constraint,271,46.85485
1111,Bal3Constraint,272,37.589
1112,Bal3Constraint,273,0.01
1113,Bal3Constraint,274,0.01
1114,Bal3Constraint,275,0.01
1115,Bal3Constraint,276,0.01
1116,Bal3Constraint,277,0.01
1117,Bal3Constraint,278,0.01
1118,Bal3Constraint,279,0.01
1119,Bal3Constraint,280,27.642400000000002
1120,Bal3Constraint,281,53.259
1121,Bal3Constraint,282,53.259
1122,Bal3Constraint,283,53.259
1123,Bal3Constraint,284,53.259
1124,Bal3Constraint,285,53.259
1125,Bal3Constraint,286,53.259
1126,Bal3Constraint,287,46.85485
1127,Bal3Constraint,288,46.85485
1128,Bal4Constraint,265,46.1636
1129,Bal4Constraint,266,45.0014
1130,Bal4Constraint,267,56.81485
1131,Bal4Constraint,268,56.81485
1132,Bal4Constraint,269,56.81485
1133,Bal4Constraint,270,56.81485
1134,Bal4Constraint,271,56.81485
1135,Bal4Constraint,272,38.93
1136,Bal4Constraint,273,0.01
1137,Bal4Constraint,274,0.01
1138,Bal4Constraint,275,0.01
1139,Bal4Constraint,276,0.01
1140,Bal4Constraint,277,0.01
1141,Bal4Constraint,278,0.01
1142,Bal4Constraint,279,0.01
1143,Bal4Constraint,280,31.680799999999998
1144,Bal4Constraint,281,63.219
1145,Bal4Constraint,282,63.219
1146,Bal4Constraint,283,63.219
1147,Bal4Constraint,284,63.219
1148,Bal4Constraint,285,63.219
1149,Bal4Constraint,286,63.219
1150,Bal4Constraint,287,56.81485
1151,Bal4Constraint,288,56.81485
1152,Bal1Constraint,289,45.7532
1153,Bal1Constraint,290,45.7532
1154,Bal1Constraint,291,45.7532
1155,Bal1Constraint,292,45.7532
1156,Bal1Constraint,293,45.7532
1157,Bal1Constraint,294,45.7532
1158,Bal1Constraint,295,45.7532
1159,Bal1Constraint,296,45.7532
1160,Bal1Constraint,297,9.97
1161,Bal1Constraint,298,0.01
1162,Bal1Constraint,299,0.01
1163,Bal1Constraint,300,0.01
1164,Bal1Constraint,301,0.01
1165,Bal1Constraint,302,0.01
1166,Bal1Constraint,303,0.01
1167,Bal1Constraint,304,9.97
1168,Bal1Constraint,305,45.7532
1169,Bal1Constraint,306,53.76659999999998
1170,Bal1Constraint,307,66.9800666666667
1171,Bal1Constraint,308,52.29613333333332
1172,Bal1Constraint,309,45.7532
1173,Bal1Constraint,310,45.7532
1174,Bal1Constraint,311,45.7532
1175,Bal1Constraint,312,45.7532
1176,Bal2Constraint,289,45.7532
1177,Bal2Constraint,290,45.7532
1178,Bal2Constraint,291,45.7532
1179,Bal2Constraint,292,45.7532
1180,Bal2Constraint,293,45.7532
1181,Bal2Constraint,294,45.7532
1182,Bal2Constraint,295,45.7532
1183,Bal2Constraint,296,45.7532
1184,Bal2Constraint,297,9.97
1185,Bal2Constraint,298,0.01
1186,Bal2Constraint,299,0.01
1187,Bal2Constraint,300,0.01
1188,Bal2Constraint,301,0.01
1189,Bal2Constraint,302,0.01
1190,Bal2Constraint,303,0.01
1191,Bal2Constraint,304,9.97
1192,Bal2Constraint,305,45.7532
1193,Bal2Constraint,306,53.76659999999998
1194,Bal2Constraint,307,66.9800666666667
1195,Bal2Constraint,308,52.29613333333332
1196,Bal2Constraint,309,45.7532
1197,Bal2Constraint,310,45.7532
1198,Bal2Constraint,311,45.7532
1199,Bal2Constraint,312,45.7532
1200,Bal3Constraint,289,37.589000000000006
1201,Bal3Constraint,290,37.589000000000006
1202,Bal3Constraint,291,37.589000000000006
1203,Bal3Constraint,292,37.589
1204,Bal3Constraint,293,37.589
1205,Bal3Constraint,294,37.58900000000001
1206,Bal3Constraint,295,37.589
1207,Bal3Constraint,296,35.7932
1208,Bal3Constraint,297,0.01
1209,Bal3Constraint,298,0.01
1210,Bal3Constraint,299,0.01
1211,Bal3Constraint,300,0.01
1212,Bal3Constraint,301,0.01
1213,Bal3Constraint,302,0.01
1214,Bal3Constraint,303,0.01
1215,Bal3Constraint,304,0.01
1216,Bal3Constraint,305,36.695
1217,Bal3Constraint,306,43.80659999999998
1218,Bal3Constraint,307,57.0200666666667
1219,Bal3Constraint,308,50.413333333333334
1220,Bal3Constraint,309,39.458600000000004
1221,Bal3Constraint,310,50.413333333333334
1222,Bal3Constraint,311,37.589000000000006
1223,Bal3Constraint,312,37.589
1224,Bal4Constraint,289,47.3258
1225,Bal4Constraint,290,45.0014
1226,Bal4Constraint,291,47.54900000000001
1227,Bal4Constraint,292,47.549
1228,Bal4Constraint,293,47.549
1229,Bal4Constraint,294,47.549000000000014
1230,Bal4Constraint,295,47.549
1231,Bal4Constraint,296,39.064099999999996
1232,Bal4Constraint,297,0.01
1233,Bal4Constraint,298,0.01
1234,Bal4Constraint,299,0.01
1235,Bal4Constraint,300,0.01
1236,Bal4Constraint,301,0.01
1237,Bal4Constraint,302,0.01
1238,Bal4Constraint,303,0.01
1239,Bal4Constraint,304,0.01
1240,Bal4Constraint,305,46.655
1241,Bal4Constraint,306,53.76659999999998
1242,Bal4Constraint,307,66.98006666666672
1243,Bal4Constraint,308,60.373333333333335
1244,Bal4Constraint,309,49.418600000000005
1245,Bal4Constraint,310,60.373333333333335
1246,Bal4Constraint,311,47.54900000000001
1247,Bal4Constraint,312,47.549
1248,Bal1Constraint,313,41.9362
1249,Bal1Constraint,314,41.9362
1250,Bal1Constraint,315,41.9362
1251,Bal1Constraint,316,41.9362
1252,Bal1Constraint,317,41.9362
1253,Bal1Constraint,318,41.9362
1254,Bal1Constraint,319,41.9362
1255,Bal1Constraint,320,41.0508
1256,Bal1Constraint,321,0.01
1257,Bal1Constraint,322,0.01
1258,Bal1Constraint,323,0.01
1259,Bal1Constraint,324,0.01
1260,Bal1Constraint,325,0.01
1261,Bal1Constraint,326,0.01
1262,Bal1Constraint,327,0.01
1263,Bal1Constraint,328,9.97
1264,Bal1Constraint,329,41.9362
1265,Bal1Constraint,330,41.9362
1266,Bal1Constraint,331,41.9362
1267,Bal1Constraint,332,41.9362
1268,Bal1Constraint,333,41.9362
1269,Bal1Constraint,334,41.9362
1270,Bal1Constraint,335,41.9362
1271,Bal1Constraint,336,41.9362
1272,Bal2Constraint,313,41.9362
1273,Bal2Constraint,314,41.9362
1274,Bal2Constraint,315,41.9362
1275,Bal2Constraint,316,41.9362
1276,Bal2Constraint,317,41.9362
1277,Bal2Constraint,318,41.9362
1278,Bal2Constraint,319,41.9362
1279,Bal2Constraint,320,41.0508
1280,Bal2Constraint,321,0.01
1281,Bal2Constraint,322,0.01
1282,Bal2Constraint,323,0.01
1283,Bal2Constraint,324,0.01
1284,Bal2Constraint,325,0.01
1285,Bal2Constraint,326,0.01
1286,Bal2Constraint,327,0.01
1287,Bal2Constraint,328,9.97
1288,Bal2Constraint,329,41.9362
1289,Bal2Constraint,330,41.9362
1290,Bal2Constraint,331,41.9362
1291,Bal2Constraint,332,41.9362
1292,Bal2Constraint,333,41.9362
1293,Bal2Constraint,334,41.9362
1294,Bal2Constraint,335,41.9362
1295,Bal2Constraint,336,41.9362
1296,Bal3Constraint,313,40.6208
1297,Bal3Constraint,314,39.458600000000004
1298,Bal3Constraint,315,39.458600000000004
1299,Bal3Constraint,316,37.589
1300,Bal3Constraint,317,37.2761
1301,Bal3Constraint,318,37.589
1302,Bal3Constraint,319,40.6208
1303,Bal3Constraint,320,31.0908
1304,Bal3Constraint,321,0.01
1305,Bal3Constraint,322,0.01
1306,Bal3Constraint,323,0.01
1307,Bal3Constraint,324,0.01
1308,Bal3Constraint,325,0.01
1309,Bal3Constraint,326,0.01
1310,Bal3Constraint,327,0.01
1311,Bal3Constraint,328,0.01
1312,Bal3Constraint,329,36.695
1313,Bal3Constraint,330,47.6462
1314,Bal3Constraint,331,40.6208
1315,Bal3Constraint,332,47.6462
1316,Bal3Constraint,333,44.133500000000005
1317,Bal3Constraint,334,40.6208
1318,Bal3Constraint,335,40.6208
1319,Bal3Constraint,336,40.6208
1320,Bal4Constraint,313,46.1636
1321,Bal4Constraint,314,45.0014
1322,Bal4Constraint,315,49.418600000000005
1323,Bal4Constraint,316,47.549
1324,Bal4Constraint,317,47.2361
1325,Bal4Constraint,318,47.549
1326,Bal4Constraint,319,50.5808
1327,Bal4Constraint,320,38.6618
1328,Bal4Constraint,321,0.01
1329,Bal4Constraint,322,0.01
1330,Bal4Constraint,323,0.01
1331,Bal4Constraint,324,0.01
1332,Bal4Constraint,325,0.01
1333,Bal4Constraint,326,0.01
1334,Bal4Constraint,327,0.01
1335,Bal4Constraint,328,0.01
1336,Bal4Constraint,329,39.458600000000004
1337,Bal4Constraint,330,57.6062
1338,Bal4Constraint,331,50.5808
1339,Bal4Constraint,332,57.6062
1340,Bal4Constraint,333,54.093500000000006
1341,Bal4Constraint,334,54.093500000000006
1342,Bal4Constraint,335,50.5808
1343,Bal4Constraint,336,50.5808
1344,Bal1Constraint,337,45.34853333333332
1345,Bal1Constraint,338,45.34853333333332
1346,Bal1Constraint,339,45.34853333333332
1347,Bal1Constraint,340,45.34853333333332
1348,Bal1Constraint,341,45.34853333333332
1349,Bal1Constraint,342,45.34853333333332
1350,Bal1Constraint,343,45.34853333333332
1351,Bal1Constraint,344,45.34853333333332
1352,Bal1Constraint,345,9.97
1353,Bal1Constraint,346,0.01
1354,Bal1Constraint,347,0.01
1355,Bal1Constraint,348,0.01
1356,Bal1Constraint,349,0.01
1357,Bal1Constraint,350,0.01
1358,Bal1Constraint,351,0.01
1359,Bal1Constraint,352,9.97
1360,Bal1Constraint,353,45.34853333333332
1361,Bal1Constraint,354,45.34853333333332
1362,Bal1Constraint,355,45.34853333333332
1363,Bal1Constraint,356,45.34853333333332
1364,Bal1Constraint,357,45.34853333333332
1365,Bal1Constraint,358,45.34853333333332
1366,Bal1Constraint,359,45.34853333333332
1367,Bal1Constraint,360,45.34853333333332
1368,Bal2Constraint,337,45.34853333333332
1369,Bal2Constraint,338,45.34853333333332
1370,Bal2Constraint,339,45.34853333333332
1371,Bal2Constraint,340,45.34853333333332
1372,Bal2Constraint,341,45.34853333333332
1373,Bal2Constraint,342,45.34853333333332
1374,Bal2Constraint,343,45.34853333333332
1375,Bal2Constraint,344,45.34853333333332
1376,Bal2Constraint,345,9.97
1377,Bal2Constraint,346,0.01
1378,Bal2Constraint,347,0.01
1379,Bal2Constraint,348,0.01
1380,Bal2Constraint,349,0.01
1381,Bal2Constraint,350,0.01
1382,Bal2Constraint,351,0.01
1383,Bal2Constraint,352,9.97
1384,Bal2Constraint,353,45.34853333333332
1385,Bal2Constraint,354,45.34853333333332
1386,Bal2Constraint,355,45.34853333333332
1387,Bal2Constraint,356,45.34853333333332
1388,Bal2Constraint,357,45.34853333333332
1389,Bal2Constraint,358,45.34853333333332
1390,Bal2Constraint,359,45.34853333333332
1391,Bal2Constraint,360,45.34853333333332
1392,Bal3Constraint,337,38.29639999999999
1393,Bal3Constraint,338,38.29639999999999
1394,Bal3Constraint,339,38.29639999999999
1395,Bal3Constraint,340,38.29639999999999
1396,Bal3Constraint,341,38.29639999999999
1397,Bal3Constraint,342,38.29639999999999
1398,Bal3Constraint,343,38.29639999999999
1399,Bal3Constraint,344,36.695
1400,Bal3Constraint,345,0.01
1401,Bal3Constraint,346,0.01
1402,Bal3Constraint,347,0.01
1403,Bal3Constraint,348,0.01
1404,Bal3Constraint,349,0.01
1405,Bal3Constraint,350,0.01
1406,Bal3Constraint,351,0.01
1407,Bal3Constraint,352,0.01
1408,Bal3Constraint,353,38.29639999999999
1409,Bal3Constraint,354,51.05853333333332
1410,Bal3Constraint,355,51.05853333333332
1411,Bal3Constraint,356,51.058533333333315
1412,Bal3Constraint,357,51.05853333333332
1413,Bal3Constraint,358,51.05853333333332
1414,Bal3Constraint,359,51.05853333333332
1415,Bal3Constraint,360,38.29639999999999
1416,Bal4Constraint,337,48.25639999999999
1417,Bal4Constraint,338,48.25639999999999
1418,Bal4Constraint,339,48.25639999999999
1419,Bal4Constraint,340,48.25639999999999
1420,Bal4Constraint,341,48.25639999999999
1421,Bal4Constraint,342,48.25639999999999
1422,Bal4Constraint,343,48.25639999999999
1423,Bal4Constraint,344,39.458600000000004
1424,Bal4Constraint,345,0.01
1425,Bal4Constraint,346,0.01
1426,Bal4Constraint,347,0.01
1427,Bal4Constraint,348,0.01
1428,Bal4Constraint,349,0.01
1429,Bal4Constraint,350,0.01
1430,Bal4Constraint,351,0.01
1431,Bal4Constraint,352,0.01
1432,Bal4Constraint,353,48.25639999999999
1433,Bal4Constraint,354,61.01853333333332
1434,Bal4Constraint,355,61.01853333333332
1435,Bal4Constraint,356,61.018533333333316
1436,Bal4Constraint,357,61.01853333333332
1437,Bal4Constraint,358,61.01853333333332
1438,Bal4Constraint,359,61.01853333333332
1439,Bal4Constraint,360,48.25639999999999
1440,Bal1Constraint,361,41.149100000000004
1441,Bal1Constraint,362,41.149100000000004
1442,Bal1Constraint,363,41.149100000000004
1443,Bal1Constraint,364,41.149100000000004
1444,Bal1Constraint,365,41.149100000000004
1445,Bal1Constraint,366,41.149100000000004
1446,Bal1Constraint,367,41.149100000000004
1447,Bal1Constraint,368,41.149100000000004
1448,Bal1Constraint,369,9.97
1449,Bal1Constraint,370,0.01
1450,Bal1Constraint,371,0.01
1451,Bal1Constraint,372,0.01
1452,Bal1Constraint,373,0.01
1453,Bal1Constraint,374,0.01
1454,Bal1Constraint,375,0.01
1455,Bal1Constraint,376,9.97
1456,Bal1Constraint,377,41.149100000000004
1457,Bal1Constraint,378,41.149100000000004
1458,Bal1Constraint,379,41.149100000000004
1459,Bal1Constraint,380,41.149100000000004
1460,Bal1Constraint,381,41.149100000000004
1461,Bal1Constraint,382,41.149100000000004
1462,Bal1Constraint,383,41.149100000000004
1463,Bal1Constraint,384,41.149100000000004
1464,Bal2Constraint,361,41.149100000000004
1465,Bal2Constraint,362,41.149100000000004
1466,Bal2Constraint,363,41.149100000000004
1467,Bal2Constraint,364,41.149100000000004
1468,Bal2Constraint,365,41.149100000000004
1469,Bal2Constraint,366,41.149100000000004
1470,Bal2Constraint,367,41.149100000000004
1471,Bal2Constraint,368,41.149100000000004
1472,Bal2Constraint,369,9.97
1473,Bal2Constraint,370,0.01
1474,Bal2Constraint,371,0.01
1475,Bal2Constraint,372,0.01
1476,Bal2Constraint,373,0.01
1477,Bal2Constraint,374,0.01
1478,Bal2Constraint,375,0.01
1479,Bal2Constraint,376,9.97
1480,Bal2Constraint,377,41.149100000000004
1481,Bal2Constraint,378,41.149100000000004
