,index,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,365,1118.120395421282,1928.2380035018641,1629.9578479461002,205.83697535398568,0.0,21.032716328646515
1,366,1460.9202594841522,2293.9777530023985,1416.777265363411,368.3238762355042,0.0,0.0
2,367,1285.578213863909,2319.423059923004,968.9643838075368,349.2311893936673,0.0,0.0
3,368,1457.7951815324946,2295.8283310788233,1298.989145594114,213.23098253169456,0.0,157.2831636998323
4,369,1422.0932148111826,2556.093867292435,1254.6538592372424,206.27209388240144,0.0,34.97156351784597
5,370,1331.4622300583355,2348.839638732942,1668.4072132294125,185.38486143013625,0.0,124.05814371264108
6,371,1719.5261541255686,2281.1491071887694,1727.2128447652979,216.3443797356499,0.0,0.0
7,372,1486.3166056572845,1833.5099535133238,1702.863927719671,231.10207170773955,0.0,0.0
8,373,1923.0223963910892,1974.6665148899328,1632.9134695719292,217.164829965281,0.0,10.099618592660383
9,374,2098.4608643695487,2041.4023903982431,1493.7542417695677,220.53986075106442,0.0,0.0
10,375,1468.9226781786338,1912.4122567024715,1820.8740188593915,372.95529582719314,0.0,0.0
11,376,1795.6668797325256,2233.318818465693,1428.878662182847,330.2475671654989,0.0,0.0
12,377,1887.07955882178,2200.0008711343307,1592.6335927630635,214.4056057112201,0.0,49.3339200537925
13,378,2550.8260322227075,2430.6223558048164,1510.8611885464277,363.67482553464066,0.0,0.0
14,379,1887.227939380773,2281.807211292653,1486.7643274243994,227.44011090886403,0.0,0.0
15,380,2102.915819295703,2465.7114102942933,1469.4912029876496,197.38800210583813,0.0,82.33252005499978
16,381,2014.8471718411447,3036.6159091250383,1056.6317605417692,219.19509496319287,0.0,71.70675854437522
17,382,2519.104809846798,2646.9875227982393,1247.2322286300025,202.33258872682185,0.0,0.0
18,383,2656.127668397829,2707.3758262443307,933.2228209323492,189.92453966031283,1.199579325035419,9.524613851208336
19,384,1863.8207009853393,2628.146340882825,1682.4973315607833,314.18659725006563,0.0,0.0
20,385,1361.5259656481678,2255.7239273645882,1820.3921677094293,292.70561784948825,0.0,0.0
21,386,1171.263711362308,2426.096163116533,1686.4734394803436,389.620556831396,0.0,0.0
22,387,2051.6636957857113,2626.970952397373,1863.7333958589425,219.6048376451856,0.0,69.97415111803656
23,388,2363.911361363924,2364.149027605321,1503.101918301344,195.4837075919884,0.0,0.0
24,389,3023.7181280092896,1981.7436831432306,1112.486316450122,210.47114816754242,0.0,7.8174981057195305
25,390,2549.605344026033,2093.681869723262,926.9793921587384,146.2971412998881,0.0,0.0
26,391,3496.2027831858836,2083.81797668926,952.7558197513248,191.95608412976128,0.0,0.0
27,392,2536.041961067258,2351.388963246385,1281.9037715072022,195.2202998082934,0.0,0.0
28,393,2977.5857160306145,2138.9352899140677,1044.0453862708482,188.4413848521798,0.0,3.8186135431794312
29,394,3384.127154183051,1421.7481520714869,1183.5728959252033,208.3797622372944,0.0,19.644029174463405
30,395,2921.576856796209,2259.5083525030695,1012.7516235914314,226.96885509042056,0.0,0.0
31,396,2852.3019926882566,2707.8192460516425,1545.6579003300742,210.027373249526,29.34617197872848,19.039454469433068
32,397,2096.8076304079973,2586.8383980548842,1432.816340962521,188.76362930562343,18.982920228673663,0.0
33,398,3588.9910643301428,2310.8504354058114,1549.9800476976777,234.67274510198152,24.668002270225173,69.22547101189994
34,399,3125.974389272517,2320.960355484006,1489.7770144278575,237.3666792053456,55.4107110577939,94.54417332918146
35,400,2757.5631220828245,2353.7865174344056,1385.5545473783802,264.67476763634687,16.36744446864047,0.0
36,401,749.8547611742406,2095.0854221783798,1320.4100108382816,253.193744566058,32.162096941764595,67.09182378082369
37,402,1946.4241909649163,2394.004753845611,1396.8345527692318,358.07693592438017,35.200717410922344,82.42283644132164
38,403,2132.6345209091514,2483.5940791664025,1742.7859601753878,249.42122057674072,28.778383634181427,124.9616338158238
39,404,1856.480163065416,2428.5877838382257,1700.4061058112204,291.6942636280447,39.44761777721165,41.899080728919294
40,405,1255.8558135576466,1967.2693688700538,1696.8892995902672,245.18711152062596,31.392682043980642,102.40473760629118
41,406,1553.2917003376667,1853.0223231178447,1576.8807453373554,247.1989179110532,35.92122606531113,115.98066641660736
42,407,1521.0530049574966,2143.6141362696635,1864.2080718618495,249.50839404714336,37.83124857727069,3.542988771011558
43,408,2109.9174819537798,2378.2186212104934,1845.7383896614149,277.08671673393883,33.87302692049525,47.13673001236268
44,409,2258.0453412780757,2174.0058307936733,1465.7094391299645,263.895794873604,32.616380497043,60.86990811730546
45,410,2478.6801383097268,2165.5412741960727,1633.9713712860453,323.52905338457265,33.24252706944044,124.59407768469863
46,411,1118.301337435053,1768.4874673349211,1827.5588422223173,314.3648796993981,31.827847707983818,117.3136942117583
47,412,2036.0286198184729,2372.2184741968504,1666.8515924400185,330.55073355834253,28.74800824844273,0.0
48,413,2869.661209432656,2582.6116733618233,1556.5431345879983,304.34256211957444,37.57251199952198,11.511123189479045
49,414,2638.9329711045802,2611.285155043298,1565.005937807622,296.8200544704386,31.366423158811344,36.7059587109442
50,415,1986.3709986905133,2805.383172258355,1403.9350930107755,351.3024825966085,41.96765384558679,0.0
51,416,2390.221316090196,2525.090299565094,1556.108957586206,266.7592516938991,38.51730301807624,0.0
52,417,2343.7027741549514,2473.3708478935173,1434.3619693152866,144.99452135251738,39.09432279992059,0.0
53,418,1445.8808079923795,2503.4432736966605,1422.8761581191222,131.88532361898658,44.12006257000162,84.11361572984144
54,419,1880.4055218778485,2603.922800179561,1009.3998715901236,202.8321504480137,0.0,0.0
55,420,2023.101210757658,2249.6706660295386,1165.943121789579,167.8528495303429,71.95586458086571,0.0
56,421,1976.7731230053973,2548.6895365624196,1538.8506711965424,198.10597958556656,48.734068145042976,0.0
57,422,1904.0543226422064,2771.437669251103,1474.2570539906994,198.27157962403217,23.891872646408835,31.901271318575485
58,423,1771.2113369415015,2556.719727854878,1749.7804841001755,191.94858369418088,33.7671769691622,74.54347753601536
59,424,1881.6641155395075,3041.69893125407,1372.322166992871,57.72503309873149,0.0,16.322248234716174
60,425,1497.8294792186944,2736.2749349131814,1649.1778880276022,69.45790904074778,0.0,109.51615658698393
61,426,1256.0074152449174,2717.2049423902017,1784.6304845321745,114.1987136941477,0.0,126.90215940293812
62,427,2123.619899381396,2636.958788993577,1983.8842613498925,38.26441974644129,0.0,119.463167853222
63,428,2651.3589038023765,2123.6935224478652,1798.0845462316931,8.282916576688464,0.0,234.64058092489879
64,429,2907.029744618626,2165.155078176487,1840.6061592800324,179.24995686592732,19.74549479240438,303.8290937384711
65,430,2682.238527253663,2450.125311368563,1992.6506206076374,25.420661109794175,0.0,81.65763405728026
