,SHA_otf,ORO_otf,YRS_otf,FOL_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,ISB_otf,SUC_otf,KWH_otf,PFT_otf
21,37523.7891906567,25891.71650726103,49243.13445603082,37076.09711447368,8005.479338584888,3958.574291962077,12508.561466538888,7234.678527451711,2017.8817697976513,1112.7287947210452,2295.951929171574,18516.367968682487
22,36421.73471661871,26268.54463948132,49243.134456030966,37280.61096274342,8005.479338584888,4186.106482361006,12508.561466538888,7300.813171309787,2098.8737746794295,1182.8386536476191,2427.419089486069,10844.800133171915
23,37138.29897483257,37955.679940718685,49243.13445603082,41828.19266844277,8005.479338584888,5246.1375669483805,12508.561466538888,8541.752027073,2445.675743011887,1428.2748396040943,3414.9389682235415,27036.07901217389
24,52926.39073722547,48273.29622998925,52396.11686539315,57776.79694392475,8005.479338584888,6949.273009668304,12508.561466538888,9983.62888413449,2964.7160038689385,1804.1285475477914,4526.764127300475,28929.91937658344
25,58907.18406901876,48601.162349246435,52396.11686539315,60788.82352507591,8005.479338584888,7044.369505336033,12508.561466538888,11832.908279059526,3100.4921191299322,1862.9874545345979,4618.969213756113,16601.250212223746
26,63236.119032889095,48500.57227676023,52396.11686539315,58127.042259898444,8005.479338584888,6681.639636024475,12508.561466538888,10333.021764936935,3066.9602757577723,1800.1166900540231,4440.028803372971,12961.340446359653
27,63676.866245403544,45904.70652152014,52396.11686539315,54149.27472651178,8005.479338584888,6050.381798727723,12508.561466538888,9727.067874748163,2944.7923793342957,1699.2444655645788,4183.139233244426,11199.440254660261
28,62889.54640892775,42643.51264844999,52396.11686539315,49786.09234144031,8005.479338584888,5512.578725851583,12508.561466538888,9046.478611654718,2823.734880481697,1585.107288332715,3893.3402642236124,9858.099190690484
29,61476.544563722135,39338.50861544379,52396.11686539315,45577.06894947382,8005.479338584888,4959.6622699548925,12508.561466538888,8421.680426303123,2696.1503697771823,1472.0150697792521,3610.370392521202,9293.332120589017
30,60160.327567711836,22905.960629238933,41778.691359323624,36552.193180868046,8005.479338584888,6680.061352346637,12508.561466538888,26275.261656037696,15.010273759846665,1283.840736789705,3383.56377920717,9461.625998583313
31,59928.21443934356,29976.42597724154,41778.691359323624,33876.013472630824,8005.479338584888,12508.561466538888,12508.561466538888,69722.62426273285,15.010273759846665,1471.9917989471676,4032.1564226576693,28748.75755465483
32,68641.98526914381,51721.44055919681,41778.691359323624,45542.20133596133,8005.479338584888,12508.561466538888,27591.638795061685,144999.7434292181,15.010273759846665,1782.6038781183931,5115.06988404543,51017.036680277815
33,69583.46426392242,54136.23288923691,41778.691359323624,45769.51011633374,8005.479338584888,41800.7296466708,29156.092065723486,100460.67013287569,15.010273759846665,1998.9413280103013,5503.767045277111,28693.46399370478
34,71594.41733973808,54235.81523924575,41778.691359323624,42381.651125685195,8005.479338584888,25321.314787357416,18013.987541644103,55060.82221309661,15.010273759846665,1918.142769263779,5503.767045277111,17887.836273048746
35,75518.77926502946,60785.53634850235,41778.691359323624,40801.34290234688,8005.479338584888,39039.9417199298,37683.21287496791,53198.982689495926,15.010273759846665,1880.297433470788,5503.767045277111,25793.941054071107
36,79054.10846852577,63664.51782455053,41778.691359323624,43420.14227590556,8005.479338584888,61683.191084647435,52439.61983328149,93302.88375156562,15.010273759846665,2108.426029921779,5503.767045277111,32906.58964847899
37,79054.10846852577,61518.61286801345,26207.647366144643,45733.08301376934,8005.479338584888,62258.4716246987,49333.952675388246,81005.47818733893,15.010273759846665,2393.7788693918123,5503.767045277111,32227.140821652396
38,76039.82423217184,56750.450624954756,26207.647366144643,43614.582463298844,8005.479338584888,42325.77831805984,27259.181682193408,63880.056398960136,15.010273759846665,2435.8462380984633,5503.767045277111,22229.19725563851
39,69113.04149725997,52855.07799432125,26207.647366144643,40261.09309743937,11076.006115546827,33100.55884696874,21005.959755414107,63749.80996386192,15.010273759846665,2357.637223786136,5503.767045277111,19123.902655467366
40,62216.93269536494,48689.199785481615,26207.647366144643,37357.03528667004,11139.992069245263,32556.374552325553,16410.290435063456,67202.9522992376,15.010273759846665,2295.070012336275,5503.767045277111,19125.70400766099
41,57170.10705079746,46869.3455584862,26207.647366144643,34733.18769428037,11944.453377104874,29902.82827749501,17044.588544382717,71572.47521760783,214.7089838985168,2143.0483825649194,5503.767045277111,18724.96860823737
42,54465.94349058491,42937.11890320088,26207.647366144643,32746.969272285267,9967.009046415948,26482.241282595965,15919.60699200517,69400.97746233888,361.9433417124717,1988.4565094872517,5503.767045277111,17843.35072950523
43,54727.53008664749,45122.58984321177,26207.647366144643,33622.46004160733,18935.110871279812,46451.21354221079,35630.71993632178,84692.58588802176,1628.9764163141733,2636.0713319975544,5503.767045277111,26068.24238211736
44,52710.90829088734,42697.546581302304,22377.6784558507,34520.83998387966,14371.024267504661,40050.569695695194,26511.188628750904,91864.9113996092,3178.2348563688056,3202.1917354339553,5503.767045277111,28312.360618889936
45,49894.063498166135,40365.4811884368,22377.6784558507,33255.97182156541,11797.568961239393,32706.67307179847,18720.09298409391,91863.41284065056,3771.450017796443,3202.1917354339553,5503.767045277111,24054.74942057232
46,47094.62118826743,37259.524835277334,22377.6784558507,31469.994982694687,10578.563816166396,29083.96048174639,15602.457937345596,76824.80478154194,4119.681451844935,3202.1917354339553,8779.382385397132,24549.859963663952
47,44099.972100141305,34427.91060540561,22377.6784558507,29353.56410564726,9699.349625068042,23372.616741778547,13011.410000220782,69960.63884560722,4255.092204701007,3202.1917354339553,6929.356646339131,20871.108996954572
48,46376.42182299999,36606.517801301416,22377.6784558507,27737.970647824775,12239.969775910353,34111.87179260723,19558.347318842,61543.23971220375,4361.906436171443,3202.1917354339553,7155.426625841456,23970.007487564937
49,45840.23807444717,34692.239907666684,22377.6784558507,27731.178719984684,13508.227654117673,29809.53954127034,17774.629764542555,75031.61169176098,4455.086812845429,3202.1917354339553,10084.466440384653,25491.183406947315
50,48157.04704033876,37902.05635586189,22377.6784558507,27444.921443037994,14292.166989838022,39781.068902157895,32908.02522179107,73966.39632582376,4603.150619686311,3202.1917354339553,7851.924644699406,29538.610941126393
51,47177.44069548237,36406.68812919301,20914.90466755299,28108.73336399444,13685.590398052958,42118.47001533868,35068.229160133065,106436.03509035526,4603.150619686311,3202.1917354339553,16076.257079113997,42003.283215396536
52,45422.419106721754,37106.299200480425,20432.87964399538,28171.384243560307,16932.166390486465,42470.89412996463,28420.06690113617,93421.1419091089,4603.150619686311,14053.12009358059,25937.058602821442,45910.85810513983
53,43591.699051383606,35151.63522443376,20047.259625149287,27753.37324553913,14038.568318848556,33867.59956703702,20904.23270014594,80099.58741999764,4603.150619686311,11487.552896238958,19246.364882409012,38543.54011153891
54,41018.65211332778,32598.60064213907,19738.763610072412,26533.97522422813,9515.525659351933,29244.62441635533,17194.187155071173,75352.81203284637,4603.150619686311,6423.579278640101,12054.64591201501,30765.67075408765
55,37882.31651464993,30141.48537062849,19491.966798010915,24782.768652211125,9548.360814774891,26534.068358276312,13747.435164808212,75708.03267361395,4603.150619686311,5050.411829423477,9571.449730422948,25384.19937245653
56,34867.52486435424,27874.52311214529,19294.52934836172,23042.907170255094,9187.174105123497,23186.039269329664,12508.561466538888,71473.25186721774,4603.150619686311,4268.5256352463175,7992.851039029283,25097.471045554154
57,32251.554546430438,25742.33893796051,19136.579388642356,21222.3711423533,8292.416119851037,25507.892259806533,12508.561466538888,31851.374497902067,4603.150619686311,3669.0208220517443,7073.573111770472,24255.92670676447
58,28342.793432992297,32120.315396437356,35795.043745996816,24461.273463237558,27059.647612645047,50331.28824494185,12508.561466538888,130139.51633168009,6874.914602375238,5438.710516502261,5503.767045277111,23110.007575809603
59,26027.853256904895,28408.039947724956,45318.46997942739,25608.810461297013,30284.02365370791,57225.886049236215,12508.561466538888,100853.06373686873,7677.0968114649,4991.523413693964,5988.368526591178,25192.08297851967
60,25183.947126430394,25441.557948354697,45318.46997942739,29907.794329943295,41649.14262793785,82417.73288029579,12541.788511675375,115311.09192974833,7478.318930973959,4648.643163576404,9096.187061990526,29813.003993269318
61,24792.75486100877,26585.23945548589,45318.46997942739,34000.10234482452,35374.00009880767,69085.20575625553,13981.41304701899,116438.4587285081,7897.023248613187,4356.111849649832,7373.2648605992,26951.24624035672
62,34106.45412653038,47014.62227450855,45318.46997942739,35832.47125414277,30271.548221244473,63118.71571732026,13104.646693885072,140977.3170776398,7908.900348920401,4345.584580669332,6845.618607297012,24119.450845103427
63,46415.89079377763,77804.03618124456,89773.62468725108,37947.75935138131,41599.24089808387,69762.88116808516,17720.35055294544,132275.87243044996,7426.478265528412,5702.059264239896,6950.951415281053,24661.045860985192
64,52851.368209635184,107229.49535384214,89773.62468725108,47333.000271824574,73037.33070605218,133375.97743505324,25857.611830378486,173805.3140010984,7365.88742047807,4222.977972479944,12006.905066325919,37346.85233379656
65,53490.92556259772,81203.19094671514,89773.62468725108,50452.592155823004,47375.36612867496,82948.08755042341,18089.896701787045,181053.37511499895,6693.220374766218,3948.524777962392,9525.589387965074,30427.81924594201
66,52158.519838724744,77171.63404224566,89773.62468725108,51130.2137668713,39615.647136390726,81916.8423585087,16039.277875862239,163323.4057823636,6864.2291354223735,3795.8793777451747,8486.047515787626,28409.499574868143
67,57984.82148450371,84232.14638930392,89773.62468725108,51604.29785029335,39341.18762219396,70145.91509651055,15452.351639466851,174531.8022362854,6949.322487285847,3747.018458056939,8539.993224043483,28365.489815841087
68,68464.667201095,149428.62862873258,89773.62468725108,51893.41777662754,36858.57656196173,66462.89655395794,15459.597642385292,168936.34430788216,7461.53099243662,3785.352108764675,8785.309569899324,28368.317955599538
69,79054.10846852577,126097.57802782192,89773.62468725108,51635.92850581605,31993.157901204755,72252.60170285068,14727.751347620639,144675.82018780045,8093.300255572436,3774.0807351461804,8375.2023186799,28240.529760808073
70,79054.10846852577,197524.92512259938,77530.92105114514,52200.567482490755,34974.78625997631,61468.72341025676,14271.253163757521,232232.93321411745,8756.1453979292,3789.8716386169267,7288.4085432216625,27224.631384853878
71,79054.10846852577,204908.7016988572,77530.92105114514,75444.15994980268,41249.92878910649,73210.18652391438,13546.652871911308,230002.31373800515,8101.5272437549565,3710.1730166252,7839.08999204505,26751.08118233756
72,79054.10846852577,121136.55046641109,77530.92105114514,118752.87428983138,43894.72047136409,65593.70417791561,14945.131435174537,183811.54473074793,7747.6919480377355,3598.148483053979,8239.549754080404,28356.25449370512
73,79054.10846852577,93256.71219064755,77530.92105114514,271867.2626032012,105460.97967863522,119778.2729759493,28342.99083141109,229457.5931881148,10389.839851117533,3766.5847867419493,9688.608121358058,35432.19551201218
74,79054.10846852577,76918.87193796743,77530.92105114514,148102.92150503612,64728.692685374874,100184.61432956952,20633.24372616729,239104.9219513335,10295.132170784349,3662.056201574966,9917.583076667766,33408.13002182303
75,79054.10846852577,66315.3676547608,77530.92105114514,108816.85873618242,55110.13425603209,99816.31247531429,19394.177227110322,227799.51015795502,11364.053033363129,3730.483449948198,8492.1506610305,29006.506373252796
76,79054.10846852577,63453.79792083627,77530.92105114514,110523.20422998125,52365.53911406653,88531.54366093306,25422.851655270802,242433.34882218117,11679.416874446391,3730.483449948198,8846.539935636445,33266.112866301606
77,79054.10846852577,61804.49072319039,50647.8292674243,120422.19496686588,137360.6604877521,328104.53381689347,152198.9187166851,532752.7040974152,11996.924234475433,3867.337946694676,11980.916186595729,67714.26653442433
78,72942.26739918628,76371.34676095977,50647.8292674243,106422.22127192235,88681.52301525525,191361.4213690012,60805.08390612163,602055.1894518364,12448.673589625085,3865.105632780684,20783.748562892564,81335.77214035759
79,65752.42051879219,77578.35236061577,50647.8292674243,88492.47216203416,62932.23041063375,120942.10683539585,42378.498484472344,286994.64904507826,12887.48827391678,3877.1211110371737,12492.221049351785,51916.120234120164
80,58944.47810730846,63193.04024312011,50647.8292674243,88076.13637995871,64242.15081929899,133405.44158339378,43291.49485219858,388729.45396901347,14976.698548439754,4259.878219549364,18169.14324802201,61877.94389990268
81,52776.89616545146,59406.960374482005,50647.8292674243,134547.2456112648,82905.3977846644,163576.72948398459,72572.5926457042,477105.5446851695,17200.147199691393,4996.787048184217,18893.67243166083,62055.39745682947
82,47358.650535489876,57309.68994437074,50647.8292674243,130628.5862371953,72800.29748924596,161970.93339943155,52551.8865819932,446231.09265624534,19376.045504844853,8411.342721055515,25968.660973561873,78757.2963676534
83,42993.62314110276,54343.23639495873,50647.8292674243,136821.61688988193,75956.58190250631,150214.7382116038,46820.29827348958,346510.8469255011,15699.671529394996,10594.262825232845,17328.256574538816,61181.51676249229
84,38188.738509618954,51171.061474006885,24727.904593474155,116012.1880244296,66200.79371606527,135792.03759896776,45298.63766061252,306184.40717496484,15121.0026485318,8234.66636432532,15224.365366305103,53070.45544531582
85,34108.1722035411,48298.53616311422,24727.904593474155,92375.11185132927,57118.67888265234,103484.59894369652,33081.876740085296,291910.9499813611,15680.26266457136,16740.69970056764,14161.197542487254,51044.31467229825
86,30358.842981835653,45309.4369432528,24727.904593474155,82650.91939324429,55571.72525718087,100759.16522220761,29553.07331879418,336923.2499546551,12616.089121234438,11313.892541120955,13239.785428511788,49120.42245322144
87,28846.957349499327,42076.96290156383,24727.904593474155,75506.57444169615,52440.391708847616,106887.70807701527,29183.527169952693,314019.8293598117,11530.88227847925,8056.50189470575,13677.258752137663,50211.61559722978
88,25956.996909598347,39079.19871620279,24727.904593474155,82560.23867763075,52926.93357492326,98416.76542914433,29415.399263343472,283494.0239463487,12330.684868661152,8899.427517783575,16024.694037869596,58140.13920225238
89,25522.896591739333,37435.51380354872,20457.96571442865,42194.03614840073,24954.344283388808,44022.11842194187,18616.109384514046,41615.11801719727,5054.2189295286435,4763.723714234299,5503.767045277111,10417.698480400777
90,25099.372167103076,35079.722062634755,32928.87837905913,39552.818233296195,19270.084624568102,33600.002344979905,20861.320655249918,42756.06600983132,5726.602984082135,3079.9979419767187,5503.767045277111,8426.480871043139
91,26161.942993279936,42945.429127718264,35485.05270934452,69604.57662496685,46769.07566939714,93276.66078965507,62687.845914539765,79309.85500706079,6031.792627754206,3162.3967177455006,5503.767045277111,31259.360023226905
92,26367.817901365717,46516.01539837919,35485.05270934449,132767.5449713529,91925.59588629413,152634.881362935,74929.65359781848,126471.06894653545,5832.5393349140295,2896.9388761571863,5503.767045277111,51064.43048611621
93,25512.165136362757,45920.15757587384,35485.05270934448,97568.3752463137,56101.823561121855,96588.25275788803,54407.9780425445,109019.90592281899,5868.646328923438,2725.3637059988773,7187.732064459395,31724.545677122973
94,24704.79356087027,43275.236331005035,35485.05270934452,58981.10803417927,32058.761442709958,56696.619693495166,29673.07685286133,63413.054201461746,6121.086619947748,2911.3300876536227,5503.767045277111,18044.553925531443
95,23653.312846121447,41409.717468014176,35485.05270934449,47831.09146912872,26548.251443335823,43522.51012523846,23227.59548968458,51504.15000775836,6279.580999346367,2831.69651428295,5503.767045277111,14968.277735827009
96,23181.655734546184,38451.84022196648,35485.05270934448,46611.87381060597,26758.771321380806,45020.19939957085,20082.334603559924,46329.77895943904,5596.077984020107,2579.743830524487,5503.767045277111,13246.454809133656
97,22835.94614073687,35375.5121115129,26755.631458676085,40025.98525050407,24552.769226255376,39117.66448122092,17804.009807219325,47034.726370803975,4835.800921153616,2410.9958629518665,5503.767045277111,11934.346659605808
98,22345.536752801076,33830.589427843304,26755.631458676064,41598.63057583408,23644.650619805383,39258.025350405485,16463.81875054838,45689.39893204863,4603.150619686311,2393.033324788952,5055.248039096656,11990.681236891698
99,23844.156160291757,34342.510147472414,26755.63145867611,44076.220383850115,25271.23909259121,39081.71555001981,16212.532927422537,40824.59391346798,4600.381994177569,2484.2537200543575,4363.665253918809,11178.21750467767
100,28847.47757414385,35515.503571287074,26755.631458676085,47038.06368590081,24482.859107884502,41387.48785811379,15701.585087066735,41704.403849801514,4271.8570784132635,3331.041575233336,3752.6315781070593,10853.717487162361
101,30116.91017669209,33977.473926400526,26755.631458676064,45366.20786941558,24389.900280971688,36183.717881885845,15035.677655783378,42223.58053818607,3992.2508314838,2645.195453923979,3297.078598666226,11417.563558638045
102,29348.310394586915,32151.231797177144,26755.63145867611,42664.46925218525,26594.92185497855,38313.60537035345,18306.5814534709,44373.82386810769,3738.47744996736,2877.1613702719187,3069.3120898501284,13176.613777823082
103,28979.457936077164,32083.58657242626,26755.631458676085,46995.48342242261,26217.712749111746,38605.34981982704,17632.297828083312,41364.655325442516,3386.374799782436,2457.775282222202,2899.1997658881364,12336.715717617406
104,28780.627851095538,40086.62918225243,21819.75578375239,58912.508476903386,34490.06782322337,48330.287800524755,22946.992987194048,40909.220340173284,3213.413233966701,2231.0794303326984,2692.7075652564477,12415.366801903509
105,27354.73200908463,38085.04964550282,21819.75578375238,55053.527370553646,32757.366222420387,55675.524774356694,22180.5712266604,50985.87308126621,3240.9316199809796,2077.2459836071203,2574.710743561342,12570.863087561089
106,25734.971294571584,35299.51642123465,21819.755783752353,44032.457829857325,26315.319517370048,43286.078327345116,17896.147942365387,46809.88837505836,4815.5851255827865,2005.9193065084055,2367.3731137659724,10734.465185601828
107,24303.794972723917,32829.74305001622,21819.755783752385,38914.813107120826,24423.798387882947,36436.17809256878,16380.056809506434,40277.516920004775,7183.782757522714,2095.0107958007325,2193.6410045500265,10790.37854138036
108,22865.69110736558,30588.41316165519,21819.75578375238,37806.91279132843,23446.75018418065,37177.858484859,16798.86651471606,42844.80449194425,7042.284845347262,2281.011635570027,2101.265046891722,11623.835113717576
109,21543.649409988586,28764.87071178123,21819.755783752353,37617.423988633804,23954.547310160287,34875.16059011044,18490.85772376314,45230.05826754877,7320.263580668525,2637.482269464804,2075.974236293641,13049.535922292274
110,20400.49533904325,28195.621113967067,21819.755783752385,39381.631230794184,23902.24843605281,39126.88772125763,18172.562347803803,45064.14348173987,6953.382699947395,2977.9215452004687,2080.7975301227966,13754.910073163433
111,19093.424196660166,26924.977159744103,28924.584384571415,37501.22353892789,22201.292901737055,35602.644309921365,17037.58804668556,45036.04262784758,6701.952997410458,2980.050543099189,1982.6634998388959,12870.277275261924
112,17983.921017157238,25974.542369202954,28924.584384571393,36250.15586672519,21719.040385220815,32818.806348596736,15584.3183696081,43803.20472240717,6576.841178066858,2777.5064051738323,1903.8002046092429,11606.61636077894
113,16955.761895176387,25009.047295291544,28924.58438457143,37001.12201051172,21956.08539384822,35607.910905850615,16417.749682975234,43254.446049103244,6376.807654004196,2489.0235639231137,1808.7063982103664,11765.824945350607
114,16112.686163178952,24344.882300763096,28924.584384571415,37470.16719323788,22997.669917705374,50066.633324577306,18147.43376549123,40390.950954550724,6425.653958559246,2270.9600078355716,2338.9665709219353,12709.120354915012
115,15579.559891201581,23809.84771862498,28924.584384571393,41041.10515175121,28399.940278825172,46351.91570961836,20488.580017613323,41576.33182822436,6429.98469900174,2232.8013488112183,2951.4049141180103,13623.576112845378
116,15180.515267205566,24011.932789844926,28924.58438457143,43811.4672696621,32004.59072261403,50261.16372033663,25066.170095554982,40929.983280782784,6338.4039348816,2302.01056356719,3573.408633329853,16604.383619902546
117,15065.487322345722,24643.979937194457,28924.584384571415,48964.71961182515,32047.93757452726,54841.24057821988,30950.446453750897,45207.93335888835,7177.874201388102,2370.4056194827467,4427.713336738656,20037.271282973605
118,14939.583749235613,25459.78142334108,29181.46346436344,48966.59841469858,33494.08399364122,55507.720069761315,33329.28557934179,86374.51480676689,6698.5472342085395,2418.511229516097,5486.220812213419,23169.420297726636
119,12313.349740573629,24834.047846403344,29743.506205344096,55167.16734207576,34512.50313781251,32087.058853802726,30506.576078224538,56175.048629749734,65999.11845858414,2705.5552677496225,9921.61132242347,26591.833843158125
120,9962.942164955495,28618.175559932988,29743.506205344118,53138.101203279206,30689.33188237973,35278.41904340554,29970.745829701405,58199.45489061462,65181.31358994007,2564.9641133974615,10201.612640454485,27971.39173328449
121,8016.139341660039,39876.011005954875,29743.506205344074,50356.567619876245,29566.88387180729,35452.69557974942,27768.97742374478,55012.33656100193,7298.2209172214225,2576.1145397160167,9616.329395323964,27252.425727540576
122,6700.851179074644,37891.160104868584,29743.506205344096,46614.65154115613,27206.21967019951,32128.99306519066,26075.3094191628,49921.91258336373,7389.107695435105,2637.4248537518515,8951.803658547196,26148.281206103162
123,6294.673705950623,36334.84447014221,29743.506205344118,43183.93100748753,25182.793211678752,46226.720023010035,24705.647467631283,46291.44660348269,6933.517623464081,3328.787809691479,7969.296259275808,24362.398043631558
124,4502.127172622982,35062.79439079905,29743.506205344085,41295.018446342736,25031.791237162262,42436.20535753024,25688.71128768217,45740.3727860578,6941.409515615024,2815.1771193622717,7979.134657713186,24870.283911186518
125,2478.5864420047196,34111.406659285705,26383.018210925213,41589.63571062834,24800.254876236922,35614.52379206883,27231.42192663837,48351.046415556935,7123.302374500016,2595.4778946126803,8375.882420091782,26406.49267959036
126,2499.123645183686,33618.82696346366,26383.01821092524,40997.99017220958,28011.56353428737,35676.76541219169,29801.37902924315,52354.8655895266,7605.40634171696,2523.7894888204287,9210.82984406939,28689.484915596655
127,9733.407332453784,33734.87862669397,26383.018210925202,42550.26892146069,34147.27709880712,67115.00773622916,29944.972620936078,56480.79203968363,8315.007586204752,2607.5523959581287,9673.987631669796,30321.700095002365
128,13060.19085088564,32920.725468615376,26383.018210925224,40101.00587726284,34695.917606217045,53235.126448839816,31388.272311797155,53786.83037249187,8528.593471403585,2416.3327003427416,10124.809924997115,31214.534666496915
129,11871.888154246551,32849.441336571996,26383.018210925246,38929.76984966267,35853.5994108433,39286.77937931536,32584.885575904107,58760.12093398983,9223.00113950563,2288.30583037945,10307.244324765548,32259.687075388156
130,9532.59333488224,33674.36415847438,26383.018210925202,41695.17851067833,38632.0357419465,39697.574072126,33000.9388031166,56300.52789567154,8923.41135099068,2901.3880413270326,10643.205956774445,33011.94438550827
131,6373.8403417274285,31424.034829875338,26383.018210925224,40758.276630734224,39150.475854453216,37811.65298240446,34407.41962431296,56029.425721506625,9340.562450185344,2870.101925549675,11035.3396288339,34993.67297459193
132,4630.369981369878,30818.34137914052,26886.180708734588,40810.97198656064,39341.74502217413,38328.25842942388,35666.624966849966,61569.9643137015,9927.706556063275,2418.704794915754,11919.88052310882,37631.5586445362
133,3039.9395379263365,29430.14678229701,26886.180708734555,39686.281126724534,40444.05943614436,42342.84292734594,36303.591412051486,65531.296343711234,10687.445756084358,2251.7652131752343,12292.12587131309,38528.20907513871
134,5718.807493450965,33465.75888422564,26886.180708734566,41850.79762521594,41878.578194051,88656.83246073815,38067.21526899672,61508.73911060788,10049.24088545837,2249.7309610942243,11726.997407557767,35484.05473788434
135,18705.443988868607,33921.3033075414,26886.180708734588,42980.16380497758,43136.92798168832,78218.91276614083,38376.49377418124,59887.27052594602,10264.57479483787,1983.5266900866873,12207.86890624472,37682.2602349172
136,8689.978445655106,34227.461465266126,26886.180708734555,41986.55263915157,47133.44690722442,79999.02310165358,37905.21224247143,65760.78118030074,10069.218250789527,2023.4393971448483,11251.61677405521,37943.383159538374
137,11733.972102946147,32754.671723316013,26886.18070873458,45705.966928232774,46932.11094120251,79999.02310165358,38693.13605329874,66912.46327085084,10490.141217008744,2005.131128415709,11808.547143455877,36317.22164738381
