,MID_2020,MID_2025,MID_2030,MID_2035,MID_2040,MID_2045,MID_2050,EV_2020,EV_2025,EV_2030,EV_2035,EV_2040,EV_2045,EV_2050,BAT_2020,BAT_2025,BAT_2030,BAT_2035,BAT_2040,BAT_2045,BAT_2050,LOWRECOST_2020,LOWRECOST_2025,LOWRECOST_2030,LOWRECOST_2035,LOWRECOST_2040,LOWRECOST_2045,LOWRECOST_2050,HIGHRECOST_2020,HIGHRECOST_2025,HIGHRECOST_2030,HIGHRECOST_2035,HIGHRECOST_2040,HIGHRECOST_2045,HIGHRECOST_2050
CAISO_wind_cap,5070.805443501412,6072.391158145645,10267.028430868255,10402.820391517356,12706.956398205335,14610.682336226253,15327.015057396757,5032.624771173949,6049.4400596842,10598.467613465991,10550.958630066554,10525.907761430384,14835.761867891082,16154.392961601749,5071.029910495361,6064.2879001447,10475.317778308934,9483.905591041334,11067.102364129696,13616.028231246253,14990.623697863535,5200.606212344332,5284.121168669689,6044.512520600071,5541.7480106631565,6834.473580286463,7925.466648295157,11403.004440875211,4984.353777804146,6590.628784801736,7563.254299343408,13808.573515158187,16730.244453676143,21775.048086874096,21270.967849047902
CAISO_solar_cap,24101.672304824788,34676.34448715209,44305.201226011566,40884.57810716504,42997.91908775261,45577.06343926947,46003.37713276557,23888.280803131125,35609.30666476045,44398.40516236357,41721.31199527704,43826.97277280854,44873.31668174574,44428.03663946697,24097.769051879863,34656.219867261,44346.90772419495,44205.76997291278,48160.16098811314,49550.11405142385,48702.19023392335,25011.205780398577,37031.8313263657,49175.73454032088,53060.8793044305,60329.803078248035,64336.63620465329,66188.37241581501,23621.56242848184,33809.99911936679,44254.78985720891,41472.67211415735,44875.75874007981,46835.198027346734,46089.453560120564
CAISO_bat_cap,4274.040639899457,5524.240279453761,5518.04699960134,5784.633538692308,8461.140225981717,12355.077570247586,13263.422317706432,4241.859214876458,5416.546047647883,5356.41675321686,5069.294903225836,7348.112530088322,10497.553398701746,11220.927025152849,4274.229836875193,5522.03844150102,6853.386330259011,12351.643014217843,16583.037305344387,18075.84424801545,20079.04722934142,4383.446091815546,5187.419655645932,5349.692961101516,4855.246741932053,4581.040318778181,7819.905560228384,10387.1066024848,4201.172939354833,6215.669601996117,6195.9650075772415,8037.561696677097,14325.456139875823,15624.784200884185,14146.457631308938
PNW_wind_cap,13555.57526939362,11135.627778029866,12195.622355980073,15147.332180616993,16358.661984983757,22779.769981641693,23428.617714114524,13504.878627603668,11103.2939515163,12447.802491791876,15224.262959639578,16476.317608822144,22351.11039965124,23746.14268135206,13551.212275302822,11101.284244891236,12140.156574912718,14720.405746934057,16023.922552250673,22885.447234348354,23091.943942239042,13633.023188462586,14146.462558186191,15088.648308746395,17106.007763803438,20487.59062630585,27100.35198386923,31253.66657604579,13582.908327788884,10632.032954549271,11933.062874761517,14870.742738976984,15630.674018638227,18858.282384480677,19113.175277596765
PNW_solar_cap,496.2675469021108,452.47529914112926,616.7942348713326,935.6198672427323,1163.7199519639637,1181.4928347435512,811.3942637911266,494.46700155553845,451.73107262262477,606.9336009957333,902.0811955391658,1100.2519999482759,1141.3508431293196,770.1903518485497,495.7168544418815,447.1370169508053,600.4631828684229,866.1286973599043,1134.9731918864527,1106.1202176310294,877.6805312519198,503.1024281852032,2329.1652045965243,2771.2049729237433,3233.5062263583372,3154.582244671286,2715.982396982721,2423.9402663771607,499.46018825408464,366.7447519711205,395.0930239363072,458.1886333437552,517.2268409895786,588.1935669560049,349.90446694177723
PNW_bat_cap,413.76621736358265,386.99009663544433,337.55200562758824,752.2202675021625,861.905471331975,2100.4201967705862,3400.3929053063375,410.8694380215381,385.1655327302108,332.2184903297492,733.3657728918645,935.6356056039208,1846.2730129769657,5513.535952912097,413.7458342461763,486.6359965054406,584.78531929067,896.0951636022347,934.6309354205824,3212.1655112766543,4645.750518633816,412.08511645474914,416.3277679909609,402.1585262275173,967.9034116472274,4085.5680357168108,7059.252642096113,7983.202086231715,413.39619299815155,389.8447826020191,347.4612400511278,790.2159940329341,806.8003287710615,1903.5776357486511,4403.3620374129805
bat_RoC_coeff,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
bat_RoD_coeff,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
bat_eff,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
