,PGE_valley,SCE
0,91120.32498616824,8129.769844900396
1,91357.1643913238,7381.764276126955
2,76500.18051689048,6677.808159363666
3,89112.75320127084,9329.760053466776
4,87397.50805689045,7962.8765547499015
5,89014.65865416058,6871.354009503534
6,77435.98780749788,7353.379544170547
7,69951.63608488067,6716.779440248308
8,65871.50819081187,3717.184568874158
9,55004.55766690505,2061.711150732778
10,48159.18130312102,1812.8283525321172
11,55143.494118372706,0.0
12,49560.69847699984,0.0
13,49015.49613925017,4417.374519089924
14,48845.68749548464,1932.1206224531647
15,49706.80731435468,4179.339707445848
16,53164.36388695875,2578.8383319430473
17,39598.38814223638,2730.036963213713
18,42067.01618930869,1458.699122570169
19,46191.608018410574,4864.113844876987
20,54027.21698393239,9038.94741601797
21,51137.49532494025,6489.873994317379
22,54996.04649602248,5064.735583214702
23,63359.135785589126,6545.3356064404925
24,60882.52444842921,9246.977880227192
25,62969.77933568129,5680.689405527748
26,59007.72251322642,0.0
27,63419.38534338951,7155.434273028051
28,62901.783955295825,5953.59285295007
29,54765.10830551057,7159.212050319103
30,58485.66931371358,6380.438343876524
31,60056.73397301072,6891.66489700677
32,62097.72253020351,2175.862163884941
33,65198.15232933419,2252.659409750109
34,67780.60811916488,5978.953824537965
35,74146.86300754696,6149.652432262901
36,71727.9391728835,12528.941521088656
37,80645.17579359752,14470.68856609591
38,72266.26843867477,9582.272961092396
39,80025.07977918853,9226.762809386346
40,77954.18659654658,15612.47212306389
41,68649.61158180729,7923.910436777507
42,70267.80788657734,6859.302150901081
43,60709.16311958151,8120.506093830059
44,59738.747113154226,6290.727826314369
45,59957.613407016666,5873.811149736197
46,51779.14472459997,6570.097513039305
47,58398.656604735166,9770.52100923224
48,60970.13834455438,10118.903535193791
49,56295.09631045257,13010.997963635476
50,67742.48398465647,6097.104193288278
51,61406.53002713608,9648.939936575807
52,63387.33794406814,11056.149616515288
53,65025.19950352641,10987.947142748613
54,62796.92300190546,5217.103888049833
55,67276.0482319035,8586.763768389928
