7.880174903417687915e+01,3.017527390297541245e+01,2.135764706800804902e+01,3.046247443281603040e+01,-5.194447030721261882e+01,2.584670159670966072e+01,2.427890415682171366e+01,3.182144237474838544e+00,0.000000000000000000e+00,2.985131185823614786e+01
9.501058306659690800e+01,5.324010607498414771e+01,2.135892074641293092e+01,3.046247443281603040e+01,-5.189744525945791764e+01,2.584542480346007665e+01,1.842357648432730599e+01,2.343548493428746937e+01,8.157723179168392846e+00,1.288576030754511770e+01
9.545312720230002412e+01,5.342406100451190554e+01,3.260545935315759181e+01,3.046247443281603040e+01,3.104447317559001007e+01,3.070503162043589285e+01,2.450713727972264522e+01,3.301345488451182320e+01,2.545793699009524147e+01,2.011878834250072856e+01
9.548900038668658397e+01,5.343849627848685913e+01,3.261417967254089945e+01,3.046247443281603040e+01,3.104545030697295616e+01,3.072131761295743502e+01,2.452850033259691642e+01,3.302028664612907960e+01,2.546659996389605851e+01,2.017162319432136641e+01
9.565892188602845181e+01,5.350591808634350599e+01,3.260847045239341924e+01,3.046247443281603040e+01,3.104482285411754106e+01,3.071065293060032531e+01,2.457761215038658875e+01,3.303564290182462315e+01,2.548621244769819327e+01,2.030081273555186172e+01
9.539258681998686029e+01,5.339953933990492629e+01,3.260106766787023247e+01,3.046247443281603040e+01,3.104394003037142014e+01,3.069683709147231809e+01,2.449135411673931628e+01,3.300834832347327819e+01,2.545103114942548928e+01,2.008217141961731755e+01
9.536182178236030893e+01,5.338700063302604804e+01,3.261685844319424632e+01,3.046247443281603040e+01,3.104572861203959278e+01,3.072632435619324909e+01,2.449502317673555751e+01,3.300953991881146976e+01,2.545258784657990958e+01,2.009409329691204960e+01
9.545374886040538343e+01,5.342431175923783115e+01,3.260172085580241230e+01,3.046247443281603040e+01,3.104402106153624885e+01,3.069805557579254796e+01,2.451491660446010101e+01,3.301595333119065856e+01,2.546108704880571594e+01,2.014638226683554834e+01
9.529521048693193563e+01,5.335967273923512266e+01,3.261352221275379293e+01,3.046247443281603040e+01,3.104538042822864341e+01,3.072008907069667671e+01,2.447367191070128811e+01,3.300256755258476460e+01,2.544374074355795656e+01,2.003741200798532063e+01
9.522105918187695295e+01,5.332896123194799287e+01,3.262095227484415716e+01,3.046247443281603040e+01,3.104613400471567886e+01,3.073397944844349894e+01,2.445381441634558328e+01,3.299600028085317405e+01,2.543501857974063185e+01,1.998469664845106308e+01
9.512954691374210370e+01,5.329063509178521230e+01,3.260932676145240094e+01,3.046247443281603040e+01,3.104491993492940338e+01,3.071225196478934905e+01,2.441874820996656581e+01,3.298420840842731394e+01,2.541852915259097756e+01,1.989853258870094876e+01
9.546379459809892865e+01,5.342836091021288070e+01,3.259485366999003020e+01,3.046247443281603040e+01,3.104313892036893918e+01,3.068525068018390556e+01,2.451250019619199350e+01,3.301517857418259183e+01,2.545986623246261260e+01,2.014260269576583795e+01
9.550553323481300083e+01,5.344512531702716274e+01,3.261150450039751547e+01,3.046247443281603040e+01,3.104516210731283721e+01,3.071631942221554112e+01,2.454085883222467146e+01,3.302419673589607640e+01,2.547160462991681840e+01,2.021712968855538506e+01
9.560943365211157641e+01,5.348644400344695526e+01,3.261240603463385668e+01,3.046247443281603040e+01,3.104526037576279052e+01,3.071800361084698494e+01,2.457553804165490163e+01,3.303500421521656705e+01,2.548540266860197434e+01,2.030780129671954626e+01
9.568136829175416835e+01,5.351470729754320388e+01,3.260562700136969738e+01,3.046247443281603040e+01,3.104449298425169701e+01,3.070534453590489221e+01,2.459321445345688062e+01,3.304041954525958857e+01,2.549239009166119629e+01,2.035531985717302916e+01
9.566178069240211812e+01,5.350703900492720777e+01,3.261341461784412843e+01,3.046247443281603040e+01,3.104536893340739567e+01,3.071988802723555168e+01,2.459292340062831883e+01,3.304033088898358272e+01,2.549242052146311366e+01,2.035514041231768445e+01
9.553841194613342225e+01,5.345826401387489568e+01,3.261148466484834074e+01,3.046247443281603040e+01,3.104515993213318836e+01,3.071628236904136244e+01,2.455435258870157966e+01,3.302843079741664667e+01,2.547729776445141425e+01,2.025578411487280306e+01
9.568361906184993870e+01,5.351558711861132878e+01,3.260667695286276313e+01,3.046247443281603040e+01,3.104461613186462188e+01,3.070730443392386988e+01,2.459472240266329024e+01,3.304087860117302711e+01,2.549279772852152348e+01,2.035822097496880900e+01
9.563839223921507937e+01,5.349785557125654378e+01,3.261816170834510586e+01,3.046247443281603040e+01,3.104586028478904325e+01,3.072876087945915913e+01,2.458966342403683925e+01,3.303933671471838096e+01,2.549088301449527094e+01,2.034487394969845653e+01
9.569603244383495166e+01,5.352043457445574859e+01,3.261582538833454947e+01,3.046247443281603040e+01,3.104562250530237222e+01,3.072439331320952149e+01,2.460585019214171609e+01,3.304425198563785671e+01,2.549703558159444228e+01,2.038680721233970772e+01
9.555829748096257958e+01,5.346618186541968498e+01,3.261625180922131051e+01,3.046247443281603040e+01,3.104566648945166207e+01,3.072519036960101957e+01,2.456428764812106280e+01,3.303152472343044366e+01,2.548092125519577067e+01,2.027898521054260428e+01
9.560077451026114659e+01,5.348302290727139763e+01,3.261672028424269598e+01,3.046247443281603040e+01,3.104571451031029738e+01,3.072606608611047818e+01,2.457754977870569491e+01,3.303562370818170990e+01,2.548604360739425445e+01,2.031238452197011313e+01
9.560389081763945285e+01,5.348425458195281124e+01,3.261761038061327156e+01,3.046247443281603040e+01,3.104580488051497866e+01,3.072773009017342716e+01,2.457942969577716141e+01,3.303620187053321189e+01,2.548689178272955758e+01,2.031712535120637853e+01
9.565853996605797249e+01,5.350576830467353773e+01,3.261779097254471793e+01,3.046247443281603040e+01,3.104582307677983621e+01,3.072806772513989770e+01,2.459667855914328882e+01,3.304147341865512999e+01,2.549354634044214762e+01,2.036336811097034882e+01
9.569785337605354414e+01,5.352114495438370767e+01,3.261842882320198811e+01,3.046247443281603040e+01,3.104588697059930524e+01,3.072926031833912930e+01,2.460901514177374594e+01,3.304520687651435651e+01,2.549823173067284188e+01,2.039673960938959496e+01
9.567608757122383167e+01,5.351264200268157367e+01,3.261706927235608333e+01,3.046247443281603040e+01,3.104575007827342148e+01,3.072671848310941556e+01,2.460091697581423986e+01,3.304275956538097603e+01,2.549536032083351245e+01,2.037698712010807256e+01
9.552388586808342552e+01,5.345246651272845639e+01,3.261924601595422502e+01,3.046247443281603040e+01,3.104596797383439011e+01,3.073078838018019354e+01,2.455720732953694707e+01,3.302932184599472976e+01,2.547825861822299132e+01,2.026496757316952113e+01
9.561818050658240509e+01,5.348989562392729624e+01,3.261979725813903741e+01,3.046247443281603040e+01,3.104602207210633225e+01,3.073181923950462391e+01,2.458739839324912424e+01,3.303864470043606616e+01,2.549032412968657013e+01,2.034528846776497701e+01
9.563540150557341235e+01,5.349667913114085138e+01,3.262008489173639703e+01,3.046247443281603040e+01,3.104605012639192196e+01,3.073235716411904406e+01,2.459332960494176845e+01,3.304045461631080371e+01,2.549283174008843744e+01,2.036258133814414606e+01
9.580280775991960240e+01,5.356178854913591891e+01,3.262001077824222506e+01,3.046247443281603040e+01,3.104604290914414833e+01,3.073221855703806327e+01,2.464448803371410435e+01,3.305577112487605262e+01,2.551178983689280244e+01,2.049567601560110219e+01
