4.914756119496068720e+01,2.321275038797806545e+01,2.837608059881586087e+01,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,1.020076980786212673e+01,2.751259901654725581e+01,9.598872539491826172e-02,4.450880000000000223e+02,9.908906523592885263e-01,5.484120000000000772e+01,1.669080000000000297e+01,1.617481725502254264e+01,8.366462137533975607e+00,6.486413447125936216e+01,2.809394526275919191e+01,4.260862460606045232e+01,1.619233918707509190e+01,1.657414771766791262e+01,2.777054806137345011e+01,2.788097384593140404e+01,2.809394526275919191e+01,6.202808359473684918e-01,6.202808359473684918e-01,1.263090511830837537e+00,1.879525847831295504e+00,1.879525847831295504e+00,3.481224000000000274e+02,3.497119999999999891e+02,3.497119999999999891e+02,3.528912000000000262e+02,3.528912000000000262e+02,3.528912000000000262e+02,3.974000000000000909e+01,2.066480000000000246e+02,2.066480000000000246e+02,2.066480000000000246e+02,1.684976000000000340e+02,3.687872000000000412e+02,5.118512000000000057e+02,5.961000000000000227e+02,4.578048000000000002e+02,4.768800000000000239e+01,8.763862137533974916e+00,3.198249552364040293e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,8.183846646881647757e+00,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,9.945374068752037999e+00,1.709316078013557672e+01,5.279379896720505227e-01,1.336544820587851063e+02,1.003879855667369148e+00,1.914041636836645921e+01,3.179200000000000248e+00,1.617481725502254264e+01,8.366462137533975607e+00,6.540590857929457513e+01,1.766672735368710079e+01,2.130892222228545307e+01,1.541725462199670460e+01,1.656639372810198196e+01,1.734835101164812343e+01,1.745739647389910232e+01,1.766672735368710079e+01,6.575863104880097509e-01,6.575863104880097509e-01,1.248469856564736524e+00,1.841744327339743581e+00,1.841744327339743581e+00,1.320132042387605225e+02,1.332662724259575384e+02,1.344560738578795736e+02,1.352889237815098227e+02,1.352889237815098227e+02,1.359331867938863070e+02,1.914041636836645921e+01,2.066480000000000246e+02,2.066480000000000246e+02,2.066480000000000246e+02,1.684976000000000340e+02,3.687872000000000412e+02,5.118512000000000057e+02,5.961000000000000227e+02,4.578048000000000002e+02,1.943040803722109899e+01,8.763862137533974916e+00,9.669126553658727308e-02,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,8.544449299731240899e+00,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,9.723749667044934597e+00,1.631807621505731731e+01,5.416506647284674569e-01,1.024331335905199012e+02,1.070681472680355073e+00,1.914041636836645921e+01,3.179200000000000248e+00,1.539973268994415534e+01,8.366462137533975607e+00,6.546542164419238929e+01,1.688662284491222465e+01,2.954904408438014229e+01,1.548693561601174018e+01,1.579130916302359466e+01,1.657188703991304024e+01,1.668093250216401913e+01,1.688662284491222465e+01,8.322908564477604632e-01,8.322908564477604632e-01,1.292463799907514144e+00,1.798439624832745443e+00,1.798439624832745443e+00,1.006626487931742417e+02,1.018780140437653188e+02,1.031346170927003385e+02,1.039363495466564729e+02,1.039363495466564729e+02,1.045766478635721768e+02,1.914041636836645921e+01,3.139492726289872238e+01,3.139492726289872238e+01,3.139492726289872238e+01,3.139492726289872238e+01,1.348133719071659584e+02,1.370508367133513730e+02,1.547618070927920257e+02,1.545716564140711853e+02,1.943040803722109899e+01,8.763862137533974916e+00,9.669126553658727308e-02,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,7.948000000000000398e+00,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,9.755410295860235337e+00,1.649629617190021236e+01,2.902516220274909409e-01,1.099093593062316359e+02,1.139338690165923706e+00,1.914041636836645921e+01,3.179200000000000248e+00,1.546941368395919092e+01,8.366462137533975607e+00,6.632323064858147177e+01,1.706716166885584585e+01,2.735176045638394271e+01,1.511776002031337640e+01,1.585323616747270137e+01,1.675286581006958286e+01,1.686329159462753680e+01,1.706716166885584585e+01,6.749224640089082072e-01,6.749224640089082072e-01,1.324894364693307125e+00,1.925295255537683436e+00,1.925295255537683436e+00,1.081039537042045993e+02,1.093636753508026516e+02,1.106889356172232368e+02,1.114815158742164130e+02,1.114815158742164130e+02,1.121198318434017267e+02,1.914041636836645921e+01,3.320260377374955851e+01,3.320260377374955851e+01,3.320260377374955851e+01,3.320260377374955851e+01,1.442841650107749274e+02,1.467339359662198319e+02,1.644449063456604847e+02,1.642560492089717741e+02,1.942570546961805178e+01,8.763862137533974916e+00,2.082581103864956373e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,9.568732255384929886e+00,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,9.793403050438595159e+00,1.617817789108289617e+01,2.856807303420187405e-01,1.088772791372730353e+02,1.113360283549762464e+00,1.914041636836668658e+01,3.179200000000000248e+00,1.510023808826082714e+01,8.366462137533975607e+00,6.598051748175616638e+01,1.674264312203494143e+01,2.431135485721305400e+01,1.513477878639974250e+01,1.548406057177433759e+01,1.643336812259544288e+01,1.654241358484642177e+01,1.674264312203494143e+01,5.250314764637895593e-01,5.250314764637895593e-01,1.099800016738423425e+00,1.657442387166583098e+00,1.657442387166583098e+00,1.070631433340756473e+02,1.083450431786771873e+02,1.096495869698850498e+02,1.104934195298708488e+02,1.104934195298708488e+02,1.111000179353699338e+02,1.914041636836668658e+01,3.171173041153524608e+01,3.171173041153524608e+01,3.171173041153524608e+01,3.171173041153524608e+01,1.418334440469930939e+02,1.439466052528348712e+02,1.616575756322755240e+02,1.614687184955868133e+02,1.942727299215262704e+01,8.763862137533974916e+00,2.640415328114498195e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.016614258599383902e+01,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,9.597107151783735191e+00,1.624322609002820172e+01,2.856807303420187405e-01,1.049002097190450513e+02,1.059547869844857271e+00,1.914041636836645921e+01,3.179200000000000248e+00,1.511725685434719146e+01,8.366462137533975607e+00,6.610980448481002725e+01,1.680267137728363025e+01,2.723608549639640586e+01,1.488721313809778657e+01,1.549332534829477126e+01,1.649703691488392465e+01,1.660608237713490354e+01,1.680267137728363025e+01,5.407032515074768897e-01,5.407032515074768897e-01,1.111890679381645874e+00,1.708728360191337892e+00,1.708728360191337892e+00,1.031105184791246359e+02,1.043924183237261758e+02,1.056413957240946502e+02,1.064870587234730408e+02,1.064870587234730408e+02,1.071015865198936865e+02,1.914041636836645921e+01,3.096461341985590465e+01,3.096461341985590465e+01,3.096461341985590465e+01,3.096461341985590465e+01,1.370878956398375124e+02,1.391823563040346698e+02,1.568480248695922512e+02,1.566578741908714107e+02,1.943667812735849765e+01,8.763862137533974916e+00,3.198249552364040293e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,8.136988675041720853e+00,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,9.620324946248288711e+00,1.592128254515955632e+01,1.368982059798953488e+00,1.080655415895562328e+02,1.091093077878767525e+00,1.914041636836645921e+01,3.179200000000000248e+00,1.486969120604523731e+01,8.366462137533975607e+00,6.527662157624071426e+01,1.647890756389509193e+01,2.378489670866926176e+01,1.476361301311838048e+01,1.524575969999281710e+01,1.617509337001527925e+01,1.628413883226625813e+01,1.647890756389509193e+01,1.113959538633495505e+00,1.113959538633495505e+00,1.645754730102549468e+00,2.206960310565393879e+00,2.206960310565393879e+00,1.062601359875291962e+02,1.075287289133286492e+02,1.088074975445965578e+02,1.096513301045823567e+02,1.096513301045823567e+02,1.102737872919245632e+02,1.914041636836645921e+01,3.068937421840990964e+01,3.068937421840990964e+01,3.068937421840990964e+01,3.068937421840990964e+01,1.401447673609937965e+02,1.421512254762751013e+02,1.598168940418326827e+02,1.596267433631118422e+02,1.943197555975544688e+01,8.763862137533974916e+00,2.454470586697984624e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,9.469384917775641952e+00,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,9.670981952352768474e+00,1.597607959889523954e+01,4.708018436036468302e+00,1.039556380302456091e+02,9.946018533044543863e-01,1.914041636836645921e+01,3.179200000000000248e+00,1.474609108106583122e+01,8.366462137533975607e+00,6.594768268732978811e+01,1.666258342057736996e+01,3.499205267732948954e+01,1.516849738042098394e+01,1.512991356457934167e+01,1.626713440348522255e+01,1.639136341111291983e+01,1.666258342057736996e+01,3.581075339713131189e+00,3.581075339713131189e+00,3.833543763945914229e+00,4.245094522952000737e+00,4.245094522952000737e+00,1.020961051809624394e+02,1.034245792413713048e+02,1.046068566480649054e+02,1.054378761323025486e+02,1.054378761323025486e+02,1.060623156673751311e+02,1.914041636836645921e+01,3.419973296936316842e+01,3.419973296936316842e+01,3.419973296936316842e+01,3.419973296936316842e+01,1.398649376113833398e+02,1.426700188580759630e+02,1.604262910513996871e+02,1.602361403726788467e+02,1.948840637099202766e+01,8.763862137533974916e+00,3.570139035197067989e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,9.506056373997125775e+00,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,1.000025249203189226e+01,1.662607467107932280e+01,1.325558588786966419e-01,1.180556651790629985e+02,8.758434230591465308e-01,1.914041636836645921e+01,3.179200000000000248e+00,1.514951528736405528e+01,8.366462137533975607e+00,6.335578610229767094e+01,1.766754170696129478e+01,3.850711042732736900e+01,1.560030741939429966e+01,1.553333777087756573e+01,1.700817031501972920e+01,1.717242866954968505e+01,1.766754170696129478e+01,1.671239226804365874e+00,1.671239226804365874e+00,2.403576712699460050e+00,2.881046857347213663e+00,2.881046857347213663e+00,1.161472432032259121e+02,1.175289449388431393e+02,1.185924639152914324e+02,1.194070094449957224e+02,1.194070094449957224e+02,1.200572195005633773e+02,1.914041636836645921e+01,3.588841417048364946e+01,3.588841417048364946e+01,3.588841417048364946e+01,3.588841417048364946e+01,1.563665431886347221e+02,1.593135285454541474e+02,1.771377534596024930e+02,1.769488963229137823e+02,1.950564911886986863e+01,8.763862137533974916e+00,4.499862742279638339e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,9.094521143061683688e+00,0.000000000000000000e+00,1.983678077520328031e+01,8.108451909244962508e+00,1.022187689373899389e+01,1.693278535040508359e+01,6.833483069781087771e-01,1.186213162018466392e+02,8.108974065187438685e-01,1.914041636836668658e+01,3.179200000000000248e+00,1.558132532633737100e+01,8.366462137533975607e+00,6.412329942201422739e+01,1.775964683710192915e+01,2.862227530086504146e+01,1.589883644557204789e+01,1.594963983071902192e+01,1.726660176135662894e+01,1.741015528128196976e+01,1.775964683710192915e+01,5.693717612058369903e-01,5.693717612058369903e-01,1.577454901936737208e+00,2.514579141058820078e+00,2.514579141058820078e+00,1.165784491279862607e+02,1.179823290616069755e+02,1.189809020215148649e+02,1.197899562330413801e+02,1.197899562330413801e+02,1.204381839408786448e+02,1.914041636836668658e+01,3.438228335569660032e+01,3.438228335569660032e+01,3.438228335569660032e+01,3.438228335569660032e+01,1.555811858841271942e+02,1.584038676406029822e+02,1.765678561588743491e+02,1.763777054801535087e+02,1.949310893859530225e+01,8.763862137533974916e+00,4.183756681871563798e-01,9.328743399163923478e-01
