3.088288566765897372e+02,1.656388547885771186e+04,1.208584164403777663e+02,2.633758971786009351e+04,9.897753914082896927e+02,6.549472764382350761e+03,9.499339527828132290e+00,4.878674372115122242e+04,1.772049258251092851e+03,5.974427375992535417e+03,2.508795608394842930e+04,3.977955765821833012e+01,5.991608531657800995e+03,6.259390315013462896e+03,6.634637723407966405e+03,6.136010329548517802e+03,1.593841209997245824e+04,1.418518676897548687e+02,3.825218903993389858e+02,1.249129047054563699e+02,3.696487400773876431e+01,5.360825657606586674e+02,2.053604111541042585e+04,3.901847811927980842e+02,5.737828355990085072e+01,7.486716427283883604e+03
3.570737429048725744e+02,1.657021218756842791e+04,1.223740709181517161e+02,2.660027583594337921e+04,9.918649298610559981e+02,6.533848994105606835e+03,9.271879031360263923e+00,4.931406802892256383e+04,1.830416171955138680e+03,5.831370459975008089e+03,2.514598832361843961e+04,4.865165094102433585e+01,5.789718740035065821e+03,6.105042866219809184e+03,6.473509104120994380e+03,5.985917398584729199e+03,1.597206006217481445e+04,1.421513345533558379e+02,3.833294414921955422e+02,1.264860258758679237e+02,3.700061091398759316e+01,5.502480143526273650e+02,2.055589495221533070e+04,3.905620040920912857e+02,5.749941622382932849e+01,6.781548978238481141e+03
3.725894599392182727e+02,1.749581964510300531e+04,1.281736745789773693e+02,2.792478993862525385e+04,1.063960334251079757e+03,6.516769481332479700e+03,1.073835151411263311e+01,5.185504664663177391e+04,1.881334043959236169e+03,6.753680197555115228e+03,2.704143690673025412e+04,4.406930795270369572e+01,6.127303368267600490e+03,7.104097423966756651e+03,7.514242791629239036e+03,6.955700326066295929e+03,1.713301665460675940e+04,1.524838482260001626e+02,4.111923997105622561e+02,1.325091681139765001e+02,3.949918175738654469e+01,5.736595891001410337e+02,2.194398986521474581e+04,4.169358074390801789e+02,6.167885995658433274e+01,6.450348719760307176e+03
3.682697726298275711e+02,1.723823342624844372e+04,1.247799253864310600e+02,2.716361573609535117e+04,1.042797250638275045e+03,6.499570169455787436e+03,1.064693334670512925e+01,5.044966428594804165e+04,1.808705575013330645e+03,6.696184494783099581e+03,2.648667941673245150e+04,4.480420648186127863e+01,6.138081144832404789e+03,7.041543320614680852e+03,7.449232695573277852e+03,6.895103411645263805e+03,1.679222625826529838e+04,1.494508136985611486e+02,4.030134301983671890e+02,1.289858697673911649e+02,3.873754785555014735e+01,5.658348987334786671e+02,2.152085991975008073e+04,4.088963384752515253e+02,6.045201452975507550e+01,5.732171982262757410e+03
3.480821066283073719e+02,1.778231409328007794e+04,1.325627008296420399e+02,2.890549610825784475e+04,1.081879335823831298e+03,6.483690822584730995e+03,1.054319332713196111e+01,5.378226050299342023e+04,1.865831695090735138e+03,6.630939199454062873e+03,2.751944031921754504e+04,4.360195106331566706e+01,5.231398121956616706e+03,6.970602120271163585e+03,7.375481366172262824e+03,6.826360989411611627e+03,1.742156740457055275e+04,1.550519499006779256e+02,4.181176177096932634e+02,1.370578361573078610e+02,4.009874733281579751e+01,5.796319461113394027e+02,2.227708185156433319e+04,4.232645551797223220e+02,6.271764265645398950e+01,5.696946455531704487e+03
3.892368159694003680e+02,1.798570286744152691e+04,1.330398940181433147e+02,2.893880968631109863e+04,1.085337835137955153e+03,6.467813227853193894e+03,1.055951878785770681e+01,5.383571293596120813e+04,1.853633250012509507e+03,6.641206784816167783e+03,2.761853752233347041e+04,4.692669376150613658e+01,6.104654750015723948e+03,6.981762943377117153e+03,7.387086043011848233e+03,6.837177350048351400e+03,1.747725982508784364e+04,1.555476124432818210e+02,4.194542358021082578e+02,1.375183123815715192e+02,4.023325568739804936e+01,5.860828070439721387e+02,2.235180871522113739e+04,4.246843655892016045e+02,6.291813537031623582e+01,8.091337165469879437e+03
4.247011583900885512e+02,1.837935113259693753e+04,1.301191134107058645e+02,2.812265507500816602e+04,1.078459298690759169e+03,6.458987921382160494e+03,1.081672604184051423e+01,5.226864381965401117e+04,1.731046379701444721e+03,6.802972353358813962e+03,2.743591118543677294e+04,4.021936876444093656e+01,6.285874532356829150e+03,7.157755375678362725e+03,7.569991098452224833e+03,7.007665619546931339e+03,1.736649434284636300e+04,1.545617996513326204e+02,4.167958642283127233e+02,1.344224016609229579e+02,4.001735360053737622e+01,5.850983591266603980e+02,2.223186311140965336e+04,4.224053991167834283e+02,6.251937963424690281e+01,1.309065345207680548e+04
5.120666536666772117e+02,1.991481391539972901e+04,1.407134274163191492e+02,3.033801506340670312e+04,1.172852442478835428e+03,6.462453742148188212e+03,1.195040481367355234e+01,5.642304755369076884e+04,1.707139827246602636e+03,7.515977870234938564e+03,2.994580738670660867e+04,5.020798313765078547e+01,6.137577711481796541e+03,7.936928724051906102e+03,8.377816455935273552e+03,7.760774546444360567e+03,1.888651276133390274e+04,1.680899635758717352e+02,4.532763062720136986e+02,1.453265527567549213e+02,4.346430715352072838e+01,6.266441489585071167e+02,2.414683730751151597e+04,4.587899088427187735e+02,6.799144594080205195e+01,1.381515361245092936e+04
4.908174420550195691e+02,2.121414725327633641e+04,1.521266475934438347e+02,3.271442575116470107e+04,1.261817711016556814e+03,6.460282824257914399e+03,1.261456109848547769e+01,6.092194741252365202e+04,1.740482170308567220e+03,7.933686225462564835e+03,3.242233486095946137e+04,5.411744592340522786e+01,6.558944433790918083e+03,8.396033695092666676e+03,8.852312462593874443e+03,8.203162709517324402e+03,2.031912578126500375e+04,1.808402194532585270e+02,4.876590187503600760e+02,1.570513317719741622e+02,4.701245753754575674e+01,6.591751144493402990e+02,2.611803196530319838e+04,4.962426073407607419e+02,7.314885281255401139e+01,1.275417993833555374e+04
5.150227522258624049e+02,2.226013011620020916e+04,1.659492033332527967e+02,3.547846435974308406e+04,1.289607225391093834e+03,6.466777263360146208e+03,1.254091493934458867e+01,6.619718353537259100e+04,9.045882330612394071e+02,7.887367886380244272e+03,3.462663224461744539e+04,5.895471155764850124e+01,7.792428576054717269e+03,8.345028767525069270e+03,8.799652249047725491e+03,8.154066601066325347e+03,2.076662198697413623e+04,1.848229356840698188e+02,4.983989276873792846e+02,1.712692305965490220e+02,5.013363640636530505e+01,6.923223512886878552e+02,2.785202022575850424e+04,5.291883842894116015e+02,7.475983915310688133e+01,1.042278559838780893e+04
