2.693836356536985477e+03,1.908186693602195191e+03,2.227279461134572500e+02,2.665525065726594676e+02,4.384522862442450423e+04,9.478330959797536934e+02,6.002050871898133664e+03,1.809834468328982439e+03,3.808719420685190926e+03,1.320631296675184103e+03,5.980163582815895325e+02,4.487222108935668984e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.933161042116435624e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.298214977294933124e+04,7.305676382577116783e+03,1.142587869836696336e+04,5.689890136459927817e+03,9.472332705918868669e+03,8.776079115830892988e+03,6.125269580194496484e+03,5.771867323659299473e+03,5.661612100513611040e+03,5.521855960205902193e+03,1.540711319012601416e+04,2.428559724742828985e+04,1.992117970483980753e+04,1.614738615909150030e+04,1.920433013159922666e+03,3.445860141005188780e+04,1.564800148164938400e+04
2.495745875338010592e+03,1.292164744743713300e+03,3.012202238090981155e+02,2.665525065726594676e+02,4.508333473450324527e+04,9.996587209118176816e+02,5.985203281590687766e+03,3.108048444091699821e+03,3.808719420685190926e+03,2.181221688389813153e+03,6.707745189757928301e+02,5.062078110080704391e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.412489723854668000e+02,1.105135318799977313e+03,3.980185188879352154e+02,2.363681771467787985e+04,7.495970118046237076e+03,1.172623935387745951e+04,5.804120646474028945e+03,9.662499716189748142e+03,8.943747473522924338e+03,9.374346275938904000e+03,8.902375277889806966e+03,8.689835136337749645e+03,8.392322350738773821e+03,1.756001766744661654e+04,2.777118659842897250e+04,2.249052277043409413e+04,1.785743991614830884e+04,1.920433013159922666e+03,3.667696189218186919e+04,1.270549744435141838e+04
2.421577665332833021e+03,1.235196245340424639e+03,2.962824547391186343e+02,2.665525065726594676e+02,4.287840031351908692e+04,9.271028460069279618e+02,5.965953759676612208e+03,2.921322293468480439e+03,3.808719420685190926e+03,2.010496563514762556e+03,7.046064212782583809e+02,5.352896094588668348e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.381876896661482306e+02,1.070000745563907685e+03,3.980185188879352154e+02,2.247427601923583279e+04,7.119555723354503243e+03,1.113295037733565914e+04,5.499245718393929565e+03,9.154954459039223366e+03,8.470230337577468163e+03,1.017817080113245356e+04,9.684601630491064498e+03,9.439013271790785438e+03,9.096669863895742310e+03,1.748332112651903662e+04,2.762200369033927200e+04,2.236626878100438262e+04,1.776070855730635958e+04,1.920433013159922666e+03,3.548787494030287780e+04,1.144478379597104140e+04
2.467892253703429560e+03,1.795127069299996720e+03,2.719777309608253972e+02,2.665525065726594676e+02,4.272967332675247599e+04,8.723980196897488213e+02,5.947372226444604166e+03,2.612717150884859166e+03,3.808719420685190926e+03,1.828158843462810864e+03,8.924863101902972176e+02,6.438116989421466315e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.089045244601248328e+02,9.859011095373622311e+02,3.857352861336974001e+02,2.239817996904719257e+04,7.082753126491713374e+03,1.106670159759467060e+04,5.452999539705490861e+03,9.077965417000035814e+03,8.395805136551696705e+03,9.949899495994015524e+03,9.462145925933382387e+03,9.226293625886539303e+03,8.896875015919842554e+03,1.719565946712710866e+04,2.714221124164043431e+04,2.199973573833638147e+04,1.751183367376468595e+04,1.920433013159922666e+03,3.511608048692967714e+04,8.871785114252745188e+03
2.662997673501093232e+03,1.879444405896671469e+03,2.461697426270907840e+02,2.665525065726594676e+02,4.366515522898716881e+04,8.107831100482947022e+02,5.929689746993237350e+03,2.241578429913874515e+03,3.808719420685190926e+03,1.631169757920413758e+03,7.817581902653171255e+02,5.652416725165898242e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.187248430063215778e+02,9.768866241872872251e+02,3.822083552354341691e+02,2.289185917484518359e+04,7.234603942260171607e+03,1.128519560036840448e+04,5.542940958517705440e+03,9.227696786604610679e+03,8.530878575325750717e+03,9.947937936863476352e+03,9.460235436672375727e+03,9.224465574680481950e+03,8.895157382210098149e+03,1.730304731995215116e+04,2.730446850581327089e+04,2.211236055746467900e+04,1.758170355920586007e+04,1.920433013159922666e+03,3.555501800027382706e+04,7.329293438524855446e+03
2.685819608471492757e+03,2.072499710242910169e+03,2.668963405704079719e+02,2.385124722241212964e+02,4.178883527172989125e+04,7.531990823460010915e+02,5.911631898142049977e+03,2.497013839046620888e+03,3.808719420685190926e+03,1.801074707900404746e+03,1.015317331829024852e+03,7.616054513251796379e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.096118675150420927e+02,1.006610744983072095e+03,3.938379620279603159e+02,2.190173667546681827e+04,6.921688933403629562e+03,1.079115469468265474e+04,5.291796584356873609e+03,8.809600301045531523e+03,8.141816863289386674e+03,9.929229613704059375e+03,9.442015128298711716e+03,9.207030475219300570e+03,8.878774826190759995e+03,1.680815586044160227e+04,2.648093253632194683e+04,2.155055324973903407e+04,1.719628016908475183e+04,1.920433013159922666e+03,3.425760428906336892e+04,7.624066158138770334e+03
2.684409760506173825e+03,2.003535394477771206e+03,2.691538987284667428e+02,2.665525065726594676e+02,4.425223923534427740e+04,7.278621101569918892e+02,5.891714848999443348e+03,2.507880646828364661e+03,3.808719420685190926e+03,1.738898331936339900e+03,8.672716667731343705e+02,6.507392949496173969e+03,1.815959492426204349e+02,2.718956352950921200e+02,2.811663489145175276e+02,8.792843198596414140e+02,3.440213074444043286e+02,2.320288873544432499e+04,7.324533536857520630e+03,1.140195650340323300e+04,5.572677378728178155e+03,9.277200952583436447e+03,8.567769180889110430e+03,9.790829492446904624e+03,9.307277887233129150e+03,9.078043690876100300e+03,8.757542741111907162e+03,1.710320341429482505e+04,2.694972171200752928e+04,2.207772817464753098e+04,1.754808659951679510e+04,1.920433013159922666e+03,3.558942542285304808e+04,7.798644721525739442e+03
2.706705696143650130e+03,1.839588297402821581e+03,3.297549241635512089e+02,2.355948884660279816e+02,4.438090729067750362e+04,6.979184157517991025e+02,5.871406435675383364e+03,3.571966911114962386e+03,3.808719420685190926e+03,2.374747993346200474e+03,9.487771555031694106e+02,7.041297534679330965e+03,1.815959492426204349e+02,2.718956352950921200e+02,2.984883177924785969e+02,9.605940411773583492e+02,3.758338577240753580e+02,2.327256922638858305e+04,7.342343471488816249e+03,1.142485410873181354e+04,5.580642175592148305e+03,9.290460471488229814e+03,8.579138555819279645e+03,9.627159767568848110e+03,9.148059351891381084e+03,8.925494016434580772e+03,8.614090183017080562e+03,1.698626785570012362e+04,2.675110039340102230e+04,2.195622933042845762e+04,1.747246876195954610e+04,1.920433013159922666e+03,3.556954115033800917e+04,7.799958587198416353e+03
2.682072913344185508e+03,1.901361897728164877e+03,3.524364855369528868e+02,2.665525065726594676e+02,4.554104909220524860e+04,6.817948879951569552e+02,5.851059773144531391e+03,3.335230658465214219e+03,3.808719420685190926e+03,2.257144244515177434e+03,1.092894031842302638e+03,8.175937204645673773e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.099744203311310002e+02,9.653474482242772865e+02,3.776936353524966421e+02,2.388375322365231114e+04,7.531730335573789489e+03,1.171231750581052074e+04,5.716949595223457436e+03,9.517380358879303458e+03,8.789828261558346640e+03,9.649139054931460123e+03,9.169433368168465677e+03,8.945980690898981265e+03,8.633359894411389178e+03,1.722381899512551536e+04,2.714420824182857905e+04,2.225511405688045852e+04,1.767900398741857862e+04,1.920433013159922666e+03,3.628743558536834462e+04,8.331702255786356545e+03
2.728503776113220738e+03,1.850797527968102713e+03,2.810191586978362466e+02,2.665525065726594676e+02,4.542493732056108274e+04,6.432135894346199620e+02,1.998833584662040948e+03,2.572921888768555618e+03,3.808719420685190926e+03,1.813503086594952720e+03,8.090820895396504966e+02,6.032712055568096730e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.764927630159987189e+02,1.240318398458754245e+03,3.980185188879352154e+02,2.382246193040126309e+04,7.503799412276602197e+03,1.166042018416780229e+04,5.685180439471405407e+03,9.464492164933113600e+03,8.739348126418475658e+03,9.883275382939646079e+03,9.397266832547886224e+03,9.164202935623385201e+03,8.838528380107083649e+03,1.732593072109329296e+04,2.731550418011658985e+04,2.238314457686316382e+04,1.776388823700439752e+04,1.920433013159922666e+03,3.622536818930071604e+04,1.379643919504593032e+04
2.678284919622783946e+03,1.930474241210235505e+03,2.946230481090041735e+02,2.665525065726594676e+02,4.554639994266474969e+04,6.052081311511063859e+02,2.111591633347366496e+03,2.770038395184720684e+03,3.808719420685190926e+03,1.976690430269628678e+03,9.247345562685477489e+02,6.850906687695541223e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.092861666479881819e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.388598863212227661e+04,7.515436995112112527e+03,1.166941127383268758e+04,5.682407455508678140e+03,9.459875796944774265e+03,8.733294887033982377e+03,9.087208307534621781e+03,8.623707188446354849e+03,8.422155131855681248e+03,8.140174128418922010e+03,1.681107425157005127e+04,2.647125095723013874e+04,2.176218196902373893e+04,1.734111186731921407e+04,1.920433013159922666e+03,3.583700629456151364e+04,1.361814940925043084e+04
